gene_name,module,color,kME_pink,kME_blue,kME_grey,kME_yellow,kME_turquoise,kME_brown,kME_red,kME_black,kME_greenyellow,kME_green,kME_purple,kME_magenta
PRKCB,grey,grey,0.0758368664949952,-0.0125545320099566,-0.00810073386489257,-0.00228000978000894,-0.00759730833078352,-0.0223430492507915,-0.0106866169406012,0.0294568209754078,-0.00719246614791024,0.0229783069065921,-0.00833580621073297,8.12379227285796e-05
SLIT3,black,black,0.080223045286535,-0.00880465180049458,-0.00938798242768875,-0.0165456157868719,-0.03083676163045,-0.0516603937772674,-0.0947355571901954,0.388888028671391,0.0503414652847235,0.123955918758056,-0.155867768015325,-0.0355838629115933
CA3,yellow,yellow,0.0112175324521137,0.0166971040094908,-0.0131325824175082,0.0972027130311944,-0.0193195585610898,0.0299087642977646,-0.0306029048326245,0.00951412486424112,-0.0235051216720295,0.0309015384763444,-0.0212193321618778,-0.0481818044742673
HMOX1,brown,brown,-0.037203995824,-0.109053793577657,-0.0461830851690132,-0.00455255068629284,-0.19123637166139,0.257803810015185,0.0199175522395725,-0.0332360582829705,0.026950290557919,0.00854800339612406,0.0585647694475843,-0.104417393108293
CD74,pink,pink,0.540504090070486,-0.0642724737058566,-0.177507916720969,0.14798955805048,-0.0739800094472668,-0.0953441600605895,-0.105670647292929,0.100857747108627,-0.0880995825273515,0.0318108089265647,-0.0775995752995205,0.00485811550989591
PLEK,pink,pink,0.153260609555989,-0.010118660504121,-0.0319725942496048,-0.00608449665006617,-0.0238422812885309,-0.0216613219256948,-0.0258197086726224,0.000182730068551246,-0.0201517895716093,0.0115053956148986,-0.00755747503993601,-0.00200872866710899
TP63,grey,grey,-0.00884446946575064,0.0369663620548848,-0.00914033331599547,0.0359320154437139,0.00456785806081163,0.00989932424778411,-0.0149784172574916,0.0010089288442908,0.013292399501076,-0.0178852432398925,-0.0114257172022399,-0.0165688211302123
TEX41,yellow,yellow,-0.00909432005054428,0.107692088007359,-0.0742150854094115,0.20016220915914,-0.0876880758895889,0.084070219735542,0.0450368108549781,0.0162702789132187,-0.0395429158352095,-0.0364213238619888,-0.0574059217093637,-0.0729595531251093
HAS2,red,red,-0.0596598432199978,0.0171641438807541,-0.0159738423933642,-0.0184176891753349,-0.173258574946261,0.211207091995146,0.266017636894062,-0.0617446469439873,0.0517006692964412,-0.0747847952821315,0.116374628379392,-0.0484242138765357
TOX,grey,grey,0.0230318521505447,-0.0185703780028439,-0.0104514807917233,-0.00773032962558866,0.0283225219183003,-0.0386050540791958,-0.0384082790709898,0.0269405917250569,-0.0183250672977875,0.0317296751047776,-0.00743539447933711,0.0160033979423222
SLC16A10,yellow,yellow,0.0599974153246936,-0.0209927187937945,-0.210369671871731,0.506136436761763,-0.10420593307831,0.00251831515843143,-0.0854735572379085,0.0532579083038179,-0.0538651820694413,-0.0458112753405966,-0.122278555381127,-0.0573986543145441
MSR1,greenyellow,greenyellow,-0.0198412068285935,0.0690618104460479,0.0267697315000876,-0.00649560922055334,0.00295797920308088,0.0284915071378054,0.000609295377718558,-0.0133690461156076,0.225309677546149,-0.0418272822205947,-0.0794919732580788,-0.0383079821481095
CHRM3,yellow,yellow,-0.0028086154045659,-0.0100492668677085,-0.0424510546244371,0.12535414606146,-0.0279241863155187,0.0166557867410603,-0.0441126838211549,0.0352284239756246,-0.0224306876113622,0.0732764373621385,-0.0230492940166835,-0.025135238393612
THBS1,brown,brown,-0.051453344075002,-0.0754784288178555,-0.0668322936825539,-0.0440044259131243,-0.199276986483716,0.253570148102575,0.0640495416094255,0.0567529282660015,0.132185313404641,-0.0060529045394184,-0.00412306583064216,-0.0719525768999225
GNG2,turquoise,turquoise,-0.0265899096059669,-0.00759603348611742,0.147845306175185,-0.0672705962017356,0.210096073127329,-0.117812629465159,-0.105231278075623,0.0342014975975068,-0.0321865727309934,0.149087062625723,0.0318218786047438,0.0248803077056147
RUNX3,blue,blue,0.0276575890994072,0.109784292518665,-0.0238547149528758,0.0511616148356369,-0.030672040598008,0.0300788992729137,0.0195829012439909,0.00642936229459536,-0.000636310234472755,-0.0334117759180113,-0.0201236669064185,-0.0392624002212298
P3H2,black,black,0.0508332580179353,-0.0432216153970471,-0.119603143214989,0.0352565237907891,-0.0342830179797412,-0.0679065196238583,-0.0967758026377488,0.449612781680098,-0.0362581913979126,0.0568295565875982,-0.0679837366407054,-0.0183479068599362
MYBPC2,grey,grey,-0.00894810396990669,0.0430694759475048,0.0276938980975539,-0.00968715489939119,0.0125176833386713,0.00438852013951856,0.00692143447546061,-0.00710222330231231,0.00166918903066576,-0.00654289611864419,0.00994458588602626,-0.00519552160262948
GPRC5D-AS1,blue,blue,-0.00826256043805564,0.337248247416986,-0.175152527162297,0.330986953269314,-0.210548512259851,0.206041752381139,0.0412167065185493,0.00760025598960951,0.0764287010625939,-0.119357361509166,-0.151303127376149,-0.186331236194218
MYH8,grey,grey,-0.00643707159310239,0.0188242457575248,0.0241278033364731,-0.00787198200382997,0.0323480009873743,-0.00897028076475483,-0.00165340805255759,0.00181829454107088,-0.0132037412307704,0.0320887923881176,0.0244188923108934,-0.00299162344769607
F13A1,grey,grey,0.016553197432032,-0.0130200122066985,0.0153285167917083,-0.00674644550777102,0.0181375445691241,-0.0201837067926714,-0.0237479760453671,0.0166214290142007,-0.00828033425783928,0.0309873121866849,-0.00648940820550653,0.00861343067792905
PCDH11X,grey,grey,-0.00516942009139355,-0.006029764917799,0.0112792899388807,-0.025586877392947,-0.0176918152559601,0.0175535472758869,0.0566466623822368,-0.0235329731144833,-0.0589083426402295,-0.034927905175329,0.0504966805230737,0.00602418242871211
SGPP2,grey,grey,0.00053781316075447,0.0290782145667678,0.0216090672652032,-0.00588976788027271,0.0280969387909029,-0.0184375624092817,-0.00862307738333608,0.00166752032911956,0.0016870667670299,0.0115356380643659,0.00584737418225829,-0.00904042128362507
AL589693.1,grey,grey,0.00688269661715715,0.0237520805653682,0.0295158310449365,-0.00501182205306385,0.0187909029482571,-0.01419296208187,0.0256348540446233,-0.00119365481028653,-0.00156934466265595,0.000769409046612667,0.00689099703323254,0.00347176632683585
EPHA7,red,red,-0.0271446697659251,0.100387805044909,0.0470682242007892,-0.0605151913144997,0.00485881658688664,0.0131845278425217,0.214033052075618,-0.0278103038033094,0.0122634046791882,-0.102433157361717,0.0452390243568833,0.0363699873098364
CDH18,purple,purple,-0.0210258977624262,-0.000650511117795249,0.132805114868468,-0.0658237681547166,0.133480404801894,-0.057330705145281,0.0694514481988518,-0.0421788835138861,-0.0624505789346096,0.0510034931867609,0.194243448306241,0.0824785132227615
TNNC1,green,green,0.000716607227805021,-0.00855298043944198,0.0614850639696995,-0.0223738096590582,0.0377327051630535,-0.00700167952588831,-0.00599350384442944,0.00570717328500304,-0.0177743241600923,0.133333698095056,0.0414995220474538,0.02991822117972
NRP2,yellow,yellow,0.0760520914683008,-0.0143615329107579,-0.10591322918245,0.26950853357653,-0.0578367454123381,0.00366463391968098,-0.0581153330107997,0.0591063386666875,-0.0386251891451657,0.0182180823349283,-0.0426524222645182,-0.0277185509615904
AGBL1,grey,grey,-0.013214160518344,0.00264434029767238,0.00548556657365436,-0.00650511240412108,-0.00602779178745345,0.0198080025810656,0.00825777879549904,-0.0054614369457361,-0.0105646635864024,0.00239575183697854,0.0247265429753573,0.00140985932336632
AL357507.1,blue,blue,-0.0349989443777871,0.113838069980595,0.0658915609097864,-0.0595619451276499,0.0167956653890036,0.0714401305882746,0.0840443885134682,-0.0562930442389768,0.0887494530936066,-0.100359134066953,-0.00831165857321655,-0.0575794364592042
PID1,turquoise,turquoise,-0.102962731269928,0.167046327987482,0.24310357011271,-0.199047511592903,0.379390800007902,-0.194670564632949,-0.0282704120007345,-0.0976280742345448,0.0187434349650704,-0.0775883105840993,-0.00412168728669931,0.0413414444094617
CCL8,grey,grey,0.0123847369258398,0.00530685844721743,0.0251445735110689,-0.00248521203219504,0.0244279664703158,-0.00300600380066659,-0.0104931532354037,0.000112667529470923,-0.0122660999761853,0.0421813391574614,0.0136490518769063,0.00755790767694072
CDH13,pink,pink,0.680501971381398,-0.0696763529366536,-0.261424870109349,0.0891514042178551,-0.114804371345813,-0.109467822141888,-0.113155826675813,0.075581578288376,-0.0906410420293196,-0.0586155043011221,-0.100176460262682,-0.0222586567290526
C9,blue,blue,-0.0376494183222587,0.526888382501829,0.0946625134045233,-0.0461947520441816,0.0531362620144826,0.0185454937917978,0.128042732256681,-0.0297047956452542,0.0316221330915046,-0.0490205507191123,0.016437464867492,-0.0797603168635422
CLIC5,yellow,yellow,0.0536419761197076,-0.0180744412300169,-0.273836519931867,0.681939385389445,-0.132107099794492,-0.0128679301508468,-0.10329457087469,0.0592747403024251,-0.0541663480398956,-0.0763848439649801,-0.159046832238005,-0.0629260999088567
ITGB8,yellow,yellow,0.0720086585970023,-0.0258364489148316,-0.31304552938984,0.7894782493402,-0.140995950934318,-0.0187861114750918,-0.152546914808745,0.115446753821635,-0.0717110407918536,-0.03040767380793,-0.193073396058127,-0.0851998057243021
PAPSS2,brown,brown,-0.028905070748328,-0.061828361880232,-0.153280939243857,0.194136109726861,-0.225962113730988,0.285980837736639,-0.0466719283739351,-0.00240844686203199,0.199093604483305,-0.023904982360839,-0.154736213208313,-0.12655649110584
PTPN22,yellow,yellow,0.0227516920306397,0.00514216304789326,-0.0984009932505689,0.285232911075254,-0.0490313098737053,-0.00528683179339349,-0.0620520365829799,0.0371684070929215,-0.0264923291462217,-0.0113483095579521,-0.0742458905113306,-0.0348646692607083
NKG7,grey,grey,0.00127749790100352,-0.00865887726981721,0.0161999198681649,-0.00662949320695225,-0.0131427746599561,0.00386352858440065,0.00875414401115509,-0.0146315021872395,-0.00319530352485202,-0.0242152834831083,-0.000406757844463141,0.00845887725807724
SAMD3,grey,grey,-0.00263963265677999,0.0466162228142593,0.000353375277866921,0.024189312821043,0.0190339809205901,-0.0328541553091602,-0.0294320152670185,0.10915710782829,-0.00786635705006276,0.0528941512944231,-0.0260283886525555,-0.0166255145341251
PCDH9,red,red,-0.112319488061273,0.119650891890414,0.135721956838036,-0.153353997230983,0.0765520925098389,0.0959243554537839,0.238006594001659,-0.118731264072571,-0.129868231354462,-0.079541460319843,0.172619811438471,0.0109193254944916
PTCHD1-AS,turquoise,turquoise,-0.0306419609958378,0.016916308509662,0.0833032569310898,-0.0436167908102805,0.118344747305768,-0.0438461434485307,0.0478790631899721,-0.0264027937645523,-0.0929459807943431,0.015463676008314,0.120055613901918,0.0578608615777409
SLC7A11,brown,brown,-0.00680911054644105,-0.0310656432402854,-0.0339546354921499,-0.0022210232139302,-0.0598739136678385,0.10819939520421,-0.0217019744900663,0.063911819022336,-0.0249921385709406,0.0955263146484159,0.0299970738579807,-0.0497891411167217
ANO2,pink,pink,0.809726929679046,-0.0483099467607401,-0.165140858734429,-0.0119342904157488,-0.0797904782436778,-0.0796113704532738,-0.0631324833598592,0.022405212548783,-0.076114717657658,-0.0401078505130143,-0.0475836049320766,0.00368016524497948
CACNA1C,blue,blue,0.0408417275316188,0.0672261213592726,0.027229041750675,-0.063306236483567,-0.00587245635867573,0.0403361830688725,0.0950314204055696,0.0428611388427546,-0.0582598547339084,0.0177859828894279,0.0232954250268893,-0.00800024267538253
CARMIL1,brown,brown,-0.0254735653874889,-0.0123338554359157,0.00886414809446933,-0.00252642910614949,0.018475513330009,0.0447535069743695,-0.11680879887179,0.119350849068414,0.129339555870631,0.118991894852792,-0.0867126020264186,-0.0897381907359957
CSMD1,black,black,0.0473269753768198,-0.00964528784688193,-0.00512540815434821,-0.00713732478523901,0.0554053732630469,-0.0705456404920101,-0.0513288099692651,0.42488117933567,-0.0182053750634743,0.0730352162372415,-0.0343684691033144,0.0117456744458184
EMCN,grey,grey,0.0969739575925288,0.00202945162514288,0.0194959280477497,0.0135568403649606,-0.00470854903565243,0.00181533700694789,0.0123021699547809,0.0140526242583588,-0.00639264248189641,-0.0121145494752206,0.00889726869236804,0.00386733469312832
LINC00639,blue,blue,0.00247705944928055,0.202989644222076,0.0197476543888754,0.0289554175101904,0.010651380108518,-0.0116886079372723,0.00765479846028437,0.00657977569761853,0.0271656100082603,0.00224787705579933,-0.0269750691676433,-0.0448300720550827
NLRP3,grey,grey,0.0573585888180886,-0.0048404537922633,0.00219431751661987,-0.00511291494948413,0.0177491965920288,-0.0257998159732263,-0.0179695343969019,-0.00282907994902213,-0.014557659527599,0.024256942898403,-0.00265939348371846,0.00215273005953782
AC099560.1,brown,brown,-0.0323246207051323,0.0611502115838931,0.00991474261491699,-0.0347171290151558,-0.0561602237102789,0.119647388210626,0.0935617973823911,-0.0310659443585389,-0.0460935123690588,-0.0193607502254175,0.100628176144323,-0.0427071462261132
ERBB4,grey,grey,-0.0231197332323594,0.0528633972452928,0.0786444859763976,0.0432801137259992,0.0834205413909649,-0.0494214247040715,0.0727874856662707,-0.0373380846946706,-0.112152912585564,-0.0516659048467088,0.0728389347524383,0.0440240729815431
ZNF385B,yellow,yellow,0.0685077959222787,-0.0143877518482234,-0.339949582448196,0.835875335492308,-0.17523659767594,3.48952901235628e-05,-0.154933570160541,0.0864834779871642,-0.0431051983278501,-0.0816890610271791,-0.237012462843204,-0.101318241288679
CCL2,brown,brown,0.023708368022258,-0.134725468242458,-0.0236313524269524,-0.125120675072939,-0.237202633126346,0.221317699940456,0.289028984483677,-0.0669719057650023,-0.133688892310133,-0.0387374754774296,0.221441437755337,0.0493102785941504
FRMD4B,grey,grey,0.0115816277375101,-0.0168379354404532,0.0412826187449731,0.00823421597279369,0.070744435652298,-0.076070853073783,-0.0556389594550657,0.108664910171898,-0.0321387403559595,0.0875398957685039,-0.00349870720512408,0.034217078574882
CXCR4,pink,pink,0.141376316614308,-0.0140422801596011,-0.0421786589142279,0.0184358152054339,-0.0237524189869224,-0.0225759727867668,-0.0206871430374576,0.0464412971513824,-0.0188402720574815,-0.00296080937898129,-0.015612114013452,0.00215913963689879
ATP2A1,grey,grey,-0.0138483291508061,0.0584118622375209,0.0689586018206405,-0.0214649815088568,0.0347667060774634,-0.00380089256595603,0.0459551859334839,-0.0162193281703281,0.00628868144114704,-0.00901050249354808,0.0195743652397726,0.0235186156497829
MB,green,green,-0.00559960534373761,0.0048348230916694,0.0689940575596992,-0.0183242729566597,0.0327833015078112,-0.00627289169286824,-0.0138558663934845,-0.00317153258329543,-0.0104470590319254,0.10934549441564,0.0424278193994857,0.0247874147871919
GPC6,yellow,yellow,0.00417320887752639,0.046728908699768,-0.191605301844304,0.433584295105066,-0.164594453029599,0.111259046179815,-0.0185958910026883,-0.0045717278521975,0.0577732519722279,-0.172861035029901,-0.211721787846238,-0.143651882304963
CXCL14,grey,grey,-0.0472540341668936,-0.0578858086606392,0.314179576633576,-0.242141432670883,0.193178051409247,-0.18222131813527,0.09587966138826,-0.126408902710364,-0.386205364465023,0.0939672303793267,0.315589284833973,0.219148043106815
AC099489.1,blue,blue,-0.0274639086234597,0.225033804122969,-0.0739449384868637,0.0364930993657367,-0.161006462938219,0.220075758136477,0.202466966888873,-0.0271770906921192,-0.0544224581099481,-0.10996553553281,0.0207554209928783,-0.137813567217817
CCNH,red,red,-0.0264127621695102,0.0456670311392024,0.0358245283377275,-0.0765598482173323,0.00797468892026578,0.0944386681039202,0.219786757298623,-0.0979586770321869,-0.071126909651188,-0.129511873284292,0.12373601507303,0.0125570876477183
CCL22,grey,grey,0.00693703872259727,0.00477497472609537,0.0143294100299912,-0.00102139545564312,0.0164251308883922,-0.0103690809466331,-0.00930278734818084,0.00351215631490136,0.00454632655407504,0.00368323509797544,-0.013921189548311,-0.00791431868371206
PTPRJ,black,black,0.0696758214919151,-0.0494161069777141,-0.0617457959699137,0.00505457404469682,-0.00951944137739161,-0.0500948975604237,-0.0922341814269179,0.410555141974044,-0.0146507093477442,0.118076130941771,-0.0338369290353128,-0.0097767441052646
SYT1,grey,grey,-0.00434663138247158,0.00975828291044339,0.0352729590458785,-0.00330697785190295,0.0407431487622389,-0.0227159939551492,0.00199625738388269,-0.0042601406011047,-0.00207950643816428,0.0147626040779484,0.00818563912191904,0.010939108880421
DISC1FP1,grey,grey,0.0260142714260332,0.0271563839678299,0.0260462658494187,0.0192837831084016,0.0180526205528196,-0.0165121332251252,0.0238007984694607,-0.00391381794900184,-0.00324391575672094,-0.000984186113348316,0.0149514372410583,0.0195339298298995
TMTC2,red,red,-0.0474853074114735,0.0281278169187317,0.0580656721508978,-0.0438974195100241,0.00434737055072079,0.102964252586601,0.23673988468419,-0.0684724366848579,-0.0530428284497028,-0.0263313086748754,0.185420911468238,0.0526606848899588
PPP1R27,green,green,-0.00484180122854285,-0.00216668022788322,0.0172548504234899,-0.00776095925191833,-0.00230482170157951,0.00418008108407489,-0.0110431819157693,0.00600160907380618,-0.00114036915719718,0.0761930790245456,0.0234267170374887,0.0112910224849263
VWF,pink,pink,0.842569453781492,-0.0590257668818095,-0.180681310481364,-0.0159881034740155,-0.0900003581747941,-0.0856488495514829,-0.0700835409320049,0.0259551559645917,-0.0809884180497606,-0.0414575106905126,-0.0491874824255486,0.00478318239412244
DLK1,purple,purple,-0.00516534658516443,-0.035926013439774,0.0907254631621569,-0.0568466373352743,0.0384149000090559,-0.0331335419454179,0.0697027705742157,-0.0275664827085068,-0.078461772130549,0.0783551268606179,0.206340188311575,0.0886185808012754
MYL1,green,green,-0.00129246583827777,0.00775529185537955,0.0570815376255391,-0.0213039019314425,0.0193325107533872,-0.000316452280667223,0.0209382481824573,0.00219644761712163,-0.0228144850738045,0.0918196931271008,0.043494929886298,0.0206766287534291
MCTP2,yellow,yellow,0.0139526999646551,0.00502004394200148,-0.121431964946634,0.338723308353256,-0.0609564983176313,0.0161961399013003,-0.0418711218573729,0.0298607249065805,-0.0680596821687793,-0.0130780083497349,-0.0561247586378172,-0.0471642881346531
TEX26,blue,blue,-0.0206054351188579,0.390557613503063,0.0307193961198903,0.0469082757294944,-0.00552906010013087,0.0524419213922975,0.0254634285883953,-0.00610683823073526,0.0876608080920522,-0.0049695976039469,-0.0246384943430635,-0.0905857458412289
AC100849.1,grey,grey,-0.0015700558020662,-0.0124108323333571,-0.0271609306848956,0.0464889085921826,-0.0218931799905564,0.015045250329317,-0.027565008115192,0.0090795679544078,-0.00681177996628222,0.0640528686614967,0.00431700821149001,-0.00820949599726563
IL1A,grey,grey,0.100830080526614,-0.0148749861626161,-0.020714766506754,-0.0018037807774447,-0.0162813379254819,-0.00125256041785077,-0.0116546085411574,0.00124133964628581,-0.0144351890216894,0.0104388789141913,0.00907160036882116,0.00117627504214211
FPR3,pink,pink,0.178719640031425,-0.00835384650709427,-0.0430185618699122,-0.00167990490225712,-0.0135411697731405,-0.0250687571293684,-0.0227188257753394,0.0103395366674499,-0.0221637747939564,-0.00868198658644834,-0.018025678960211,-0.00411468332734417
SERPINB2,grey,grey,-0.00178785898439363,-0.00702121141160616,0.00407445740646401,-0.00113178312074021,-0.0133974612679693,0.0180972815394374,0.00222270779151767,-0.00761442378354058,0.0123299088468425,0.000391253371166283,0.0114002245188447,0.000926465632886248
MYOM1,blue,blue,-0.0208854580700672,0.141463392522564,0.106520510067405,-0.0396432667386112,0.105044468243032,-0.070504829420835,0.0418064077705234,-0.0224913276479213,0.0272189932747175,-0.00996771068942747,0.0134233603404606,0.0285937241189795
FBN1,greenyellow,greenyellow,-0.163958976338988,0.0395493506244918,0.109477123714857,-0.0971040449111328,-0.021248472319021,0.193658659567668,-0.000198950972194657,-0.116481389943145,0.555949021729276,-0.0237529539215782,-0.0572847043613506,-0.163565291110658
RYR2,yellow,yellow,0.0633806659249162,-0.0275930437546044,-0.233798265216332,0.539861688508986,-0.107862797695704,-0.0102213450727297,-0.127311728529808,0.256968282922975,-0.079810602548489,0.0340133670090689,-0.141531789487449,-0.070316790263402
FGF13,purple,purple,-0.0368668115789872,-0.0307583372710234,0.074580216128275,-0.0793048650349086,0.0505876958153768,0.0264279463173007,0.103558478782636,0.00417527286960578,-0.169062992739312,0.0434226529376717,0.266987551210588,0.0332758902743325
TNNI1,green,green,-0.00432338904682702,0.0084014853399377,0.0498671300683134,-0.0126707107694622,0.0314673207943161,0.00360941171776663,0.00488824226629099,0.00378149114464637,-0.0139988190878456,0.0863530345527052,0.0342426406408332,0.0148675299800904
G0S2,grey,grey,-0.00106470784106889,0.0110655044966729,0.104647342984163,-0.00684664296797464,0.0363081038982106,-0.0143604501548997,0.0334844333177875,-0.0153715259114221,-0.024165380764415,0.00200708986558241,0.0267874731799776,0.0935207236213921
CNTN4,grey,grey,-0.0133263009810704,-0.00265283974957155,-0.0339413563678226,0.157018682029976,-0.0223492418682787,-0.0578270853725641,-0.0618712059410866,0.0398472640439024,0.0596971966299021,0.0734223027355671,-0.133012986459231,-0.00116722754846826
CLSTN2,brown,brown,-0.0803312176736799,0.0266507933907092,0.0739894902764503,-0.116190429904481,-0.0241019056100435,0.155048915406451,0.213719393038401,-0.0737427672768677,-0.069468588473286,-0.0470660103517201,0.187617481313389,0.0252211642334614
MCOLN2,grey,grey,-0.0133324160187273,-0.00399434335859625,0.0351720097607,-0.0140491194407546,0.0400894049670013,-0.0246310184743111,-0.00707160706143979,-0.0107114973820882,-0.00845324731472344,0.0252296496684946,0.033664372296663,0.0256627209692911
LINGO2,grey,grey,-0.00837579492250884,0.0164744907778581,0.0433409402399366,-0.0177247318304795,0.0403027754068475,-0.0246117078918156,-0.0357821576739531,-0.0118899600709556,0.109996520236466,0.00157119445260049,-0.0131322246826178,-0.0209151293242854
IL1RL1,brown,brown,-0.0165111613610068,-0.0642733508833888,-0.0165428550233241,-0.0178822659596016,-0.0791560695992382,0.115736217069484,-0.00890441298846933,-0.0174519339225512,-0.0395364901529543,0.0546478133094998,0.0784436816002059,-0.0432780305412442
ARPP21,grey,grey,-0.000254108058264195,0.0125930246724935,0.029386908298214,-0.000953354202484395,0.0327864639860478,-0.0153338278010847,-0.0126084430974934,0.00151518354429245,-0.00303394078490241,0.0168490596298143,0.00226772364490338,-0.00879672791442111
FN1,yellow,yellow,0.00251819294302672,-0.0299797659951718,-0.164998789683086,0.558060082880313,-0.0967074636017038,0.0324997432577384,-0.171943723557006,0.234510533083844,0.129330455081863,0.254346382635869,-0.136351486990883,-0.108291992502576
TGFB2,blue,blue,-0.0486873917727672,0.175231113875926,0.0287877280052167,0.0853277509863299,0.0105609559053932,0.0189441855055209,0.121061844289559,-0.0256121407953612,-0.0115421898054374,-0.0495651115926814,0.0675126774014864,0.0158779824121873
BTBD11,yellow,yellow,-0.0177587147913357,0.00668074394960466,-0.0560532676941761,0.131923040450489,-0.0559765043245538,0.0725681250819421,0.013730589734521,0.0280427862272717,-0.0350293103062652,-0.0228089196063334,-0.0059780587368004,-0.0444652128818419
HPSE2,grey,grey,-0.00179317123108695,0.0692445985197813,-0.0148575537697998,-0.0209779870168219,-0.0295164892514699,0.00766350071920622,0.0215728616085542,0.0757886963340851,-0.00360655887228702,-0.0349511566844224,-0.10414504589375,-0.0400120890508838
ELOVL7,yellow,yellow,0.0461606886420856,-0.0388709537449753,-0.221113061522614,0.519835868657187,-0.139751532009256,0.0713308749598696,-0.0996095310377653,0.0574531035189759,-0.0644777903190826,0.0262518496402012,-0.100271037846932,-0.102699610571249
LINC02147,grey,grey,0.00174177261198484,-0.00515732093532525,-0.000113394122238887,0.0278427885024555,0.0176890786242071,-0.0141523532323442,-0.00550260231308402,-0.0024222889854537,-0.00655974939712061,0.000101915965829511,0.00527164266363998,0.0121909971805098
BCL2A1,pink,pink,0.145053658897432,-0.0179577206715529,-0.0269710445386186,0.044937537667278,-0.0179863240369556,-0.00947133320777357,-0.036725392918348,0.00830369821964052,-0.0241155258247486,0.0387687346380266,-0.00132039946848075,-0.00387665867436639
CCDC85A,blue,blue,-0.0201677982364809,0.0842628751249774,0.0416191135570257,-0.0246907062349116,-0.00960984154745503,0.0606913016284921,0.0872553308871543,-0.0266999329243352,0.0395880366878198,-0.0886656920178055,-0.0211447462963158,-0.0263510658006709
ITGA1,pink,pink,0.4171816916495,-0.0197987529529274,-0.11386601159444,0.225351419177122,-0.0162448691515946,-0.0645191122187065,-0.0906680835326753,0.0444862751422434,-0.0769870882307559,0.0409834152374772,-0.0537479541861299,-0.0336921232736937
LGR5,blue,blue,0.00121957849523818,0.14601359497057,0.0296577515249821,0.00953958588172163,0.0219988701326706,-0.0361535127288704,-0.0222631447721612,0.0138095099082086,0.0178786315666552,0.0172057399200658,-0.0439757822802011,-0.0382987728925026
PELI1,purple,purple,0.067914880627449,-0.105979489823447,0.0195330972079571,-0.0621110941806148,-0.0319354459161424,0.049538253066095,0.0790940516623987,-0.020923291498877,-0.095808560755355,0.0460553054103847,0.210102747208537,0.161952968544209
GBE1,brown,brown,-0.0448968345703018,-0.0352814952613163,-0.01893153822888,-0.0181131345822975,-0.141921506857245,0.215289937704198,0.171360615937781,-0.0743479367607516,-0.00374485032380722,-0.122002901267589,0.127038168269878,0.0520309312177693
INPP4B,yellow,yellow,0.00805246063835218,-0.0247184509135057,-0.0481182057712604,0.22746100695585,0.0011865472515038,-0.0183880713924248,-0.0553965935986872,0.0292841806602946,-0.0502791829788025,0.00716235136425343,-0.0334614840145139,-0.0106467884395697
NKAIN3,grey,grey,0.00794321145082856,-0.0169674750106284,-0.0887204718140007,0.0208482756314721,-0.00798160067255133,-0.0547139189210079,-0.04939254418201,0.061095985105658,-0.0205925617520019,-0.0324030060208627,-0.0381154669575764,-0.0113545520669357
FMN1,grey,grey,0.0193847913540644,-0.00170320208095853,0.0537660627747289,-0.0286181180845078,0.0640732504903997,-0.0476165744735008,-0.0150096177905436,-0.00975491548712087,-0.0357515805692533,0.0237393261417284,0.0458015686733473,0.0308997758364814
CMYA5,turquoise,turquoise,-0.0505149108434661,0.068435839141916,0.146140961538725,-0.0445025332444771,0.196887610239359,-0.0978860943638149,-0.0444561477063379,0.058990367797213,0.0236933068399943,0.0794953462049644,0.031915744067065,0.0185998548349984
HSPA1A,magenta,magenta,0.0123806392757897,-0.282038917203784,0.221833909130339,-0.18111817478789,0.160732816642661,-0.22367723117835,0.0511452925998179,0.0248905205734457,-0.169415312052397,0.288404381023913,0.33493938490892,0.713354891011967
SGCG,grey,grey,-0.00251837132599647,0.0099673377341983,0.0132220375324895,0.0134414468790299,0.012242556705302,-0.0158047228325426,-0.0272841844921143,0.00081907700518542,0.00245590193647805,0.0343332613589841,-0.00339962486792236,-0.000694821271844515
LAMC2,blue,blue,-0.0357952967960818,0.278120510498423,0.0562809091610272,-0.0545788696812418,0.0121153372220669,0.0719048011740943,0.080726517783066,-0.0491860497837915,0.0384901424967452,-0.100103252314532,-0.00793549732695037,-0.11959084690233
EGF,yellow,yellow,0.0373586369930101,-0.0191092859075679,-0.137655256831905,0.342652081966867,-0.0746422360585678,0.0168821081128413,-0.0515520148939965,0.030688559891071,-0.026569010072396,-0.0400421780313965,-0.0759616000460593,-0.0483352760628375
UNC13C,grey,grey,-0.000842578450610695,-0.00690071233238081,-0.00139834345046289,-0.00294070943830584,0.0022876298989526,0.0017234734068579,-0.00679415008176584,-0.00461361120473724,-0.0122093319286545,0.0151058902852445,0.00659441156247515,-0.000690905690290495
SNTG2,yellow,yellow,0.0492196552280204,-0.0086120471921416,-0.0490415155636378,0.142760549950968,-0.022042380754494,-0.00136933845604608,-0.0230979345627504,0.0124207822454066,-0.0105796755724935,-0.0110083559262685,-0.0283471959332134,-0.0215868120263261
ANO5,yellow,yellow,0.0233646176514012,-0.0115528230619295,-0.132694076452887,0.386624264545605,-0.05233227559461,-0.0106756111147087,-0.0564854935360504,0.0323016191558013,-0.0400112845868919,-0.0130682127656856,-0.0724334389550138,-0.0246893243106752
