Table S2 Pseudobulk differential expression results across all cell types,,,,,,,,,,
gene,celltype,avg_log2FC,AveExpr,t,p_val,p_val_adj,B,n_Young,n_Aged,direction
RRAD,MSM,2.57509644,9.088381378,5.874136249,5.79E-05,0.016453324,2.124468779,5,5,Up
CASQ2,MSM,2.579187325,6.756610946,5.824213729,6.28E-05,0.016951939,2.053127964,5,5,Up
AMOTL1,MSM,2.261239518,7.166455056,5.818730208,6.34E-05,0.016951939,2.037144364,5,5,Up
AC104663.1,MSM,4.791892117,3.282150009,5.757039237,7.01E-05,0.01770369,1.874615015,5,5,Up
AC044893.1,MSM,3.189645495,5.291914487,5.742478434,7.18E-05,0.01770369,1.934002396,5,5,Up
ITGA9,MSM,3.746119308,6.012445612,5.720787723,7.45E-05,0.01770369,1.898631902,5,5,Up
PLCE1,MSM,3.329644204,6.428434066,5.709503045,7.59E-05,0.01770369,1.876243918,5,5,Up
SAA1,MSM,5.252393104,4.430820124,5.708919479,7.59E-05,0.01770369,1.830102568,5,5,Up
BTNL8,MSM,5.231027341,3.927964982,5.652297981,8.34E-05,0.017803193,1.724915132,5,5,Up
AL591501.1,MSM,4.966264894,5.830239676,5.642970696,8.47E-05,0.017803193,1.778807272,5,5,Up
AC090403.1,MSM,2.924086766,6.485015266,5.641828623,8.49E-05,0.017803193,1.769790571,5,5,Up
GALNT17,MSM,3.965807167,5.423077885,5.641093448,8.50E-05,0.017803193,1.775833089,5,5,Up
PRUNE2,MSM,3.549808499,6.599703381,5.609207693,8.96E-05,0.017803193,1.720223729,5,5,Up
TTC28,MSM,-1.565455587,7.45760605,-5.599612175,9.10E-05,0.017803193,1.654681684,5,5,Down
NCAM1,MSM,2.747996488,6.605149767,5.599506282,9.11E-05,0.017803193,1.697874905,5,5,Up
RRM2B,MSM,2.992276662,6.048001078,5.593166396,9.20E-05,0.017803193,1.693622178,5,5,Up
GADD45A,MSM,3.085873881,6.721254496,5.572567768,9.52E-05,0.018042348,1.652532714,5,5,Up
KLF5,MSM,3.00378579,7.392092444,5.546553532,9.95E-05,0.018460397,1.599780175,5,5,Up
C2orf27A,MSM,2.890683909,6.429975908,5.513807378,0.000105095,0.018738511,1.561248032,5,5,Up
CAPRIN2,MSM,2.700594189,5.084929357,5.513786305,0.000105099,0.018738511,1.574862542,5,5,Up
PREPL,MSM,2.188208308,6.894819027,5.448344007,0.000117344,0.020519448,1.446020289,5,5,Up
ROBO1,MSM,-2.77879538,7.253323588,-5.423394107,0.000122399,0.020999521,1.364875802,5,5,Down
GABRB2,MSM,4.398546408,3.098096779,5.400257401,0.000127291,0.021107232,1.346462504,5,5,Up
COL21A1,MSM,2.459429779,6.256934861,5.379848694,0.000131776,0.021107232,1.342453664,5,5,Up
FRMD6,MSM,-1.771432614,4.694820155,-5.36985721,0.000134032,0.021107232,1.332784369,5,5,Down
MT1A,MSM,-2.461523235,3.433808348,-5.369666002,0.000134075,0.021107232,1.343604819,5,5,Down
PEX5L,MSM,2.936997491,5.412650765,5.354190662,0.000137651,0.021107232,1.31594371,5,5,Up
PTPRD,MSM,4.025700478,5.137607088,5.352514369,0.000138044,0.021107232,1.318006269,5,5,Up
LRRK2,MSM,2.877771511,6.986227616,5.347295804,0.000139276,0.021107232,1.283407837,5,5,Up
SLIT2,MSM,1.964384752,6.705074923,5.30388498,0.00014998,0.022356811,1.199174904,5,5,Up
FST,MSM,5.726551736,5.006766426,5.283785301,0.000155224,0.022726903,1.206472547,5,5,Up
AL136442.1,MSM,4.213227522,4.534057543,5.275428173,0.000157461,0.022726903,1.190476904,5,5,Up
MYLK4,MSM,-4.334915834,6.29487621,-5.262639944,0.00016095,0.022867424,1.12388951,5,5,Down
KCTD8,MSM,3.26869205,6.699849197,5.24110119,0.000167009,0.023088964,1.123299496,5,5,Up
TMEM200A,MSM,5.083413532,4.007524262,5.231308854,0.000169843,0.023088964,1.094776003,5,5,Up
GPD1,MSM,-1.709237786,5.383241672,-5.227557983,0.000170941,0.023088964,1.078705529,5,5,Down
ASTN2,MSM,1.889836981,6.691996084,5.216993374,0.000174076,0.023088964,1.058930187,5,5,Up
LINC01608,MSM,4.652333939,3.747090891,5.213235469,0.000175205,0.023088964,1.065083276,5,5,Up
MALRD1,MSM,3.114055226,4.349360503,5.187769835,0.000183063,0.0235942,1.05492798,5,5,Up
CPNE8,MSM,7.704239966,6.36956251,5.184091353,0.000184228,0.0235942,1.047304628,5,5,Up
DUSP3,MSM,-1.582938369,5.191735339,-5.163441516,0.000190915,0.024110988,0.978061399,5,5,Down
RASSF3,MSM,-2.095589856,6.219767765,-5.143594649,0.000197581,0.024611058,0.908052741,5,5,Down
ATP2A1,MSM,-2.042723082,8.979042836,-5.125772624,0.000203775,0.024870881,0.863610854,5,5,Down
SAMD3,MSM,5.835017556,4.433431807,5.121927588,0.000205138,0.024870881,0.927681259,5,5,Up
COBLL1,MSM,6.477786741,5.325425224,5.081711333,0.000219974,0.026286352,0.883199246,5,5,Up
ADGRV1,MSM,4.192213519,4.116174449,5.068320842,0.00022516,0.026286352,0.855179587,5,5,Up
ITGA3,MSM,3.05528055,5.280604587,5.067491245,0.000225485,0.026286352,0.849732745,5,5,Up
HAS2-AS1,MSM,3.93356713,4.373608101,5.04293211,0.000235345,0.027088492,0.820672207,5,5,Up
EOGT,MSM,2.187246225,6.145623249,5.015561443,0.000246866,0.028059397,0.728101155,5,5,Up
MYLK2,MSM,-2.633484116,5.638961288,-4.988084843,0.000259025,0.029077964,0.661639834,5,5,Down
PTP4A1,MSM,2.671014399,3.749585903,4.968751918,0.000267954,0.029713472,0.698546113,5,5,Up
ZNF274,MSM,1.708878651,4.871249451,4.922812365,0.000290483,0.031823643,0.603484559,5,5,Up
AC091576.1,MSM,5.368371011,3.529157027,4.910273589,0.000296969,0.032146917,0.592029577,5,5,Up
SYT14,MSM,3.553292465,3.521606294,4.897459605,0.000303754,0.032494522,0.574439091,5,5,Up
DOCK10,MSM,-3.520417717,3.071620331,-4.871220527,0.000318156,0.033431046,0.539011636,5,5,Down
RARB,MSM,2.220385833,5.557025094,4.862411775,0.000323149,0.033431046,0.485252083,5,5,Up
ARHGAP42,MSM,2.868616179,6.582380808,4.861731123,0.000323538,0.033431046,0.471115502,5,5,Up
PCLO,MSM,3.767747846,3.416039484,4.852647142,0.000328779,0.033590897,0.499523901,5,5,Up
MYH8,MSM,4.723521135,5.850300968,4.845099995,0.000333201,0.033664405,0.473888569,5,5,Up
CFAP61,MSM,3.30683136,5.738684011,4.835852754,0.000338703,0.033844277,0.456309639,5,5,Up
RAMP1,MSM,2.103059955,6.519947574,4.791859975,0.000366206,0.035887083,0.340771108,5,5,Up
PDGFC,MSM,2.418913075,6.955068097,4.790580187,0.00036704,0.035887083,0.34557801,5,5,Up
PDZD2,MSM,-2.216887034,4.762159432,-4.752229076,0.000392974,0.038013955,0.291284244,5,5,Down
CHSY3,MSM,-4.201504907,5.119848673,-4.737606216,0.000403358,0.038513628,0.266801955,5,5,Down
MRLN,MSM,-1.811897303,5.252334492,-4.733106313,0.00040661,0.038513628,0.240263868,5,5,Down
TNS1,MSM,-1.248972178,6.773116509,-4.722609757,0.000414304,0.038672599,0.164057912,5,5,Down
SP110,MSM,3.75309595,5.376682946,4.719254721,0.000416795,0.038672599,0.26216748,5,5,Up
HK2,MSM,-1.949299497,3.568467012,-4.711215457,0.000422827,0.038836013,0.267321654,5,5,Down
LOXL4,MSM,3.34429943,4.243308983,4.702467096,0.000429494,0.039053928,0.258284441,5,5,Up
TPRG1,MSM,2.271533608,6.651510036,4.667628471,0.00045715,0.041008152,0.11920492,5,5,Up
MBNL1-AS1,MSM,-1.62533199,4.744485596,-4.664156387,0.000460006,0.041008152,0.140692443,5,5,Down
DHRS3,MSM,2.321928386,5.711399756,4.652224673,0.000469962,0.04113537,0.119212816,5,5,Up
DCLK1,MSM,5.479852713,5.312064449,4.65161019,0.00047048,0.04113537,0.159681155,5,5,Up
PLEKHA6,MSM,3.512017167,4.218875461,4.633910759,0.000485681,0.042059951,0.14462341,5,5,Up
TBC1D1,MSM,-2.811587297,6.339560577,-4.623363469,0.00049498,0.042460921,0.006799839,5,5,Down
MORC4,MSM,2.382438363,5.120951089,4.615425097,0.000502102,0.042669265,0.079436173,5,5,Up
ITGA10,MSM,2.847478757,4.874537257,4.605426956,0.000511222,0.043042089,0.069879167,5,5,Up
HMBOX1,MSM,1.494246711,7.809583687,4.570500404,0.000544457,0.045419665,-0.086275592,5,5,Up
MT1M,MSM,-3.419211322,3.028059064,-4.554375038,0.00056055,0.046337069,0.018772808,5,5,Down
BICD1,MSM,2.906408637,6.807387807,4.541037983,0.000574232,0.047040506,-0.098600134,5,5,Up
FAM184B,MSM,2.022622284,6.416888457,4.534897297,0.000580648,0.047141396,-0.113964431,5,5,Up
PMEPA1,MSM,-2.733178656,3.721769474,-4.519438764,0.000597131,0.048050564,-0.058592238,5,5,Down
OSMR-AS1,MSM,5.014622041,4.236591294,4.500532058,0.000617952,0.049289817,-0.070048957,5,5,Up
ALPK1,MSM,3.082929761,4.367397988,4.491490281,0.000628174,0.049669449,-0.105836153,5,5,Up
PXDNL,MSM,2.035067035,5.792950118,4.483527306,0.000637321,0.049958307,-0.185796116,5,5,Up
KAZN,MuSC,2.51820354,6.884534358,9.330674324,2.72E-07,0.002703799,7.051590911,5,5,Up
IGFN1,MuSC,2.930516981,3.247173776,7.231967192,5.05E-06,0.019810683,3.631805564,5,5,Up
FAM180A,MuSC,3.235537163,3.039220987,7.122726769,5.97E-06,0.019810683,3.366953234,5,5,Up
LINC02207,MuSC,2.530218852,3.137717423,6.536012127,1.50E-05,0.032220199,2.837455942,5,5,Up
ACTC1,MuSC,-3.584034605,2.948915327,-6.490042292,1.62E-05,0.032220199,1.905466115,5,5,Down
PKIA,MuSC,-2.24886126,3.78490942,-5.974088004,3.80E-05,0.049171029,2.129129109,5,5,Down
LINC01580,MuSC,3.440124011,2.841198913,5.964011151,3.87E-05,0.049171029,1.90304084,5,5,Up
HTR4,MuSC,2.143819253,3.953214777,5.950991943,3.95E-05,0.049171029,2.313559012,5,5,Up
FMO3,Pericyte,2.044708538,4.658451584,8.659114396,2.46E-06,0.026503341,3.000722489,5,5,Up
NCAM2,SMC1,3.7926588,7.048222723,9.802540068,1.76E-07,0.000585814,7.694763462,5,5,Up
CCN5,SMC1,7.499421634,4.634156861,9.722166887,1.94E-07,0.000585814,5.366118588,5,5,Up
SMOC2,SMC1,2.595064035,8.193846695,8.786744641,6.33E-07,0.000802451,6.466093661,5,5,Up
TNFAIP2,SMC1,2.996259687,7.416199222,8.783248267,6.36E-07,0.000802451,6.464098194,5,5,Up
ABCA8,SMC1,4.136725952,6.754000947,8.749859097,6.65E-07,0.000802451,6.406945194,5,5,Up
IGFBP6,SMC1,2.995773836,7.16015693,8.252002338,1.30E-06,0.001153675,5.766158814,5,5,Up
SNED1,SMC1,2.752712131,7.232232425,8.230099367,1.34E-06,0.001153675,5.735186219,5,5,Up
ABCA10,SMC1,3.382373571,5.922903928,8.030624598,1.76E-06,0.001331225,5.445120519,5,5,Up
SLC39A14,SMC1,2.851329034,7.885893216,7.846789486,2.29E-06,0.001533393,5.198491443,5,5,Up
AL110292.1,SMC1,7.493885839,5.279871111,7.59946326,3.26E-06,0.001968508,3.674967365,5,5,Up
PDE3A,SMC1,-1.745813465,10.27225454,-7.332185608,4.83E-06,0.002649406,4.452391949,5,5,Down
XYLT1,SMC1,3.142482726,8.584547554,7.174173035,6.12E-06,0.002728598,4.213163041,5,5,Up
KAZN,SMC1,2.517812332,7.990110027,7.148855577,6.35E-06,0.002728598,4.177338144,5,5,Up
SORBS2,SMC1,-2.996107571,6.96275099,-7.143550635,6.41E-06,0.002728598,4.214197664,5,5,Down
GSN,SMC1,2.632645454,9.852387222,7.054262459,7.33E-06,0.002728598,4.03157709,5,5,Up
CERS6,SMC1,-2.946586861,6.341919902,-7.039898633,7.50E-06,0.002728598,4.023344828,5,5,Down
ERI2,SMC1,3.553608448,6.864508776,7.023349258,7.69E-06,0.002728598,4.023617636,5,5,Up
MSRB3,SMC1,-1.570460877,7.5222335,-6.968521249,8.36E-06,0.002757445,3.938936379,5,5,Down
HSPA5,SMC1,1.731477697,8.114223072,6.914655214,9.08E-06,0.002757445,3.817470053,5,5,Up
SSPN,SMC1,1.714412416,6.910863985,6.91043803,9.14E-06,0.002757445,3.836731479,5,5,Up
LINC00968,SMC1,4.680519984,3.17806425,6.807864307,1.07E-05,0.002831734,2.72372729,5,5,Up
FBLN1,SMC1,2.065360367,6.584440974,6.796513584,1.09E-05,0.002831734,3.674182565,5,5,Up
NNMT,SMC1,3.040351116,7.546358235,6.78130314,1.12E-05,0.002831734,3.625373838,5,5,Up
PDZRN4,SMC1,7.76337225,4.110611491,6.77556863,1.13E-05,0.002831734,2.803393952,5,5,Up
KCNMB2,SMC1,4.824709097,3.670612463,6.626909656,1.42E-05,0.003133797,2.582528778,5,5,Up
LRRK1,SMC1,2.097581968,6.247347801,6.606418621,1.47E-05,0.003133797,3.393856231,5,5,Up
HES4,SMC1,-2.42732147,6.776982632,-6.59632799,1.49E-05,0.003133797,3.405996685,5,5,Down
AGTR1,SMC1,2.133988616,7.44095139,6.543097808,1.62E-05,0.003133797,3.247065735,5,5,Up
LINC00963,SMC1,2.151801963,4.739458562,6.541023587,1.63E-05,0.003133797,3.286371424,5,5,Up
CXCL2,SMC1,3.070227072,9.333471487,6.537461942,1.64E-05,0.003133797,3.223620734,5,5,Up
RDH10,SMC1,2.10813044,6.351119065,6.525438818,1.67E-05,0.003133797,3.26155763,5,5,Up
SPSB1,SMC1,3.018742115,8.482830725,6.519034489,1.69E-05,0.003133797,3.195813888,5,5,Up
CCDC80,SMC1,2.634830085,8.165841614,6.509184006,1.71E-05,0.003133797,3.181235472,5,5,Up
TEX26-AS1,SMC1,2.412766041,6.154977635,6.462942465,1.85E-05,0.00318635,3.174262634,5,5,Up
LINC00882,SMC1,1.706139221,6.830123063,6.459196495,1.86E-05,0.00318635,3.133598873,5,5,Up
FREM1,SMC1,4.983582376,3.724632442,6.423772863,1.96E-05,0.00318635,2.366898043,5,5,Up
CA13,SMC1,1.566734242,5.794060755,6.411358335,2.00E-05,0.00318635,3.108153323,5,5,Up
CTNNA3,SMC1,-1.875495065,8.427498514,-6.410663578,2.01E-05,0.00318635,3.046070455,5,5,Down
LRRC4C,SMC1,5.197789874,4.091104632,6.383066205,2.10E-05,0.003210326,2.346745362,5,5,Up
ALPK1,SMC1,1.677940279,5.690362077,6.360246744,2.18E-05,0.003210326,3.032511761,5,5,Up
WNT5A,SMC1,4.771180609,3.611922993,6.358846265,2.18E-05,0.003210326,2.278557686,5,5,Up
PARM1,SMC1,-1.999229148,6.848677793,-6.308951975,2.36E-05,0.003268963,2.952989915,5,5,Down
C1S,SMC1,1.725890901,8.1430421,6.305754062,2.38E-05,0.003268963,2.850803144,5,5,Up
SYTL2,SMC1,-2.036508284,6.658896681,-6.283782948,2.46E-05,0.003268963,2.92095644,5,5,Down
RNF19A,SMC1,1.924903565,7.906562384,6.277133249,2.49E-05,0.003268963,2.807328227,5,5,Up
LINC00513,SMC1,1.308233438,7.875517884,6.276658758,2.49E-05,0.003268963,2.807593326,5,5,Up
SLITRK4,SMC1,5.018146438,3.38160384,6.253154337,2.59E-05,0.003324178,2.153916262,5,5,Up
TPM1,SMC1,-1.721547851,7.71260183,-6.225468324,2.71E-05,0.003405286,2.767370777,5,5,Down
BTBD19,SMC1,1.72653842,5.145138174,6.201745795,2.82E-05,0.003459467,2.802215279,5,5,Up
PLCL1,SMC1,-2.10488845,7.662958794,-6.190855593,2.87E-05,0.003459467,2.719356556,5,5,Down
SOD2,SMC1,3.34895566,9.994161357,6.158550488,3.02E-05,0.003499951,2.610588459,5,5,Up
LAMA3,SMC1,-2.049704874,6.214079516,-6.148057835,3.08E-05,0.003499951,2.71862936,5,5,Down
PRKG1,SMC1,-1.73541928,11.37185276,-6.130493963,3.17E-05,0.003499951,2.570328276,5,5,Down
CTSL,SMC1,1.727930195,8.876019421,6.102862235,3.31E-05,0.003499951,2.512933865,5,5,Up
AC007389.1,SMC1,3.237715949,4.57570503,6.093350103,3.37E-05,0.003499951,2.448610389,5,5,Up
SQSTM1,SMC1,1.599284489,9.397152168,6.086215651,3.41E-05,0.003499951,2.486888859,5,5,Up
ARHGAP24,SMC1,4.197736323,8.212439204,6.085369329,3.41E-05,0.003499951,2.505058945,5,5,Up
GFPT2,SMC1,3.03895037,8.845993768,6.080022942,3.44E-05,0.003499951,2.477485085,5,5,Up
PTGFR,SMC1,5.672268959,3.473531994,6.074540764,3.47E-05,0.003499951,1.959930903,5,5,Up
CPXM2,SMC1,5.401669744,3.005238721,6.072871219,3.48E-05,0.003499951,1.928411519,5,5,Up
MEF2C,SMC1,-3.093170029,5.792369444,-6.063034645,3.54E-05,0.003499951,2.548779484,5,5,Down
SELENOP,SMC1,1.631380702,7.471935846,6.035627334,3.70E-05,0.00352868,2.418349048,5,5,Up
MICAL2,SMC1,-1.666908735,6.507535399,-6.027221291,3.75E-05,0.00352868,2.512226,5,5,Down
MPRIP,SMC1,-1.405771012,8.753188488,-6.014382966,3.84E-05,0.00352868,2.383621957,5,5,Down
KCND2,SMC1,5.472790425,5.276410326,6.012393173,3.85E-05,0.00352868,2.16611868,5,5,Up
PDGFRL,SMC1,2.274342291,6.207804315,6.010627694,3.86E-05,0.00352868,2.441760528,5,5,Up
EDIL3,SMC1,-2.173384102,7.252706631,-5.954533211,4.24E-05,0.003568794,2.36027909,5,5,Down
EDA,SMC1,1.718631138,7.512792983,5.951030828,4.26E-05,0.003568794,2.275515599,5,5,Up
OPHN1,SMC1,1.716484947,6.638154471,5.944924294,4.31E-05,0.003568794,2.302961211,5,5,Up
LYRM1,SMC1,2.086894806,4.946639854,5.937348506,4.36E-05,0.003568794,2.386197919,5,5,Up
MME,SMC1,3.126861783,6.49264553,5.927308347,4.44E-05,0.003568794,2.300782303,5,5,Up
TEX41,SMC1,-1.802652696,9.002642521,-5.92134702,4.48E-05,0.003568794,2.228203808,5,5,Down
SOX6,SMC1,-1.884027491,6.857183132,-5.918378116,4.50E-05,0.003568794,2.323965828,5,5,Down
NFKB1,SMC1,2.757328161,9.791381103,5.916841175,4.51E-05,0.003568794,2.205540596,5,5,Up
LRP1,SMC1,2.219738999,7.243353176,5.913591941,4.54E-05,0.003568794,2.223497023,5,5,Up
XG,SMC1,4.430719255,3.904581074,5.911709314,4.55E-05,0.003568794,1.790954749,5,5,Up
SIPA1L1,SMC1,-1.778428898,6.685383801,-5.911540148,4.55E-05,0.003568794,2.319656221,5,5,Down
ABCA6,SMC1,4.368016687,4.962284222,5.890334466,4.72E-05,0.00365067,2.101703755,5,5,Up
MRC2,SMC1,2.964978687,7.514408559,5.867171657,4.91E-05,0.003747594,2.142558067,5,5,Up
AP002784.1,SMC1,2.343187306,7.010232027,5.815606449,5.35E-05,0.004012883,2.069078601,5,5,Up
RGS2,SMC1,1.975844656,6.314965111,5.790587818,5.58E-05,0.004012883,2.065362502,5,5,Up
PLPPR4,SMC1,-2.467330345,5.215244981,-5.789898921,5.59E-05,0.004012883,2.042217693,5,5,Down
AC005237.1,SMC1,2.257527821,4.721410859,5.788800072,5.60E-05,0.004012883,2.145456589,5,5,Up
UAP1,SMC1,1.712939099,8.909057731,5.785159367,5.64E-05,0.004012883,1.977722879,5,5,Up
BNIP3L,SMC1,-1.870974056,7.621924085,-5.78060582,5.68E-05,0.004012883,2.035856034,5,5,Down
NLGN4Y,SMC1,4.868375162,3.820898803,5.774918233,5.73E-05,0.004012883,1.58991445,5,5,Up
FBN1,SMC1,2.19053516,9.521835283,5.76769393,5.80E-05,0.004012883,1.950343983,5,5,Up
PDLIM3,SMC1,-2.724806185,7.511564583,-5.761852675,5.86E-05,0.004012883,2.037774601,5,5,Down
EPS8,SMC1,-1.722615075,9.550750031,-5.75621364,5.92E-05,0.004012883,1.940263178,5,5,Down
PLAGL1,SMC1,1.70084689,8.043901082,5.748541217,6.00E-05,0.004020358,1.92064126,5,5,Up
SERPING1,SMC1,1.373584764,8.502151476,5.716430827,6.33E-05,0.004193086,1.861247997,5,5,Up
UGDH,SMC1,1.912972724,7.925781862,5.708312046,6.42E-05,0.004193086,1.853737169,5,5,Up
GAS1,SMC1,3.533836165,4.338808448,5.704571602,6.46E-05,0.004193086,1.739222141,5,5,Up
CFH,SMC1,3.844427213,6.781629082,5.687604319,6.65E-05,0.004270365,1.896953292,5,5,Up
ROCK2,SMC1,-1.229715497,8.469106682,-5.676861908,6.78E-05,0.004271183,1.814988201,5,5,Down
AP002518.2,SMC1,2.343969775,6.304667068,5.669817395,6.86E-05,0.004271183,1.863451883,5,5,Up
AL357507.1,SMC1,6.102540893,3.699125966,5.66714887,6.89E-05,0.004271183,1.467145365,5,5,Up
RTL1,SMC1,4.645402422,3.367121329,5.663116068,6.94E-05,0.004271183,1.409623465,5,5,Up
DIO2,SMC1,4.523430341,5.169318251,5.643144995,7.18E-05,0.004375154,1.762946587,5,5,Up
WTAP,SMC1,1.683420893,8.459008437,5.612657353,7.56E-05,0.004564061,1.682194722,5,5,Up
TCIM,SMC1,-2.369336848,6.762735537,-5.600627465,7.72E-05,0.004613298,1.819855289,5,5,Down
ARHGAP17,SMC1,-1.218185675,7.191531259,-5.567230658,8.18E-05,0.004838518,1.679163681,5,5,Down
PLAU,SMC1,2.834202713,8.343377067,5.554406065,8.36E-05,0.004847325,1.58503465,5,5,Up
PPARGC1A,SMC1,-2.637784101,5.625824293,-5.550601603,8.42E-05,0.004847325,1.757617978,5,5,Down
ASPN,SMC1,-2.478349694,6.535697671,-5.544233452,8.51E-05,0.004847325,1.731576166,5,5,Down
ARHGAP15,SMC1,-3.550806811,6.097854304,-5.543893021,8.52E-05,0.004847325,1.732330294,5,5,Down
RAPGEF2,SMC1,-1.247405299,8.513703812,-5.515991168,8.94E-05,0.005039463,1.536142944,5,5,Down
PCSK6,SMC1,5.449054378,5.949121463,5.509026928,9.04E-05,0.005053394,1.607738551,5,5,Up
CNTN4,SMC1,-2.253419454,7.858622066,-5.49479505,9.27E-05,0.005078809,1.547564917,5,5,Down
DKK3,SMC1,-2.61390943,5.44919964,-5.489363794,9.36E-05,0.005078809,1.640256455,5,5,Down
AC079447.1,SMC1,2.168482018,4.87218522,5.486145285,9.41E-05,0.005078809,1.658248051,5,5,Up
CSRP2,SMC1,-1.43818763,7.122204902,-5.485164116,9.43E-05,0.005078809,1.547793717,5,5,Down
VIT,SMC1,5.37912233,4.634371693,5.477094973,9.56E-05,0.005104893,1.287607955,5,5,Up
AL445250.1,SMC1,3.235227785,5.385798585,5.433050677,0.000103215,0.005372305,1.568797172,5,5,Up
RDH10-AS1,SMC1,2.297141336,4.895782681,5.429613694,0.000103836,0.005372305,1.563758947,5,5,Up
NFATC1,SMC1,2.21216882,7.679844301,5.429296042,0.000103893,0.005372305,1.375718012,5,5,Up
IQCN,SMC1,2.294707957,5.891125836,5.423564127,0.000104937,0.005372305,1.474096026,5,5,Up
CALD1,SMC1,-1.51417565,10.19761636,-5.42289151,0.00010506,0.005372305,1.359682753,5,5,Down
EGFLAM,SMC1,-2.778004845,6.343425042,-5.408315794,0.000107767,0.005416786,1.526672536,5,5,Down
CST3,SMC1,1.357806505,9.137470308,5.404832537,0.000108425,0.005416786,1.318892909,5,5,Up
CLMN,SMC1,-1.833989832,7.090606676,-5.394834676,0.000110336,0.005416786,1.413028237,5,5,Down
MRVI1,SMC1,-2.525716389,6.004576723,-5.394517192,0.000110397,0.005416786,1.504950892,5,5,Down
PCDH9,SMC1,1.384518325,9.807763006,5.394407486,0.000110418,0.005416786,1.3044817,5,5,Up
LPCAT2,SMC1,3.644656712,5.705392892,5.385495993,0.000112153,0.005440906,1.485764717,5,5,Up
MYLK,SMC1,-2.328899881,6.735675486,-5.382646365,0.000112714,0.005440906,1.436524413,5,5,Down
EGFR,SMC1,1.536669936,8.809747656,5.358407082,0.000117602,0.00563184,1.236303401,5,5,Up
FCGRT,SMC1,1.573718955,5.588854247,5.341438377,0.000121156,0.005742292,1.356632341,5,5,Up
DAB2,SMC1,1.865134973,7.137277737,5.338363234,0.000121812,0.005742292,1.235599925,5,5,Up
DCUN1D3,SMC1,1.564589703,5.919616066,5.305140444,0.00012914,0.006019837,1.26291039,5,5,Up
NEGR1,SMC1,6.221798342,7.248939539,5.302704062,0.000129695,0.006019837,1.339792738,5,5,Up
CAV2,SMC1,-2.10795807,5.609755431,-5.290224425,0.000132578,0.006026053,1.337822333,5,5,Down
PDE7B,SMC1,2.23559952,6.171879876,5.289607104,0.000132722,0.006026053,1.218493942,5,5,Up
ADAM17,SMC1,1.550267941,7.351917721,5.280174008,0.000134948,0.006026053,1.122881343,5,5,Up
AVPR1A,SMC1,-2.409148723,7.586994661,-5.280031907,0.000134982,0.006026053,1.203584059,5,5,Down
ITGB3,SMC1,2.394093972,5.593990755,5.278713762,0.000135296,0.006026053,1.254768673,5,5,Up
TNXB,SMC1,4.291844034,6.919831149,5.270554371,0.000137259,0.006026053,1.189114936,5,5,Up
AC108734.4,SMC1,4.932921886,4.448358674,5.26904359,0.000137625,0.006026053,1.006104512,5,5,Up
LTBP3,SMC1,1.6024469,6.364941978,5.261101248,0.000139569,0.006026053,1.148005651,5,5,Up
ABCA9-AS1,SMC1,3.900908967,3.65244362,5.257570303,0.000140443,0.006026053,0.90745792,5,5,Up
SVEP1,SMC1,2.692045125,5.977652284,5.250778973,0.000142139,0.006026053,1.179183152,5,5,Up
PDE4C,SMC1,2.219250636,6.981198016,5.250531964,0.000142201,0.006026053,1.089970826,5,5,Up
AC016831.1,SMC1,2.104057184,5.28939352,5.246278762,0.000143274,0.006026053,1.226040311,5,5,Up
GUCY1A1,SMC1,-1.521687999,6.842013249,-5.245645972,0.000143435,0.006026053,1.155206153,5,5,Down
BOC,SMC1,2.338062387,6.221645504,5.244167059,0.00014381,0.006026053,1.136189408,5,5,Up
SSTR2,SMC1,-2.040184716,7.11288485,-5.233846713,0.000146461,0.006057778,1.138154508,5,5,Down
KCNQ1OT1,SMC1,1.692125486,7.754118379,5.233405096,0.000146575,0.006057778,1.026357745,5,5,Up
XKR6,SMC1,-3.184136121,4.266227694,-5.222789206,0.000149357,0.006105388,0.896030229,5,5,Down
NABP1,SMC1,1.202948696,9.048276929,5.21794125,0.000150646,0.006105388,0.987454252,5,5,Up
LTBP4,SMC1,1.694503702,7.815257008,5.217503187,0.000150763,0.006105388,0.996498092,5,5,Up
SCARA5,SMC1,4.8165708,4.911265595,5.203345676,0.000154596,0.006218879,1.021262579,5,5,Up
DPYD-AS1,SMC1,1.262111021,5.382616925,5.193908116,0.000157207,0.006282053,1.125636688,5,5,Up
DCN,SMC1,5.597888103,9.548042289,5.187790359,0.000158925,0.006308901,0.949501436,5,5,Up
DPP6,SMC1,5.173555759,3.492412487,5.173051746,0.000163143,0.00643403,0.796270171,5,5,Up
RORA,SMC1,1.044145438,10.5975858,5.167047938,0.000164895,0.006460885,0.906693219,5,5,Up
TENM1,SMC1,2.459088415,6.363185555,5.149672155,0.000170076,0.006596962,0.959880573,5,5,Up
COL21A1,SMC1,-2.434079043,5.674035895,-5.145255935,0.000171419,0.006596962,1.097501747,5,5,Down
FSTL1,SMC1,1.921766173,8.610045499,5.144508994,0.000171648,0.006596962,0.855488887,5,5,Up
PER1,SMC1,-2.420467795,5.914655153,-5.132678066,0.000175307,0.006642958,1.072330875,5,5,Down
GPX3,SMC1,2.621643847,6.326643367,5.128147084,0.00017673,0.006642958,0.923107091,5,5,Up
CELF2,SMC1,2.022307182,7.866030784,5.123441022,0.000178221,0.006642958,0.827326878,5,5,Up
