gene,Yellow_Module,Brown_Module,Blue_Module,DEGs_FAPs,SMR_UKB,SMR_FinnGen
GPN1,0,0,0,0,0,1
GPR1,1,0,0,0,0,0
GPR132,0,0,0,0,1,0
GPR156,0,0,1,0,0,1
GPR157,0,0,0,0,0,1
GPR176,1,0,0,0,0,0
GPR37,0,0,0,0,1,0
GPR39,0,0,0,0,1,0
GPR42,0,0,0,0,0,1
GPRC5A,0,1,0,0,0,0
GPRC5D-AS1,0,0,1,0,0,0
GPRIN3,1,0,0,0,0,0
GPX1,0,0,0,0,1,0
GPX7,0,0,0,0,1,0
GRAMD1A,0,0,0,0,1,1
GRB10,0,1,0,0,0,0
GRIA2,0,0,0,0,1,0
GRIK5,0,0,0,0,1,0
GRIN2A,1,0,0,0,0,0
GRIP1,1,0,0,0,0,0
GRK4,0,0,0,0,1,0
GRM5,1,0,0,0,0,0
GS1-124K5.11,0,0,0,0,1,1
GSAP,0,0,0,0,0,1
GSDMB,0,0,0,0,1,0
GSK3B,1,0,0,0,0,0
GSPT1,0,0,0,0,0,1
GSR,0,0,1,0,0,0
GSTM1,0,0,0,0,1,1
GSTM2,0,0,0,0,1,1
GSTO2,0,0,1,0,1,0
GTF2A1,0,0,1,0,0,0
GTF2F2,0,1,0,0,0,0
GTF2H2C,0,0,0,0,0,1
GTF2IRD1,1,0,0,0,1,0
GTF2IRD2,0,0,0,0,1,0
GTPBP4,0,0,0,0,0,1
GUCA1B,0,0,0,0,1,0
GUCY1A2,0,1,0,0,0,0
GUSBP3,0,0,0,0,0,1
GUSBP5,0,0,0,0,1,0
GVINP1,0,0,0,0,1,0
GXYLT1,0,0,0,0,0,1
GYG1,0,0,0,0,0,1
GYS1,0,0,1,0,0,0
H3F3A,0,0,0,0,0,1
H6PD,0,0,0,0,1,0
HADHB,0,0,0,0,0,1
HAGH,0,0,0,0,1,1
HAO2,0,0,0,0,1,0
HAPLN1,0,0,0,0,1,0
HAPLN4,0,0,0,0,1,0
HAS1,1,0,0,0,0,1
HAS2-AS1,0,0,1,0,0,0
HAUS4,0,0,0,0,1,1
HAUS6,0,0,1,0,0,0
HAVCR2,0,0,1,0,0,0
HBEGF,1,0,0,0,0,0
HBS1L,0,0,0,0,0,1
HCFC1R1,0,0,0,0,0,1
HCG17,0,0,0,0,1,0
HCG22,0,0,0,0,1,1
HCG23,0,0,0,0,1,0
HCG27,0,0,0,0,1,0
HCG4,0,0,0,0,1,0
HCG4B,0,0,0,0,1,0
HCG4P3,0,0,0,0,1,0
HCG4P5,0,0,0,0,1,0
HCLS1,0,0,1,0,0,0
HCN3,0,0,0,0,1,0
HCP5,0,0,1,0,1,0
HDAC1,0,0,1,0,0,0
HDAC2-AS2,0,0,1,0,0,0
HDAC3,0,0,0,0,0,1
HDLBP,0,0,0,0,1,0
HDX,0,1,0,0,0,0
HECTD2,0,1,0,0,0,0
HECW2,1,0,0,0,0,0
HERC4,0,1,0,0,0,0
HEY2,0,0,0,0,0,1
HFM1,0,0,0,0,0,1
HHIPL1,0,0,0,0,1,1
HIBADH,0,0,0,0,1,1
HIF1A,1,0,0,0,0,0
HIF3A,0,0,1,0,0,0
HIP1,0,0,0,0,1,0
HIPK2,1,0,0,0,0,0
HIPK4,0,0,1,0,0,0
HIST1H1C,0,0,0,0,1,1
HIST1H2BD,0,0,1,0,0,0
HIST1H2BN,0,0,1,0,1,0
HIST3H2A,0,0,0,0,1,0
HIVEP1,0,1,0,0,0,0
HIVEP2,0,1,0,0,0,0
HIVEP3,0,1,0,0,0,0
HK2,0,1,0,0,0,0
HLA-A,0,0,0,0,0,1
HLA-B,1,0,0,0,1,0
HLA-C,0,0,0,0,1,0
HLA-DPB1,0,0,0,0,1,0
HLA-DQA2,0,0,0,0,1,0
HLA-DRA,0,0,0,0,1,0
HLA-DRB1,0,0,0,0,1,0
HLA-DRB6,0,0,0,0,1,0
HLA-E,0,0,0,0,1,0
HLA-F,0,0,0,0,1,1
HLA-F-AS1,0,0,0,0,1,0
HLA-H,0,0,0,0,1,0
HLA-J,0,0,0,0,1,0
HLA-K,0,0,0,0,1,0
HLA-L,0,0,0,0,1,0
HLA-U,0,0,0,0,1,0
HLA-V,0,0,0,0,1,0
HM13,0,0,0,0,1,0
HMBS,0,0,0,0,0,1
HMCN1,1,0,0,0,0,0
HMGA2,1,0,0,0,0,0
HMGB1P10,0,0,0,0,1,0
HMGN2P19,0,0,0,0,0,1
HMOX1,0,1,0,0,0,0
HMOX2,0,0,1,0,0,0
HOGA1,0,0,1,0,1,0
HOMER1,0,1,0,0,0,0
HOMER2,0,0,1,0,0,0
HOMER3,0,0,0,0,1,0
HOOK2,0,0,1,0,0,0
HOTAIRM1,0,0,0,0,1,1
HOXA-AS4,0,0,0,0,1,0
HOXA11-AS,0,0,0,0,1,1
HOXA2,0,0,0,0,1,1
HOXA5,0,0,0,0,1,1
HOXA6,0,0,0,0,1,1
HOXB-AS1,0,0,0,0,1,0
HPCAL1,0,1,0,0,0,0
HPD,0,0,0,0,0,1
HPN,0,0,1,0,0,0
HPSE2,0,0,0,1,0,0
HRH1,0,1,0,0,0,0
HS1BP3,0,0,1,0,0,0
HS3ST2,1,0,0,0,0,0
HS3ST3B1,0,0,0,0,1,0
HS6ST3,1,0,0,0,1,0
HSD11B1,0,1,0,0,0,0
HSD17B3,0,0,0,0,1,0
HSD17B4,0,0,0,0,0,1
HSD17B7,0,0,1,0,0,0
HSD17B8,0,0,0,0,0,1
HSH2D,0,0,1,0,0,0
HSPA12A,0,1,0,0,1,0
HSPB7,0,0,0,0,1,0
HSPBAP1,0,0,0,0,1,1
HTR7P1,0,0,0,0,1,0
HTRA1,1,0,0,0,0,0
HYAL1,0,0,0,0,0,1
IBSP,0,0,0,0,0,1
ICA1,1,0,0,0,0,0
ICAM1,0,0,0,1,0,0
ICAM2,1,0,0,0,0,0
ICAM4,0,0,0,1,0,0
ICAM5,0,0,0,1,0,0
ICE2,0,0,1,0,0,0
ID2,1,0,0,0,0,0
IDH3A,0,0,0,0,1,0
IER3,0,1,0,0,0,0
IFFO1,0,0,0,0,0,1
IFFO2,0,0,0,0,1,1
IFI27,1,0,0,0,0,0
IFI30,0,0,1,0,0,0
IFI44,0,0,1,0,0,0
IFI44L,0,0,1,0,0,0
IFI6,1,0,0,0,0,0
IFIT1,0,0,0,0,1,1
IFIT3,0,0,1,0,0,0
IFIT5,0,0,0,0,1,0
IFITM1,0,0,0,0,1,0
IFITM3,0,0,0,0,1,0
IFNAR2,0,1,0,0,0,0
IFNG-AS1,1,0,0,0,0,0
IFRD1,0,0,0,0,0,1
IFT140,0,0,0,0,1,1
IFT46,0,0,0,0,0,1
IFT81,0,0,0,0,1,0
IGF2BP2,0,1,0,0,0,0
IGFALS,0,0,0,0,0,1
IGFBP2,0,0,0,0,1,0
IGFBP5,1,0,0,0,0,0
IGKV1-13,0,0,0,0,0,1
IGLV4-60,0,0,0,0,0,1
IGSF8,0,0,0,0,0,1
IKZF3,0,0,1,0,0,0
IKZF4,0,0,0,0,1,0
IL10,0,0,1,0,0,0
IL12RB1,0,0,1,0,0,0
IL12RB2,0,0,1,0,0,1
IL15,1,0,0,0,0,0
IL15RA,0,0,0,0,0,1
IL16,0,0,0,0,1,0
IL17D,0,0,0,0,0,1
IL18,0,0,0,0,0,1
IL18BP,0,0,0,0,1,0
IL18R1,0,1,0,0,0,1
IL19,0,0,1,0,0,0
IL1R1,0,1,0,0,0,0
IL1R2,0,0,1,0,0,0
IL1RL1,0,1,0,0,0,0
IL1RL2,0,1,0,0,0,0
IL20RB,0,0,0,0,1,0
IL21R,0,0,1,0,0,0
IL2RB,0,0,0,0,0,1
IL33,0,1,0,0,0,0
IL34,0,0,1,0,0,0
IL3RA,0,0,1,0,0,0
IL4R,0,1,0,0,0,0
IL6,0,1,0,0,0,0
IL6R-AS1,0,1,0,0,0,0
IL9RP3,0,0,0,0,0,1
ILK,0,0,0,0,1,0
ILKAP,0,0,0,0,0,1
ING3,0,0,0,0,1,0
INHBA,1,0,0,0,0,0
INO80E,0,0,0,0,0,1
INPP4B,1,0,0,0,0,0
INSIG1,0,1,0,0,0,0
INTS2,0,0,1,0,0,0
INTS8,0,0,0,0,1,0
IP6K2,0,0,0,0,0,1
IPO11,0,0,0,0,0,1
IQCB1,0,1,0,0,0,0
IQCG,0,0,0,0,0,1
IQCH,0,0,1,0,1,1
IQCH-AS1,0,0,1,0,0,0
IQCK,0,0,1,0,0,0
IQGAP1,0,0,0,0,1,0
IRAK2,0,1,0,0,0,0
IRF8,0,0,0,0,1,0
IRX3,0,0,0,0,0,1
ISG20,0,1,0,0,0,1
ISLR,0,0,0,0,1,0
ISLR2,0,0,0,0,1,0
ISM1,0,1,0,1,0,0
ISYNA1,0,0,0,0,0,1
ITGA3,0,0,1,0,0,0
ITGA6,1,0,0,0,0,0
ITGA7,0,0,1,0,0,0
ITGA9,0,0,1,0,0,0
ITGAL,0,0,0,0,0,1
ITGAM,0,0,1,0,0,0
ITGAV,0,0,0,0,0,1
ITGB1-DT,0,0,1,0,0,0
ITGB1BP1,0,0,0,0,0,1
ITGB3,0,1,0,0,0,0
ITGB6,0,0,1,0,0,0
ITGB8,1,0,0,0,0,0
ITGBL1,0,1,0,0,0,0
ITIH3,0,0,0,0,1,1
ITIH4,0,0,1,0,1,1
ITPKB,0,1,0,0,0,0
ITPR1,1,0,0,0,0,0
ITPR2,1,0,0,0,0,0
ITPRIP,0,1,0,0,0,0
IVD,0,0,0,0,1,0
IVNS1ABP,0,0,0,0,1,0
IZUMO1,0,0,0,0,0,1
JAG1,0,1,0,0,0,0
JAG2,0,0,0,0,1,0
JARID2,0,1,0,0,0,0
JKAMP,0,0,0,0,1,0
JMJD1C,0,1,0,0,1,0
JMJD7,0,0,0,0,0,1
JMY,0,1,0,0,0,0
JOSD1,0,0,0,0,1,0
JPH1,0,1,0,0,0,0
JPH2,0,0,1,0,0,0
KALRN,1,0,0,0,0,0
KANK1,0,0,1,0,0,0
KANK2,0,0,0,0,0,1
KANSL1L,0,0,1,0,0,0
KANSL2,0,0,0,0,1,0
KATNA1,0,0,0,0,1,0
KAZN,1,0,0,1,0,0
KCNB1,0,0,1,0,0,0
KCNE1,0,0,1,0,0,0
KCNE4,0,0,0,0,0,1
KCNH1,0,0,1,1,0,0
KCNIP3,0,0,0,0,0,1
KCNJ2,0,0,0,0,1,0
KCNJ2-AS1,0,0,0,0,1,0
KCNK1,0,1,0,0,0,0
KCNK15,0,0,0,0,0,1
KCNK6,0,0,0,0,1,0
KCNMA1,0,0,0,0,0,1
KCNQ1,0,0,1,0,0,0
KCNQ3,1,0,0,0,0,0
KCNQ5,1,0,0,0,0,0
KCNS1,0,0,0,0,0,1
KCNS3,0,0,0,0,0,1
KCNT2,0,0,0,0,1,0
KCP,0,0,1,0,0,0
KCTD1,0,0,1,0,0,0
KCTD10,0,0,0,0,1,0
KCTD20,0,1,0,0,0,0
KCTD21,0,0,0,0,0,1
KCTD8,0,1,0,0,0,0
KCTD9,0,0,0,0,0,1
KDM4B,0,0,0,0,1,0
KDM7A,0,1,0,0,0,0
KDR,0,0,0,0,0,1
KDSR,0,0,0,0,1,0
KEL,0,0,0,0,0,1
KHDRBS3,0,1,0,0,0,0
KHK,0,0,0,0,1,0
KHNYN,0,0,0,0,1,1
KIAA0040,0,0,0,0,1,0
KIAA0319,0,0,1,0,0,0
KIAA0319L,0,0,0,0,1,0
KIAA0408,1,0,0,0,0,0
KIAA0586,0,0,1,0,0,0
KIAA0825,0,0,0,0,1,0
KIAA1033,0,0,0,0,1,1
KIAA1217,1,0,0,0,0,0
KIAA1549L,0,1,0,0,0,1
KIAA1598,0,0,0,0,1,0
KIAA1671,1,0,0,0,0,0
KIF13B,0,1,0,0,0,0
KIF14,0,0,1,0,0,0
KIF1BP,0,0,1,0,0,0
KIF21A,0,1,0,0,0,0
KIF25,0,0,1,0,0,0
KIF26B,0,0,1,0,0,0
KIF27,0,0,0,0,1,0
KIF3C,0,0,0,0,0,1
KIF7,0,0,0,0,0,1
KIFAP3,0,0,0,0,0,1
KITLG,0,1,0,0,0,0
KLF1,0,0,0,0,1,0
KLF3,0,1,0,0,0,0
KLF5,1,0,0,0,0,0
KLHDC8B,0,0,0,0,1,1
KLHL23,0,0,0,0,1,0
KLHL29,0,1,0,0,0,0
KLHL3,0,1,0,0,0,0
KLHL8,0,0,1,0,0,0
KLRC2,0,0,0,0,0,1
KLRD1,0,0,1,0,0,0
KLRK1,0,0,0,0,0,1
KRT16,0,0,0,0,1,0
KRT8P33,0,0,0,0,1,0
KRTAP5-AS1,0,0,0,0,1,0
KRTCAP3,0,0,0,0,1,0
KYNU,1,0,0,0,0,0
L2HGDH,0,0,1,0,0,0
L3HYPDH,0,0,0,0,1,0
L3MBTL1,0,0,1,0,0,0
L3MBTL3,0,0,0,0,0,1
L3MBTL4,1,0,0,1,0,0
LA16c-329F2.1,0,0,0,0,1,1
LAMA4,0,1,0,0,0,0
LAMC1,0,1,0,0,0,0
LAMC2,0,0,1,0,0,0
LAMP3,0,0,1,0,0,0
LAPTM4B,0,1,0,0,0,0
LARGE1,0,1,0,0,0,0
LARP1B,0,1,0,0,0,0
LARP4,0,0,0,0,1,0
LARS2,0,0,0,0,1,0
LDB1,0,0,0,0,0,1
LDB2,0,0,1,0,1,0
LDHAL6A,0,0,1,0,0,0
LDHC,0,0,1,0,0,0
LEKR1,0,0,1,0,1,0
LEMD3,0,0,0,0,0,1
LEPR,0,0,1,0,0,0
LEPREL1,0,0,0,0,1,0
LGALS1,0,0,0,0,1,0
LGALS9,0,0,0,0,1,0
LGI4,0,0,0,1,0,1
LGR4,1,0,0,0,0,0
LGR5,0,0,1,0,0,0
LGR6,0,0,1,0,0,0
LHCGR,0,0,0,0,0,1
LHFPL2,0,1,0,0,0,0
LHFPL6,0,1,0,1,0,0
LHPP,0,0,0,0,0,1
LHX4,0,0,0,0,1,0
LIF,0,1,0,0,0,0
LIG1,0,0,0,0,1,0
LILRA6,0,0,0,0,0,1
LILRB2,0,0,0,0,1,0
LILRB3,0,0,0,0,1,1
LIMD1,0,0,0,0,1,0
LIMK2,0,0,1,0,0,0
LIN52,0,0,0,0,0,1
LIN7A,0,1,0,0,0,0
LINC00085,0,0,0,0,0,1
LINC00159,0,0,1,0,0,0
LINC00163,0,0,0,0,1,0
LINC00174,0,0,1,0,0,0
LINC00211,0,0,0,0,1,1
LINC00266-1,0,0,0,0,1,0
LINC00271,0,0,1,0,0,0
LINC00310,0,0,1,0,0,0
LINC00323,0,0,0,0,0,1
LINC00338,0,0,0,0,1,0
LINC00393,0,0,1,0,0,0
LINC00452,0,0,0,0,1,0
LINC00461,0,0,1,0,0,0
LINC00467,0,0,1,0,0,0
LINC00472,0,1,0,0,0,0
LINC00493,0,0,0,0,0,1
LINC00513,0,1,0,0,0,0
LINC00517,0,0,0,0,0,1
LINC00535,0,0,1,0,0,0
LINC00536,0,1,0,0,0,0
LINC00551,0,0,1,0,0,0
LINC00565,0,0,0,0,1,0
LINC00568,0,0,0,0,0,1
LINC00571,0,1,0,0,0,1
LINC00598,1,0,0,0,0,0
LINC00603,0,0,1,0,0,0
LINC00607,1,0,0,0,0,0
LINC00620,0,0,1,0,0,0
LINC00639,0,0,1,0,0,0
LINC00645,0,0,1,0,0,0
LINC00654,0,0,0,0,0,1
LINC00665,0,0,0,0,0,1
LINC00667,0,0,0,0,1,0
LINC00670,1,0,0,0,0,0
LINC00674,0,0,0,0,1,1
LINC00702,0,0,0,0,1,0
LINC00707,1,0,0,0,0,0
LINC00852,0,0,0,0,0,1
LINC00865,0,0,0,0,0,1
LINC00880,0,0,1,1,0,0
LINC00884,0,1,0,0,0,0
LINC00886,0,0,1,0,1,0
LINC00894,0,0,1,0,0,0
LINC00899,0,0,0,0,0,1
LINC00907,0,0,1,0,0,0
LINC00910,1,0,0,0,0,0
LINC00944,1,0,0,0,0,0
LINC00960,0,0,0,0,0,1
LINC01004,0,0,1,0,0,0
LINC01006,0,0,1,0,0,0
LINC01010,1,0,0,0,0,0
LINC01011,0,0,0,0,0,1
LINC01013,0,0,1,0,0,0
LINC01031,0,0,1,0,0,0
LINC01033,0,0,1,0,0,0
LINC01050,0,0,0,0,0,1
LINC01060,1,0,0,0,0,0
LINC01063,0,0,0,0,0,1
LINC01088,0,0,1,0,0,1
LINC01091,0,0,1,0,0,0
LINC01115,1,0,0,0,0,0
LINC01138,0,0,1,0,0,0
LINC01208,1,0,0,0,0,0
LINC01239,1,0,0,0,0,0
LINC01257,0,0,1,0,0,0
LINC01277,0,0,1,0,0,0
LINC01344,0,0,1,0,0,0
LINC01348,0,1,0,0,0,0
LINC01358,0,0,1,0,0,0
LINC01376,0,0,1,0,0,0
LINC01393,0,0,1,0,0,0
LINC01476,0,0,1,0,0,0
LINC01482,0,0,1,0,0,0
LINC01483,0,0,1,0,0,0
LINC01500,0,0,1,0,0,0
LINC01504,0,0,1,0,0,0
LINC01509,0,0,1,0,0,0
LINC01572,0,0,1,0,0,0
LINC01588,0,0,1,0,0,0
LINC01602,0,1,0,0,0,0
LINC01605,1,0,0,0,0,0
LINC01619,0,0,1,0,0,0
LINC01705,1,0,0,0,0,0
LINC01762,0,0,1,0,0,0
LINC01807,0,0,1,0,0,0
LINC01934,0,0,1,0,0,0
LINC01993,0,0,1,0,0,0
LINC02018,1,0,0,0,0,0
LINC02054,0,0,1,0,0,0
LINC02062,0,1,0,0,0,0
LINC02133,0,0,1,0,0,0
LINC02150,0,0,1,0,0,0
LINC02224,1,0,0,0,0,0
LINC02245,0,0,1,1,0,0
LINC02246,0,1,0,0,0,0
LINC02284,0,0,1,0,0,0
LINC02328,0,0,1,0,0,0
LINC02388,0,0,1,0,0,0
LINC02542,0,0,1,0,0,0
LINC02613,0,0,1,0,0,0
LINC02615,0,0,1,0,0,0
LINC02649,0,0,1,0,0,0
LINC02664,0,0,1,0,0,0
LINC02798,0,0,1,0,0,0
LIPA,0,0,1,0,0,1
LIPC,0,0,0,0,1,0
LIPE-AS1,0,0,1,0,0,0
LIPG,0,1,0,0,0,0
LIPI,0,0,0,0,1,0
LITAF,0,0,0,0,1,1
LIX1-AS1,0,0,1,0,0,0
LLGL2,0,0,1,0,0,1
LMBR1L,0,0,0,0,1,0
LMCD1,0,1,0,0,0,0
LMNB1,0,0,1,0,0,0
LMO3,0,0,0,1,0,0
LMO7,1,0,0,0,0,0
LMOD1,0,0,1,0,0,0
LNCSRLR,0,1,0,0,0,0
LNP1,0,0,0,0,1,1
LNX1,1,0,0,0,0,0
LOC440461,0,0,0,0,0,1
LONRF1,0,0,0,0,1,0
LONRF2,0,1,0,0,0,0
LONRF3,0,1,0,0,0,0
LOX,0,0,0,0,0,1
LOXL1-AS1,0,0,0,0,1,0
LPAR2,0,0,0,0,1,0
LPAR3,0,0,0,0,0,1
LPCAT2,0,0,1,0,0,0
LPL,0,1,0,0,0,0
LRCH1,0,1,0,0,0,0
LRFN5,0,1,0,0,0,0
LRGUK,0,0,1,0,0,0
LRIG1,0,0,0,0,0,1
LRMDA,1,0,0,1,0,0
LRP12,0,1,0,0,0,0
LRP1B,1,0,0,1,0,0
LRP5L,0,1,0,0,0,0
LRPAP1,0,0,0,0,1,0
LRRC16A,0,0,0,0,1,0
LRRC2,1,0,0,0,0,0
LRRC37A16P,0,0,0,0,1,1
LRRC37BP1,0,0,0,0,0,1
LRRC45,0,0,0,0,1,0
LRRC49,0,1,0,0,0,0
LRRC8B,0,1,0,0,0,0
LRRC8C,0,1,0,0,0,0
LRRFIP1,0,1,0,0,0,1
LRRK1,0,0,1,0,0,0
LSM10,0,0,0,0,0,1
LSM3,0,0,0,0,1,1
LSMEM1,0,0,1,0,0,1
LTBP1,0,1,0,0,1,0
LTBP3,0,0,0,0,1,0
LTBP4,0,0,0,0,1,0
LUCAT1,0,0,1,1,0,0
LUZPP1,0,0,0,0,1,0
LXN,0,0,0,0,0,1
LY6E,0,0,0,0,1,0
LY75,0,0,0,0,1,0
LY96,0,0,1,0,0,0
LYN,1,0,0,0,0,0
LYPLAL1,0,0,0,0,0,1
LYRM1,0,0,1,0,0,0
LYRM4,0,1,0,0,1,0
LYSMD4,0,0,0,0,1,0
LYVE1,1,0,0,0,0,0
LZTFL1,0,0,1,0,0,0
LZTR1,0,0,0,0,0,1
MACC1,1,0,0,0,0,0
MAEA,0,0,0,0,1,0
MAG,0,0,0,0,1,0
MAGI1,1,0,0,0,0,0
MAGI2,1,0,0,0,0,0
MAL2,0,0,0,0,1,0
MAMDC2,0,0,0,0,0,1
MAML2,1,0,0,0,0,0
MAMLD1,0,1,0,0,0,0
MAN2A2,0,0,0,0,0,1
MANBA,0,0,1,0,0,0
MAOA,0,0,1,0,0,0
MAP1B,0,1,0,0,0,0
MAP2K2,0,0,0,0,0,1
MAP2K4,0,0,0,0,1,0
MAP2K5,0,0,0,0,1,0
MAP3K10,0,0,0,0,1,0
MAP3K20,0,1,0,0,0,0
MAP3K7CL,0,0,1,0,0,0
MAP3K8,1,0,0,0,0,1
MAP4K4,0,1,0,0,0,0
MAP7,0,0,1,0,0,0
MAP7D2,0,0,1,0,0,0
MAPK10,1,0,0,0,0,0
MAPK1IP1L,0,0,0,0,1,0
MAPK8,0,1,0,0,0,0
MAPK9,0,0,1,0,0,0
MAPKAPK3,0,0,0,0,1,0
MAPKBP1,0,0,0,0,0,1
MAPRE1,0,0,0,0,1,0
MAPRE3,0,0,0,0,1,0
MAPT,0,0,1,0,0,0
MARCH3,0,1,0,0,0,0
MARK1,0,1,0,0,0,0
MAST1,0,0,1,0,0,0
MAST2,0,1,0,0,0,0
MAST4-AS1,0,0,0,0,0,1
MAT2A,0,1,0,0,0,0
MAU2,0,0,0,0,1,0
MB21D2,0,1,0,0,0,0
MBL1P,0,0,0,0,1,1
MBP,0,0,1,0,0,0
MBTPS1,0,0,0,0,1,1
MCC,0,1,0,0,1,1
MCF2,0,0,1,0,0,0
MCF2L,0,0,1,0,0,0
MCFD2,0,0,0,0,1,0
MCM5,0,0,1,0,0,0
MCM9,0,0,0,0,1,0
MCPH1,0,0,1,0,0,0
MCTP1,0,0,0,0,1,0
MCTP2,1,0,0,0,0,0
MCUB,0,1,0,0,0,0
MDC1,0,0,1,0,0,0
MDFIC,0,1,0,0,0,0
MDK,0,0,0,0,1,1
ME1,0,1,0,0,1,0
ME2,0,1,0,0,0,1
ME3,0,1,0,0,0,0
MECOM,0,0,0,1,0,0
MED24,0,0,0,0,0,1
MEDAG,0,1,0,0,0,0
MEG3,0,1,0,0,0,0
MEG8,0,1,0,0,0,0
MEIOB,0,0,0,0,1,1
MEIS2,0,1,0,0,0,0
MEPCE,0,0,0,1,0,0
MERTK,0,0,1,0,0,0
MESDC1,0,0,0,0,1,0
MET,1,0,0,0,0,0
METTL14,0,0,0,0,0,1
METTL15,0,0,0,0,1,1
METTL18,0,0,0,0,0,1
METTL21A,0,0,0,0,0,1
METTL2B,0,0,1,0,0,0
METTL6,0,0,0,0,1,0
MEX3C,0,0,0,0,0,1
MFHAS1,0,1,0,0,0,0
MFSD1,0,0,0,0,1,0
MFSD7,0,0,0,0,1,0
MGAT4C,1,0,0,0,0,0
MGLL,0,0,0,0,0,1
MGME1,0,0,0,0,0,1
MGRN1,0,0,0,0,0,1
MGST1,0,1,0,0,0,0
MGST3,0,0,0,0,0,1
MIA3,0,0,0,0,1,1
MIB1,0,0,0,0,1,0
MIB2,0,0,0,0,1,0
MICAL1,0,0,0,0,1,1
MICE,0,0,0,0,1,0
MICU1,0,0,0,0,0,1
MID1,0,1,0,0,0,0
MIF4GD,0,0,0,0,1,0
MILR1,0,0,0,0,1,0
MIOS,0,0,0,0,0,1
MIPOL1,0,0,0,0,0,1
MIR155HG,0,1,0,0,0,0
MIR181A1HG,0,1,0,0,0,0
MIR193BHG,0,1,0,0,0,0
MIR222HG,0,1,0,0,0,0
MIR3936HG,0,0,1,0,0,0
MIR4435-2HG,0,1,0,0,0,0
MIR924HG,1,0,0,0,0,0
MIS12,0,0,0,0,1,0
MKNK1,0,0,0,0,1,0
MKNK2,0,0,0,0,1,0
MLF1,0,0,0,0,1,0
MLF1IP,0,0,0,0,0,1
MLF2,0,0,0,0,0,1
MLIP,0,0,0,0,0,1
MLIP-IT1,0,0,0,0,1,0
MLLT11,0,0,0,0,1,1
MLLT3,0,0,0,0,0,1
MMAB,0,0,0,0,1,0
MMP1,1,0,0,0,0,0
MMP10,0,1,0,0,0,0
MMP12,0,1,0,0,0,0
MMP23A,0,0,0,0,1,0
MMP25,0,0,0,0,0,1
MMP3,1,0,0,0,0,0
MN1,0,0,1,0,0,0
MOB1B,0,1,0,0,0,0
MORC2,0,0,0,0,0,1
MOV10L1,0,0,0,0,1,0
MPC2,0,0,0,0,0,1
MPHOSPH6,0,0,0,0,1,0
MPHOSPH8,0,0,0,0,1,0
MPI,0,0,0,0,1,0
MPP2,0,0,0,0,0,1
MPP6,0,1,0,0,0,0
MPP7,1,0,0,0,0,0
MPPED2,0,0,0,1,0,1
MPV17L,0,0,0,0,1,0
MPZL1,0,1,0,0,0,0
MRC1,1,0,0,0,0,0
MRC2,0,0,0,0,1,0
MRNIP,0,0,1,0,0,0
MRO,0,0,0,0,0,1
MROH2B,0,0,0,0,1,0
MROH9,0,0,0,0,1,0
MRPL10,0,0,0,0,1,0
MRPL14,0,0,0,0,1,0
MRPL35P2,0,0,0,0,1,0
MRPL36,0,0,0,0,1,0
MRPL37,0,0,0,0,1,0
MRPL43,0,0,0,0,1,1
MRPL55,0,0,0,0,0,1
MRPS15,0,0,0,0,1,1
MRPS35,0,0,1,0,0,0
MS4A14,0,0,0,0,1,0
MS4A7,0,0,0,0,1,0
MSANTD3,0,1,0,0,0,0
MSC-AS1,1,0,0,0,0,0
MSH3,0,0,0,0,0,1
MSH4,0,0,1,0,0,0
MSI2,0,1,0,0,0,0
MSL1,0,0,0,0,0,1
MSRA,0,1,0,0,0,0
MST1,0,0,0,0,0,1
MST1R,0,0,0,0,0,1
MSTO2P,0,0,0,0,1,0
MSX1,0,0,0,0,1,1
MT-ATP6,0,0,0,1,0,0
MT-CO1,0,0,0,1,0,0
MT-CO2,0,0,0,1,0,0
MT-CO3,0,0,0,1,0,0
MT-CYB,0,0,0,1,0,0
MT-ND1,0,0,0,1,0,0
MT-ND4,0,0,0,1,0,0
MT-ND5,0,0,0,1,0,0
MTBP,0,0,1,0,0,0
MTCH2,0,0,0,0,1,1
MTFR1,0,0,0,0,0,1
MTFR2,0,0,1,0,0,0
MTHFD1L,1,0,0,0,0,0
MTHFD2L,0,1,0,0,0,0
MTMR1,0,1,0,0,0,0
MTMR2,1,0,0,0,0,0
MTO1,0,0,0,0,1,0
MTR,0,0,0,0,1,0
MTRR,0,0,0,0,0,1
MTX3,0,0,0,0,1,0
MVB12A,0,0,0,0,1,0
MVB12B,0,0,0,0,1,0
MX1,0,1,0,0,0,0
MX2,0,0,1,1,0,1
MXI1,0,0,0,0,1,1
MYBBP1A,0,0,0,0,1,0
MYBL1,0,0,1,0,0,0
MYEF2,0,0,1,0,0,0
MYH11,0,0,1,1,0,0
MYH13,0,1,0,0,0,0
MYH7B,0,0,0,0,1,0
MYL12A,0,0,0,0,0,1
MYLK2,0,0,0,0,1,0
MYLK4,0,0,1,0,0,0
MYO10,1,0,0,0,1,0
MYO15B,0,0,0,0,1,1
MYO18B,0,1,0,0,0,0
MYO1B,0,1,0,0,0,0
MYO1E,0,1,0,0,0,0
MYO1F,0,0,1,0,0,0
MYO6,0,0,0,0,1,0
MYO9B,0,1,0,0,0,0
MYOF,1,0,0,0,0,0
MYOM1,0,0,1,0,0,0
MYOM2,0,1,0,0,0,0
MYOZ2,0,1,0,0,0,0
