level,x,y,piece,group,nlevel,n,PANEL,fill,colour,linewidth,linetype,alpha,sample
2e-08,1244.00834838929,-1765.71606691919,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1262.51309974747,-1798.07505583204,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1265.98036355631,-1803.64567550505,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1283.68274120855,-1841.57528409091,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1294.65484458072,-1879.50489267677,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1300.447870572,-1917.43450126263,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1301.96735459251,-1955.36410984848,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1299.74808156546,-1993.29371843434,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1294.15781085785,-2031.2233270202,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1285.58828378281,-2069.15293560606,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1274.65973052862,-2107.08254419192,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1262.51309974747,-2144.76759661382,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1262.44299907839,-2145.01215277778,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1253.35178956871,-2182.94176136364,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1246.98696844747,-2220.87136994949,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1245.29537906281,-2258.80097853535,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1250.00494771786,-2296.73058712121,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1262.51309974747,-2333.39769692638,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1263.49232251086,-2334.66019570707,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1306.08443813131,-2362.21282158621,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1349.65577651515,-2356.99315927433,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1393.22711489899,-2340.26055745208,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1403.64517278099,-2334.66019570707,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1436.79845328283,-2317.86947654893,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1476.57914535978,-2296.73058712121,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1480.36979166667,-2294.7612309315,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1523.9411300505,-2270.29265808325,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1545.54345826929,-2258.80097853535,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1567.51246843434,-2246.74831466995,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1611.08380681818,-2224.32719314904,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1618.05231421452,-2220.87136994949,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1654.65514520202,-2200.74561343714,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1689.51001519776,-2182.94176136364,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1698.22648358586,-2177.53375137335,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1741.7978219697,-2150.2291033491,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1749.86753081488,-2145.01215277778,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1785.36916035354,-2110.76834924768,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1788.81977886773,-2107.08254419192,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1803.57754211781,-2069.15293560606,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1798.81756347506,-2031.2233270202,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1785.36916035354,-2004.75127055173,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1779.46040064147,-1993.29371843434,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1751.20408710359,-1955.36410984848,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1741.7978219697,-1944.12597089315,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1719.98029659413,-1917.43450126263,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1698.22648358586,-1889.40375474303,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1690.54418863811,-1879.50489267677,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1664.18208328047,-1841.57528409091,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1654.65514520202,-1824.68944411171,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1642.1309939884,-1803.64567550505,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1624.95641131273,-1765.71606691919,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1613.27212234604,-1727.78645833333,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1611.08380681818,-1716.86912404532,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
2e-08,1604.79477514263,-1689.85684974747,2,-1-002-002,0.111111111111111,3378,1,#132B43,,0.5,1,0.5,1450Veh
