sample,r,theo,border,trans,iso
1450Veh,909.421630859375,2598246.98689186,4060201.89920593,3981851.34667175,3645802.34965975
1450Veh,911.255142211914,2608734.35055107,4075954.88184084,3996394.51616651,3658650.37830397
1450Veh,913.088653564453,2619242.83679569,4090867.8865754,4010721.29220791,3671358.49053703
1450Veh,914.922164916992,2629772.44562573,4104948.80914677,4025009.2730763,3683998.68586297
1450Veh,916.755676269531,2640323.17704119,4123223.53142265,4038824.98895005,3696330.44930429
1450Veh,918.58918762207,2650895.03104206,4137384.1300628,4053061.10542128,3708910.12932789
1450Veh,920.422698974609,2661488.00762835,4151544.72870295,4067540.61143986,3721849.69293945
1450Veh,922.256210327148,2672102.10680006,4165222.32356997,4081984.97787593,3734733.03241509
1450Veh,924.089721679688,2682737.32855718,4179157.51754892,4096242.37486553,3747392.18978505
1450Veh,925.923233032227,2693393.67289972,4192724.65064509,4110587.79388621,3760263.97572104
1450Veh,927.756744384766,2704071.13982767,4204931.36972452,4124994.83326997,3772987.75192305
1450Veh,929.590255737305,2714769.72934104,4230554.42749286,4139923.74783362,3786108.22947982
1450Veh,931.423767089844,2725489.44143983,4244805.4194682,4154510.82201069,3799052.131914
1450Veh,933.257278442383,2736230.27612403,4258901.73352775,4168949.92550068,3811873.957361
1450Veh,935.090789794922,2746992.23339365,4272172.69867395,4183629.28805067,3824844.33399727
1450Veh,936.924301147461,2757775.31324869,4285979.03608906,4198127.75332238,3837717.04812828
1450Veh,938.7578125,2768579.51568914,4298850.39549961,4212776.71078293,3850675.78946832
1603Veh,0,0,0,0,0
1603Veh,1.61531829833984,8.19721070003135,92.3309492849252,92.3646447835277,92.3309492849252
1603Veh,3.23063659667969,32.7888428001254,453.153725365868,452.798672601128,452.421651496133
1603Veh,4.84595489501953,73.7748963002821,841.571204250898,841.193354234896,840.211638492819
1603Veh,6.46127319335938,131.155371200502,1128.2602958089,1128.02520364616,1126.43758127609
1603Veh,8.07659149169922,204.930267500784,1627.65419723251,1627.97187989845,1625.02470741468
1603Veh,9.69190979003906,295.099585201128,2053.06381696373,2054.12715344842,2049.74707412534
1603Veh,11.3072280883789,401.663324301536,2580.20182402198,2582.53379612858,2576.03348504941
1603Veh,12.9225463867188,524.621484802006,3246.06035925346,3250.37265254791,3240.81631990087
1603Veh,14.5378646850586,663.974066702539,3754.70229588862,3760.86579493065,3748.63654096796
1603Veh,16.1531829833984,819.721070003135,4300.33637336997,4308.7431581366,4293.38914174902
1603Veh,17.7685012817383,991.862494703793,4744.24206352429,4754.78751441373,4736.57769831666
1603Veh,19.3838195800781,1180.39834080451,5530.3250565059,5545.08736513738,5521.39076723852
1603Veh,20.999137878418,1385.3286083053,6334.90411991061,6354.28344506431,6324.67002601737
1603Veh,22.6144561767578,1606.65329720614,7047.00283119983,7071.16018227549,7035.6183355113
1603Veh,24.2297744750977,1844.37240750705,7879.32600023918,7909.68928040778,7866.59687907562
1603Veh,25.8450927734375,2098.48593920802,8702.40113406698,8739.28112676087,8688.34232771146
1603Veh,27.4604110717773,2368.99389230906,9747.42911297194,9793.27123683134,9731.68205463111
1603Veh,29.0757293701172,2655.89626681016,10912.681549627,10969.2094472355,10895.0520156212
1603Veh,30.691047668457,2959.19306271132,11828.2370355703,11893.4944210642,11809.1284135419
1603Veh,32.3063659667969,3278.88428001254,12947.2492961677,13024.3290236077,12926.3328998895
1603Veh,33.9216842651367,3614.96991871382,14167.989944092,14258.3488439133,14145.1014304505
1603Veh,35.5370025634766,3967.44997881517,15268.5061342663,15371.346342497,15243.8397269411
1603Veh,37.1523208618164,4336.32446031658,16627.9673103639,16747.2258607326,16601.1046814295
1603Veh,38.7676391601563,4721.59336321806,17867.2040287114,18002.0562688559,17838.3394018475
1603Veh,40.3829574584961,5123.25668751959,19319.1455569245,19473.6369419198,19287.9353056209
1603Veh,41.9982757568359,5541.31443322119,20539.8862048488,20711.3749006925,20506.7038361819
1603Veh,43.6135940551758,5975.76660032285,21834.6111344656,22024.8273154256,21799.3371261708
1603Veh,45.2289123535156,6426.61318882457,22990.6155359092,23198.5554734674,22953.4739922324
1603Veh,46.8442306518555,6893.85419872636,24479.5492049684,24710.9512038339,24440.0022757197
1603Veh,48.4595489501953,7377.48963002821,25912.9946627584,26167.8907745784,25871.131989636
1603Veh,50.0748672485352,7877.51948273012,27650.1264113445,27936.1739593416,27606.9538361926
1603Veh,51.690185546875,8393.9437568321,29243.366526169,29554.8584797503,29195.0461638933
1603Veh,53.3055038452149,8926.76245233414,30818.0805931468,31155.5153553993,30764.6723017371
1603Veh,54.9208221435547,9475.97556923624,32531.7400189755,32898.9641875007,32472.7948635082
1603Veh,56.5361404418945,10041.5831075384,34097.1910620298,34492.5082523743,34033.1879064234
1603Veh,58.1514587402344,10623.5850672406,35912.7437510159,36342.2795464669,35842.8745124079
1603Veh,59.7667770385742,11221.9814483429,37719.0334160786,38183.3267095934,37643.328023464
1603Veh,61.3820953369141,11836.7722508453,39747.6356553029,40252.310483155,39665.3758128039
1603Veh,62.9974136352539,12467.9574747477,41600.2404399826,42142.7022315827,41511.9947985024
1603Veh,64.6127319335938,13115.5371200502,43878.9443251386,44469.4478972766,43783.3361509115
1603Veh,66.2280502319336,13779.5111867527,45963.1247079033,46598.7805073442,45860.7825098223
1603Veh,67.8433685302734,14459.8796748553,48102.8832342084,48786.0942731931,47993.6274383041
1603Veh,69.4586868286133,15156.642584358,50307.4829279772,51041.053478784,50191.1040312853
1603Veh,71.0740051269531,15869.7999152607,52437.9784303588,53221.0043654749,52314.7158648386
1603Veh,72.689323425293,16599.3516675635,54494.3697413533,55327.4837690806,54364.4629389639
1603Veh,74.3046417236328,17345.2978412663,56643.3912915818,57530.5558204697,56506.5409623742
1603Veh,75.9199600219727,18107.6384363692,58671.993530806,59610.9873569178,58528.5887517141
1603Veh,77.5352783203125,18886.3734528722,61228.588133664,62233.9635438497,61076.922951978
1603Veh,79.1505966186524,19681.5028907753,63516.5550427434,64583.666251743,63357.4973993156
1603Veh,80.7659149169922,20493.0267500784,65554.4203058911,66678.0267377343,65388.778283584
1603Veh,82.381233215332,21320.9450307815,68018.3846695151,69211.3558436707,67844.781534563
1603Veh,83.9965515136719,22165.2577328848,70615.32455352,71851.462038139,70402.3488297554
1603Veh,85.6118698120117,23025.9648563881,73148.235288392,74454.8588688482,72922.9837452339
1603Veh,87.2271881103516,23903.0664012914,75644.0337780644,77022.3192622872,75406.6862809984
1603Veh,88.8425064086914,24796.5623675948,78102.7200225373,79552.9748183854,77853.4564370489
1603Veh,90.4578247070313,25706.4527552983,80886.1384125065,82437.4889671632,80650.6320643911
1603Veh,92.0731430053711,26632.7375644018,83539.6639442772,85189.8246469007,83315.7122342397
1603Veh,93.6884613037109,27575.4167949054,86351.9272988081,88069.853019899,86095.5029437295
1603Veh,95.3037796020508,28534.4904468091,89084.1126868677,90894.4068919182,88820.1277968311
1603Veh,96.9190979003906,29509.9585201128,92067.213059545,93987.3198066189,91808.993755924
1603Veh,98.5344161987305,30501.8210148166,94622.8286436143,96650.4507212242,94380.2677679716
1603Veh,100.14973449707,31510.0779309205,97243.4962607326,99354.7900795906,96984.0005378065
1603Veh,101.76505279541,32534.7292684244,100115.078862469,102328.846570257,99848.5220985869
1603Veh,103.38037109375,33575.7750273284,103581.422909225,105938.523058438,103331.70829178
1603Veh,104.99568939209,34633.2152076324,106220.6768215,108686.741290757,105976.607745702
1603Veh,106.61100769043,35707.0498093365,108943.569061981,111532.381886812,108713.544427075
1603Veh,108.22632598877,36797.2788324407,111997.261031248,114676.839975118,111737.820984426
1603Veh,109.841644287109,37903.9022769449,115292.393212519,118102.326111932,115032.114765475
1603Veh,111.456962585449,39026.9201428492,118392.051450834,121308.758661542,118106.735376663
1603Veh,113.072280883789,40166.3324301536,121445.168274159,124468.180605606,121135.190513208
1603Veh,114.687599182129,41322.139138858,124395.893984507,127535.099791955,124074.294478265
1603Veh,116.302917480469,42494.3402689625,127479.775214609,130709.217378255,127123.217356967
1603Veh,117.918235778809,43682.935820467,130517.702274605,133817.892359568,130099.613315483
1603Veh,119.533554077148,44887.9257933716,133618.151412783,137072.521039401,133226.766721154
1603Veh,121.148872375488,46109.3101876763,136793.310168748,140387.920397013,136397.042977928
1603Veh,122.764190673828,47347.0890033811,139785.974481918,143578.663320511,139457.214323752
1603Veh,124.379508972168,48601.2622404858,142872.774697502,146948.848844558,142682.296007183
1603Veh,125.994827270508,49871.8298989907,146479.96325141,150735.950036997,146310.451799535
1603Veh,127.610145568848,51158.7919788956,149377.641486628,154069.422601438,149498.088628207
1603Veh,129.225463867188,52462.1484802006,152564.289303881,157376.362749634,152650.962654528
1603Veh,130.840782165527,53781.8994029057,156023.541211695,160985.888448518,156099.614490095
1603Veh,132.456100463867,55118.0447470108,159172.588464733,164345.234759808,159311.665067593
1603Veh,134.071418762207,56470.5845125159,162504.311276042,167987.642566537,162784.703642949
1603Veh,135.686737060547,57839.5186994212,166006.924625291,171662.427669068,166285.446821339
1603Veh,137.302055358887,59224.8473077265,169232.81797139,175192.898440068,169642.923380919
1603Veh,138.917373657227,60626.5703374318,172731.780046033,178918.841444444,173214.207535515
1603Veh,140.532691955566,62044.6877885373,176428.79657773,182851.316874375,176977.019696775
1603Veh,142.148010253906,63479.1996610427,180069.226121698,186708.966551454,180663.241417372
1603Veh,143.763328552246,64930.1059549483,183522.076816256,190463.635790359,184243.430314491
1603Veh,145.378646850586,66397.4066702539,187111.843079199,194268.515659457,187868.445656901
1603Veh,146.993965148926,67881.1018069596,190348.397898638,197987.969323427,191410.750506933
1603Veh,148.609283447266,69381.1913650653,194073.285633247,201934.257230919,195166.978520409
1603Veh,150.224601745605,70897.6753445711,197864.519968728,206028.620498442,199089.392265798
1603Veh,151.839920043945,72430.553745477,201762.878716246,210194.840764848,203055.415550738
1603Veh,153.455238342285,73979.8265677829,205407.940818496,213993.446858627,206656.065700587
1603Veh,155.070556640625,75545.4938114889,209430.512992859,218244.211873372,210689.174295178
1603Veh,156.685874938965,77127.5554765949,212899.173254472,222559.486566156,214764.557524044
1603Veh,158.301193237305,78726.011563101,216693.43487155,226580.645819682,218576.737056976
1603Veh,159.916511535645,80340.8620710072,220717.072505781,230829.161403612,222605.024929997
1603Veh,161.531829833984,81972.1070003135,224839.533294248,234934.009054237,226474.499439374
1603Veh,163.147148132324,83619.7463510198,228745.457231234,239091.072660554,230421.991784549
1603Veh,164.762466430664,85283.7801231261,232737.541255065,243350.012841506,234465.339240946
1603Veh,166.377784729004,86964.2083166325,236940.238824518,247768.390540156,238638.829670851
1603Veh,167.993103027344,88661.030931539,241085.496336075,252106.822165872,242729.232141016
1603Veh,169.608421325684,90374.2479678456,244876.540157267,256067.088912188,246455.42724315
1603Veh,171.223739624023,92103.8594255522,248782.464094253,260205.852550479,250370.974517963
1603Veh,172.839057922363,93849.8653046589,253141.130053577,264544.025133251,254469.40391065
1603Veh,174.454376220703,95612.2656051656,257389.236751574,269044.741736862,258711.526523526
1603Veh,176.069694519043,97391.0603270724,261474.323553712,273343.960669783,262752.241998925
1603Veh,177.685012817383,99186.2494703793,265087.269350272,277404.96167422,266577.897137455
1603Veh,179.300331115723,100997.833035086,268917.20623285,281854.032587881,270768.361682979
1603Veh,180.915649414063,102825.811021193,273350.648812848,286573.011077025,275223.226336517
1603Veh,182.530967712402,104670.1834287,277880.470579368,291345.374638178,279699.05892151
1603Veh,184.146286010742,106530.950257607,282015.137681149,295751.452391666,283858.277953312
1603Veh,185.761604309082,108408.111507915,286284.735644061,300240.179080365,288071.096048619
1603Veh,187.376922607422,110301.667179622,290814.557410581,304981.076135844,292506.668684351
1603Veh,188.992240905762,112211.617272729,295286.551665187,309695.216483389,296930.247200222
1603Veh,190.607559204102,114137.961787236,299613.977140012,314236.973934544,301176.006589393
1603Veh,192.222877502441,116080.700723144,304191.988499793,319099.674179255,305735.98671371
1603Veh,193.838195800781,118039.834080451,308760.818559741,323793.686036013,310131.210739322
1603Veh,195.453514099121,120015.361859159,312803.10188967,328131.95143096,314211.599173791
1603Veh,197.068832397461,122007.284059267,317140.238170787,332872.812082506,318665.781167073
1603Veh,198.684150695801,124015.600680774,321844.459369931,337844.422282753,323308.339794017
1603Veh,200.299468994141,126040.311723682,326539.158387679,342750.819739374,327864.019413346
1603Veh,201.91478729248,128081.41718799,331300.949457005,347988.674018398,332769.940677584
1603Veh,203.53010559082,130138.917073698,336054.881437495,352814.049944442,337269.716844572
1603Veh,205.14542388916,132212.811380806,340819.253443873,357870.519180591,341991.690829352
1603Veh,206.7607421875,134303.100109314,345407.167227792,362817.882405212,346615.666451378
1603Veh,208.37606048584,136409.783259222,350458.966029514,368127.19871067,351579.155630696
1603Veh,209.99137878418,138532.86083053,354966.382119168,373068.730514264,356213.653845107
1603Veh,211.60669708252,140672.332823238,359452.058586482,377914.843105448,360736.993677347
1603Veh,213.222015380859,142828.199237346,364317.38662742,382815.641581214,365316.810309998
1603Veh,214.837333679199,145000.460072854,369041.34111111,388159.369370055,370311.622648002
1603Veh,216.452651977539,147189.115329763,373955.695822331,393375.593465979,375164.204351013
1603Veh,218.067970275879,149394.165008071,378187.775935818,397912.292307584,379393.085843377
1603Veh,219.683288574219,151615.60910778,382953.810082315,402955.717440475,384085.017565402
1603Veh,221.298606872559,153853.447628888,387591.299739384,407921.015867476,388696.213117398
1603Veh,222.913925170898,156107.680571397,391977.475579965,412830.382723541,393250.026846592
1603Veh,224.529243469238,158378.307935306,396716.241815593,418114.427474246,398173.926668687
1603Veh,226.144561767578,160665.329720614,401938.653204656,423294.414531942,402953.565944869
1603Veh,227.759880065918,162968.745927323,406689.795106626,428322.05825978,407620.338334297
1603Veh,229.375198364258,165288.556555432,412318.469070403,433577.697710928,412492.506638601
1603Veh,230.990516662598,167624.761604941,417225.834854491,438746.197883359,417279.407752536
1603Veh,232.605834960938,169977.36107585,422501.500686641,443984.125974016,422151.234562678
1603Veh,234.221153259277,172346.354968159,426974.886132247,449127.625803897,426919.550860051
1603Veh,235.836471557617,174731.743281868,431378.519448798,454609.726658162,432027.615042654
1603Veh,237.451789855957,177133.526016977,436545.198467551,460458.787301873,437483.785170835
1603Veh,239.067108154297,179551.703173487,441807.688701469,466136.542523931,442776.276982069
1603Veh,240.682426452637,181986.274751396,447180.862286387,471828.080687108,448055.169395749
1603Veh,242.297744750977,184437.240750705,452384.523707003,477099.719100528,452948.69341415
1603Veh,243.913063049316,186904.601171415,457988.930908008,483067.770403179,458455.420179357
1603Veh,245.528381347656,189388.356013524,463190.14334635,488612.197655362,463581.277385149
1603Veh,247.143699645996,191888.505277034,468512.064888108,494201.406701313,468766.451648299
1603Veh,248.759017944336,194405.048961943,473611.392289472,499680.6014783,473852.121825786
1603Veh,250.374336242676,196937.987068253,479003.552353489,505457.395591518,479192.236623096
1603Veh,251.989654541016,199487.319595963,484345.224027393,511177.687555559,484490.893595998
1603Veh,253.604972839355,202053.046545073,489767.677125478,517015.074667772,489880.050762633
1603Veh,255.220291137695,204635.167915583,494937.688272999,522660.231743502,495121.899968875
1603Veh,256.835609436035,207233.683707492,500077.406386453,528222.775958452,500276.581007202
1603Veh,258.450927734375,209848.593920802,507050.780031434,534796.698222634,506362.378055275
1603Veh,260.066246032715,212479.898555512,512266.869709683,540399.341846549,511553.722252023
1603Veh,261.681564331055,215127.597611623,517243.567214116,546231.926364237,516930.067202528
1603Veh,263.296882629395,217791.691089133,522734.323891396,552201.247573724,522464.245957369
1603Veh,264.912200927734,220472.178988043,528347.550977834,558422.377071047,528255.310093601
1603Veh,266.527519226074,223169.061308353,534062.836738571,564625.485273331,533987.120186345
1603Veh,268.142837524414,225882.338050064,539849.563571317,570802.026537061,539679.680086473
1603Veh,269.758155822754,228612.009213174,545600.195592061,576570.540315207,544992.106813937
1603Veh,271.373474121094,231358.074797685,551284.808978411,582663.284821351,550597.190411625
1603Veh,272.988792419434,234120.534803595,556912.603348648,589103.009317739,556498.430956629
1603Veh,274.604110717773,236899.389230906,562402.555262188,595088.723419088,562019.270089682
1603Veh,276.219429016113,239694.638079617,567912.992070927,600979.605084682,567421.123947432
1603Veh,277.834747314453,242506.281349727,572821.441434284,606910.065505734,572880.321479244
1603Veh,279.450065612793,245334.319041238,578741.943918926,613155.107188151,578573.628922052
1603Veh,281.065383911133,248178.751154149,584631.663894981,619625.920591987,584538.465036836
1603Veh,282.680702209473,251039.57768846,589977.55955269,625264.938344994,589670.711800871
1603Veh,284.296020507813,253916.798644171,595651.801968646,631406.08049733,595304.811883505
1603Veh,285.911338806152,256810.414021282,600906.789570424,637647.935206898,601038.920141857
1603Veh,287.526657104492,259720.423819793,606509.003130859,643819.466753735,606728.137335247
1603Veh,289.141975402832,262646.828039704,611638.55452066,650009.128510131,612403.657517186
1603Veh,290.757293701172,265589.626681016,617518.605276301,656324.253054434,618171.51846072
1603Veh,292.372611999512,268548.819743727,622532.859108133,662209.769069913,623547.542910853
1603Veh,293.987930297852,271524.407227838,628402.890873222,668587.50106513,629371.783727923
1603Veh,295.603248596191,274516.38913335,634025.329031347,674664.52246613,634930.142591652
1603Veh,297.218566894531,277524.765460261,639792.196793535,680870.662903546,640600.741251726
1603Veh,298.833885192871,280549.536208573,645497.166153982,687158.417042926,646379.299014602
1603Veh,300.449203491211,283590.701378284,651439.226167751,693626.629986841,652257.693435493
1603Veh,302.064521789551,286648.260969396,656460.621536231,699793.715241645,657893.5182438
1603Veh,303.679840087891,289722.214981908,662269.091303937,706290.359202053,663859.17604894
1603Veh,305.295158386231,292812.56341582,668377.820649652,712933.576639987,669917.105960374
1603Veh,306.91047668457,295919.306271132,674113.813967493,719155.247454528,675584.275195194
1603Veh,308.52579498291,299042.443547844,679828.045525323,725258.945826407,681183.024099536
1603Veh,310.14111328125,302181.975245956,686010.945575574,731983.867363669,687303.925405963
1603Veh,311.75643157959,305337.901365468,691227.442760829,737779.45042851,692610.178922378
1603Veh,313.37174987793,308510.22190638,696641.377090545,743733.125869462,698021.034260017
1603Veh,314.98706817627,311698.936868692,703000.969283789,749994.030373717,703742.360913458
1603Veh,316.602386474609,314904.046252404,708591.330765602,756280.76481627,709502.758909774
1603Veh,318.217704772949,318125.550057516,714494.002944724,762782.981220776,715425.032214151
1603Veh,319.833023071289,321363.448284029,719927.848134864,769369.254878477,721432.45463344
1603Veh,321.448341369629,324617.740931941,725455.405531197,775485.908717241,727007.949754534
1603Veh,323.063659667969,327888.428001254,731911.175395971,782470.809692782,733334.584483113
1603Veh,324.678977966309,331175.509491966,738726.853466086,789324.607932452,739570.692272365
1603Veh,326.294296264648,334478.985404079,745014.814616054,796504.467641097,746079.341533274
1603Veh,327.909614562988,337798.855737592,751045.281576832,803245.937479039,752264.254282769
1603Veh,329.524932861328,341135.120492504,757754.268458065,810035.581533497,758459.452228547
1603Veh,331.140251159668,344487.779668817,764058.975954716,817003.485974957,764785.857137503
1603Veh,332.755569458008,347856.83326653,770393.10404737,823969.276101196,771081.926452529
1603Veh,334.370887756348,351242.281285643,777384.506450246,831199.934882159,777604.239080528
1603Veh,335.986206054688,354644.123726156,782283.714812844,838087.781948931,783885.561902426
1603Veh,337.601524353027,358062.360588069,787785.215908855,844979.471091836,790154.352066487
1603Veh,339.216842651367,361496.991871382,793989.169225342,851803.413338012,796343.851239148
1603Veh,340.832160949707,364948.017576096,799522.713069041,858666.074668025,802568.329786616
1603Veh,342.447479248047,368415.437702209,807203.842836656,865376.648333836,808715.802914506
1603Veh,344.062797546387,371899.252249722,813197.400937804,872027.384001593,814763.951532398
1603Veh,345.678115844727,375399.461218635,819629.773114214,879192.083673779,821288.438234062
1603Veh,347.293434143066,378916.064608949,825799.81668223,885896.641019853,827349.762926902
1603Veh,348.908752441406,382449.062420662,832347.575508216,892833.261187633,833635.083601849
1603Veh,350.524070739746,385998.454653776,838696.699351441,899741.407156898,839846.165838848
1603Veh,352.139389038086,389564.24130829,845313.366838025,906510.858689676,846056.039261269
1603Veh,353.754707336426,393146.422384203,851351.550099369,913219.582570861,852182.127036999
1603Veh,355.370025634766,396744.997881517,857486.602610894,919935.106877955,858246.990375649
1603Veh,356.985343933106,400359.967800231,863699.602212831,926614.939668077,864227.835292431
1603Veh,358.600662231445,403991.332140345,870614.125628467,934189.364295706,871038.979133817
1603Veh,360.215980529785,407639.090901859,876387.114265719,941200.940232395,877343.562130874
1603Veh,361.831298828125,411303.244084773,883044.123248396,948698.198470876,884150.280429238
1603Veh,363.446617126465,414983.791689087,889203.209607978,955558.18236111,890352.642554993
1603Veh,365.061935424805,418680.733714801,895199.929894811,962270.100570851,896425.217497986
1603Veh,366.677253723145,422394.070161915,901767.981576909,969422.496481782,902841.45341978
1603Veh,368.292572021484,426123.80103043,906357.231584132,976314.23855617,909033.080075721
1603Veh,369.907890319824,429869.926320344,912482.455616882,983048.053223507,915058.453152331
1603Veh,371.523208618164,433632.446031658,918401.617406975,989657.964997081,921040.195160334
1603Veh,373.138526916504,437411.360164373,923693.295415214,996407.845558369,927143.182651907
1603Veh,374.753845214844,441206.668718487,930016.847085301,1002768.5115961,932846.420956721
1603Veh,376.369163513184,445018.371694002,936997.930395401,1009895.68546747,939309.872541266
1603Veh,377.984481811523,448846.469090916,943553.805010954,1017277.75782014,945971.233858265
1603Veh,379.599800109863,452690.960909231,949811.821396257,1024524.04928426,952570.765485782
1603Veh,381.215118408203,456551.847148946,956125.218457536,1031959.1513398,959365.116652031
1603Veh,382.830436706543,460429.127810061,963086.687716558,1039484.76960191,966099.207109521
1603Veh,384.445755004883,464322.802892576,971019.252113653,1046984.65199767,972852.367563957
1603Veh,386.061073303223,468232.872396491,976755.731710932,1054382.23134711,979462.036549014
1603Veh,387.676391601563,472159.336321806,982648.877430175,1061835.36853751,986154.599065062
1603Veh,389.291709899902,476102.194668521,989381.953805838,1069378.82162898,992889.319370737
1603Veh,390.907028198242,480061.447436636,996196.720981772,1077102.08004751,999821.79067135
1603Veh,392.522346496582,484037.094626151,1002519.74074874,1084461.21380374,1006463.28112283
1603Veh,394.137664794922,488029.136237066,1008928.65726842,1091288.52619709,1012614.07862738
1603Veh,395.752983093262,492037.572269382,1015118.33433736,1098195.63599339,1018814.64508755
1603Veh,397.368301391602,496062.402723097,1021872.76296369,1105834.34271893,1025679.97713139
1603Veh,398.983619689941,500103.627598212,1029023.05447374,1113636.57058137,1032714.72087695
1603Veh,400.598937988281,504161.246894728,1035802.1756038,1121387.84936058,1039686.04274843
1603Veh,402.214256286621,508235.260612644,1043028.31148178,1128619.894916,1046237.72201862
1603Veh,403.829574584961,512325.668751959,1047946.59986611,1136208.11291214,1053047.29667444
1603Veh,405.444892883301,516432.471312675,1054498.85655215,1144114.68606913,1060176.82469838
1603Veh,407.060211181641,520555.668294791,1060070.74384238,1151589.11291098,1066989.1749363
1603Veh,408.675529479981,524695.259698306,1064379.79090884,1159500.69907953,1074064.72858128
1603Veh,410.29084777832,528851.245523222,1071362.57956007,1167567.90702199,1081332.08247177
1603Veh,411.90616607666,533023.625769538,1077949.07860233,1175121.26586305,1088087.82130305
1603Veh,413.521484375,537212.400437254,1084481.25780201,1182779.76887993,1094997.96232038
1603Veh,415.13680267334,541417.56952637,1091724.128211,1189788.65507398,1101276.02094658
1603Veh,416.75212097168,545639.133036887,1098720.03715217,1197103.00935505,1107848.57675928
1603Veh,418.36743927002,549877.090968803,1105157.00869124,1204539.77673721,1114565.65544162
1603Veh,419.982757568359,554131.443322119,1112024.66367869,1212476.56853865,1121739.65712822
1603Veh,421.598075866699,558402.190096835,1118973.79931852,1220620.25735258,1129086.25589281
1603Veh,423.213394165039,562689.331292952,1125503.8916032,1228302.88440655,1136028.39257612
1603Veh,424.828712463379,566992.866910468,1132080.54426066,1236083.93232173,1143052.71733614
1603Veh,426.444030761719,571312.796949385,1139511.34220602,1244238.2298396,1150360.25833462
1603Veh,428.059349060059,575649.121409701,1145938.12272472,1251526.75272243,1156861.30709879
1603Veh,429.674667358399,580001.840291418,1150572.34385321,1258588.49049226,1163135.77347451
1603Veh,431.289985656738,584370.953594535,1155565.19557456,1266470.75234137,1170198.86215756
1603Veh,432.905303955078,588756.461319051,1161249.63583433,1274150.69161096,1177130.64899749
1603Veh,434.520622253418,593158.363464968,1167658.75258248,1281614.42076748,1183862.54407845
1603Veh,436.135940551758,597576.660032285,1174573.54276214,1289276.20617042,1190657.46564569
1603Veh,437.751258850098,602011.351021002,1181632.3728099,1297322.10206633,1197895.04614973
1603Veh,439.366577148438,606462.436431119,1189609.4589869,1305502.17534893,1205244.08543996
1603Veh,440.981895446777,610929.916262636,1197044.0734516,1314311.23403677,1213227.71005133
1603Veh,442.597213745117,615413.790515553,1204146.67961483,1322516.14839921,1220595.42781718
1603Veh,444.212532043457,619914.059189871,1211997.04400558,1330503.32238742,1227752.77517471
1603Veh,445.827850341797,624430.722285588,1216460.98930824,1338751.90209207,1235184.03121736
1603Veh,447.443168640137,628963.779802705,1224976.24805127,1346751.20300006,1242291.9870645
1603Veh,449.058486938477,633513.231741223,1231115.77771301,1354571.10339191,1249307.49302525
1603Veh,450.673805236816,638079.07810114,1237839.64331388,1362183.12190517,1256075.86321774
1603Veh,452.289123535156,642661.318882458,1245235.89547483,1370626.40120582,1263603.88719283
1603Veh,453.904441833496,647259.954085175,1249770.56143574,1378382.89262298,1270632.61031755
1603Veh,455.519760131836,651874.983709293,1257724.59430899,1386365.80414212,1277879.87149931
1603Veh,457.135078430176,656506.40775481,1264119.4975623,1394184.33698567,1284973.45992781
1603Veh,458.750396728516,661154.226221728,1271772.16832668,1402613.04102424,1292416.06767507
1603Veh,460.365715026856,665818.439110046,1277408.83780104,1410765.07905221,1299746.76142933
1603Veh,461.981033325195,670499.046419764,1284467.91408697,1418765.24050363,1306923.42208134
1603Veh,463.596351623535,675196.048150882,1291593.78101418,1427005.71572007,1314239.79601408
1603Veh,465.211669921875,679909.4443034,1299157.41451031,1435523.86889411,1321837.42946371
1603Veh,466.826988220215,684639.234877318,1306295.44161999,1443435.50279233,1328815.19455865
1603Veh,468.442306518555,689385.419872636,1312720.53905745,1451942.4238816,1336482.18872437
1603Veh,470.057624816895,694147.999289354,1319751.66418254,1460134.63332847,1343868.22017107
1603Veh,471.672943115234,698926.973127473,1326648.38978484,1468147.95820215,1350952.73833425
1603Veh,473.288261413574,703722.341386991,1331760.76291565,1476534.70999825,1358536.17096191
1603Veh,474.903579711914,708534.104067909,1336405.64298119,1484081.8575272,1365413.42019481
1603Veh,476.518898010254,713362.261170228,1343677.3791125,1492650.25667311,1373093.69450622
1603Veh,478.134216308594,718206.812693946,1350276.72868372,1500539.67573885,1380169.53677045
1603Veh,479.749534606934,723067.758639065,1357137.5619172,1508549.03816371,1387354.94567411
1603Veh,481.364852905274,727945.099005584,1363170.52667497,1516449.19594226,1394432.04977182
1603Veh,482.980171203613,732838.833793502,1371267.50989188,1525805.77078024,1402841.52203246
1603Veh,484.595489501953,737748.963002821,1378765.58577425,1534119.19838636,1410331.62065122
1603Veh,486.210807800293,742675.48663354,1385628.04160307,1542765.30421378,1418055.46970583
1603Veh,487.826126098633,747618.404685659,1391418.07003895,1550887.18922415,1425306.98588192
1603Veh,489.441444396973,752577.717159178,1398679.35403405,1559076.3289557,1432608.39602028
1603Veh,491.056762695313,757553.424054097,1407389.11858145,1567659.01957449,1440284.93219605
1603Veh,492.672080993652,762545.525370416,1414112.23375089,1575683.3882112,1447506.67672018
1603Veh,494.287399291992,767554.021108135,1423915.28476713,1584154.84275961,1455082.32086467
1603Veh,495.902717590332,772578.911267254,1430914.90440669,1592059.47127264,1462101.80412661
1603Veh,497.518035888672,777620.195847774,1438197.07749958,1600583.52596809,1469772.82222667
1603Veh,499.133354187012,782677.874849693,1446495.06034073,1608639.90885468,1476930.16451435
