"","gene_name","module","color","kME_pink","kME_blue","kME_grey","kME_yellow","kME_turquoise","kME_brown","kME_red","kME_black","kME_greenyellow","kME_green","kME_purple","kME_magenta"
"BX284613.2","BX284613.2","turquoise","turquoise",-0.0203078716471465,0.0872641020978933,0.11329733060312,-0.0648161768206581,0.186874705197231,-0.109529541741833,-0.0255772536026628,-0.018956285113558,-0.0473498510724534,0.0520209089113999,0.0197748928510314,0.0132000682939288
"ROBO1","ROBO1","brown","brown",-0.120263675382047,-0.105477789361114,-0.129334696382941,0.143032033843935,-0.284793463113288,0.489228514030054,0.156461014227445,-0.0637562254206393,0.00413782079084712,-0.00602213534746958,0.11602978607873,-0.174380428371696
"FMNL2","FMNL2","brown","brown",-0.066236744024876,-0.0591451094088696,-0.0395463911719965,-0.101833395105612,-0.158361535943111,0.313210999967618,-0.011838528042458,-0.0089900085501572,0.14095033749683,0.0166887102854996,0.00558920617180686,-0.180545697399822
"MEOX2","MEOX2","turquoise","turquoise",0.0159346653011806,0.0142984639397322,0.177238662218114,-0.087135286873456,0.361041924674925,-0.333312568011246,-0.210055855481393,0.154897406552448,0.0197927085364598,0.143961544276619,-0.137334578574382,0.032604691854133
"EFNB2","EFNB2","yellow","yellow",0.0298835806323905,0.0718198860297253,-0.0725453141349567,0.314090189692027,-0.051334997073245,0.00601186459414207,0.0407488227608917,-0.00507276614865211,-0.0401954710897462,-0.0914705012376135,-0.0301772050011534,0.0380689550335437
"AMPD1","AMPD1","blue","blue",-0.0063840026052419,0.141097725473608,0.0439779418385067,-0.012534738512341,0.0683683549233312,-0.0555977909953437,-0.0258922243675248,-0.00390962422651091,0.0258264583544779,-0.00658598441382322,-0.0303956843353504,-0.0250409956695362
"ENOX1","ENOX1","green","green",-0.0430309455831119,-0.0118702796672773,0.0649309128436496,0.00773960965869795,0.117128979854664,0.000436794166750074,0.00281957745189697,0.0625047507832507,-0.142326755982731,0.26386360603642,0.200867320508649,0.0371046585566994
"KCNMA1","KCNMA1","black","black",0.0751407828492015,-0.0334960254422984,-0.157268509177923,0.202292503725944,-0.0728071233728159,-0.0449219472704572,-0.140105681696125,0.559445428589779,-0.00284478626677812,0.108470427773852,-0.13906206247252,-0.064108286067984
"CADM1","CADM1","black","black",0.0745493743881297,-0.0544788891878216,-0.212905659751403,0.202468492361923,-0.0730203957076019,-0.0790977892178392,-0.143561200879291,0.502126276468987,-0.0468338937012804,0.0562638208927878,-0.142007024078409,-0.0434783904240519
"SEMA3A","SEMA3A","yellow","yellow",0.0603354924149891,-0.0214594439308892,-0.246176099525571,0.641826012408648,-0.116967088396236,-0.00401570932882899,-0.118289197618248,0.0701181124627496,-0.0518938191114736,-0.0488156395578352,-0.159206372083399,-0.0777669960717836
"COL5A2","COL5A2","green","green",-0.0306000616769741,-0.0729755437761491,0.0980514181755619,0.0753661999935183,0.25288275949608,-0.182878661750635,-0.166789790610524,0.112436328234657,-0.113165791825764,0.421050457035365,0.119013806864719,0.0713477233018467
"CDK6","CDK6","yellow","yellow",0.0151656598783258,0.0144143101466569,-0.107389869251173,0.369808176947481,-0.00855538003253255,-0.00484728525077404,-0.116406778645338,0.0456230302661986,0.0794471407674687,0.0167398065312116,-0.113000887271143,-0.0717865163726834
"PKD1L1","PKD1L1","blue","blue",0.00966279632753447,0.222550282159695,0.0169339131242765,0.0319748248038102,-0.00122178623412468,0.0116871287755013,0.0356160495275285,0.00315554963712703,0.00779828822079864,-0.0492710143082514,-0.0350472041401906,-0.054142576421414
"LINC01060","LINC01060","yellow","yellow",0.0447627669674536,-0.0253967312974231,-0.239679041691472,0.577683391650991,-0.147905367512247,0.0427615020349317,-0.117948503552354,0.061480570414232,-0.000736900747401727,-0.0253351308952982,-0.153814088741002,-0.100719891296785
"CYP7B1","CYP7B1","brown","brown",-0.0381838090480626,-0.0352525728874031,0.0243619180924914,-0.00446766895223588,-0.0265065160790355,0.106574549091835,0.0679356710387851,0.000358924874378179,-0.0901771673432675,0.117522366231743,0.112040678564544,-0.00649342868572407
"TSPAN5","TSPAN5","black","black",0.0231606372207812,-0.029475132845913,-0.087174001780092,0.130946795930247,-0.0200572378561307,-0.0238864210897562,-0.087258732498574,0.384679203805426,-0.0360188521623426,0.0998065040058052,-0.0459339314598132,-0.0244069703198991
"LNCAROD","LNCAROD","pink","pink",0.118871879529576,-0.00708372355007712,-0.0227775440514867,-0.00116411235126322,-0.00425912667608912,-0.0254825460191215,-0.0168348727719841,0.060070043057447,-0.0131490717083937,0.00196236499953245,-0.0203438658294505,0.00440306000096974
"AC104041.1","AC104041.1","blue","blue",-0.0173463527924482,0.0862543213691536,0.02134342882863,-0.0112063075775797,0.0131632028556019,0.021502959504346,0.0766364880443688,-0.0251612911102414,0.0136133885508415,-0.0803503599196445,-0.0155903522646461,-0.0172842008348601
"EPHA6","EPHA6","yellow","yellow",0.00595341481567794,0.056441026761415,-0.0974689248635285,0.210776261533126,-0.0930953938390334,0.0628883582384874,0.00890688365306031,0.048738905062867,0.0133278256546394,-0.135220095901594,-0.143898888363346,-0.0841669977097794
"KIAA1217","KIAA1217","yellow","yellow",0.0276647525725724,0.0132013729372544,-0.158054573121555,0.29796171814821,-0.0966659088350254,0.137833807949022,-0.0780269713718059,-0.0420124708243593,0.0563768183824157,-0.157305382268311,-0.176401679412024,-0.183733876433734
"CMSS1","CMSS1","brown","brown",-0.0298412576950562,-0.0125470794972226,-0.112450740412995,0.125528955926749,-0.19179999083098,0.266168427818944,0.0691953940160353,-0.0611040115044101,-0.0628363321023719,-0.142448388727706,0.00735714854636832,-0.115483659014764
"MEF2C","MEF2C","pink","pink",0.510727364580156,-0.0464824623673678,-0.0820729082164572,0.00173965152789387,-0.0268468268103545,-0.0820943594845512,-0.0895274858887932,0.0195329080263591,-0.0651762925279675,0.0149484892617592,-0.0359590769052734,-0.00778370830355585
"AFF3","AFF3","green","green",-0.0142071522245369,0.0711576362832447,0.177059083284263,-0.135371671370113,0.317924812847221,-0.243042942067072,-0.0920587211507742,0.21140353852639,-0.149480636980074,0.303061396783008,0.0790277678491784,0.0978572271933901
"AC022509.2","AC022509.2","brown","brown",-0.0190773004522965,0.0592462618836814,-0.0247289097581018,0.0135535279697032,-0.0500773488388938,0.106960293891972,0.00370772760054284,-0.000468063075836039,0.00155193921883808,0.0114917009889314,-0.0217705382405815,-0.075719295409985
"CRLF2","CRLF2","pink","pink",0.0970899630891182,-0.00502604752212121,-0.0216992385301542,0.00106014428322145,-0.00816725743249115,-0.0138594650897463,-0.0111454177948512,0.0447626316027255,-0.0119244006752593,-0.00259573669256901,-0.00597310500265102,-0.00362326977234759
"CD36","CD36","turquoise","turquoise",0.211903491738174,-0.00337439993903253,0.0483475605781501,-0.0459066293602665,0.13453364666536,-0.0988767525114048,-0.0483111238914261,-0.0212595204838889,-0.0904568453866966,0.0079639108650693,0.0428775379098398,0.0547074907811932
"CDH17","CDH17","blue","blue",0.00671825172915477,0.306710099491392,0.0502492430907895,0.0260922041902996,0.0916994667963063,-0.0977729056596903,-0.0498228414703392,0.020778313569796,0.0315025183629074,0.0285178743209826,-0.0707874084796368,-0.0583690200413772
"CCDC181","CCDC181","blue","blue",-0.0196704772674451,0.194118389089227,0.0683965599699362,-0.0156590387282452,0.0617465399332178,-0.0335846051498927,0.0358245117500802,0.00607403580762642,-0.0159300188563653,0.0209903877963266,0.03274414814173,0.0461571872201861
"CSGALNACT1","CSGALNACT1","yellow","yellow",0.0277303464191798,-0.028277546548992,-0.135449385795595,0.514891023391448,0.0111117806073181,-0.0696415613628571,-0.0975163109673633,0.0509922991686845,-0.12622299552149,0.00908647837207658,-0.067823456453935,0.00463950779063712
"IGFBP7","IGFBP7","green","green",0.0116646357294173,-0.0937497651705343,0.214841605223448,-0.222355874212735,0.0275347598690893,-0.0449925164498906,0.1144420509804,-0.0165660601318065,-0.253411528062375,0.314317607192041,0.321507926098951,0.173279626746129
"COL11A1","COL11A1","black","black",0.0220012698756076,0.0552623909003176,0.0101532479126802,-0.0203127428461805,0.0503857855794578,-0.0889008190672766,-0.0229824883244738,0.45214282481799,-0.0344583190187911,0.0642027762284349,-0.0691903132254223,-0.0097439868188614
"PAWR","PAWR","brown","brown",-0.0535106826608731,-0.0497506665704159,0.00364014793419274,-0.0352094566077204,-0.119818189662826,0.206412798237786,0.120020948090768,-0.0301362635331631,-0.0583349508327255,0.0107719409854311,0.11433670849289,-0.0428590248532674
"LINC02664","LINC02664","blue","blue",-0.0222637669334639,0.104002605122677,0.0762496957537804,-0.0369761846800917,0.0896651199212867,-0.0413141814645252,0.0125612996726307,-0.00217323343900144,0.0450051163407714,-0.00757175528508792,-0.0184197774540876,-0.0104622270193389
"FLI1","FLI1","purple","purple",0.0114837024784002,0.0549556943357517,0.0722973459129592,-0.0619162705286464,0.033319086869474,0.00182807268544772,0.170330582260306,-0.023112347066072,-0.0592040167798476,-0.0217719077510597,0.189644410892883,0.091867165520283
"TCF7L2","TCF7L2","magenta","magenta",0.00633404596562048,0.0537979770955596,0.138514867625548,-0.00516951101991009,0.254178576872041,-0.252674982813359,0.0593122239116215,-0.0846937336316238,-0.035755143560982,-0.0397207934137503,0.0351134164496452,0.210800688729996
"AC078923.1","AC078923.1","blue","blue",0.0110889143605648,0.382654918552571,-0.0259236061443357,0.178847348683139,0.00793087623943441,-0.0479695704814759,-0.0357786548375245,0.0330818203716995,0.01479315791825,-0.00772028408658215,-0.0889931265435536,-0.0889872391574287
"CATSPERB","CATSPERB","blue","blue",-0.0374714824272725,0.464519242449396,0.183635166852913,-0.0851370515914138,0.209850535656714,-0.120247051174419,0.0794886064654519,-0.0441972041349619,-0.0370975245417886,-0.037647293327837,0.0327012821074309,-0.0243338634480762
"TANC1","TANC1","pink","pink",0.310895537458951,0.0304270287709481,-0.0713311177563757,0.0615251181674183,-0.0753215671383935,0.0234979836603753,0.0592428431634948,0.0080780846050501,-0.00451681113345931,-0.0493919521149473,-0.028740199228491,-0.0148882707005541
"IGFBP6","IGFBP6","greenyellow","greenyellow",-0.0739319592261197,-0.0124970808863877,0.20324961797402,-0.147768773232969,-0.0525501574218768,-0.00980266750668791,-0.0272927120770668,-0.0358466964207498,0.436473489791927,0.0530405524916398,-0.0625434753612952,0.0478885387130923
"ADAMTS1","ADAMTS1","brown","brown",0.0503753271370513,0.0096977234414083,-0.0140375571870175,0.0468649890422433,-0.0907036484950453,0.0883566033590311,0.129084956667775,-0.0505356580466955,-0.023383500690609,-0.0527419651905484,0.0553835977894051,0.070569227949034
"APBB1IP","APBB1IP","greenyellow","greenyellow",-0.0114261713194114,0.0483362863636833,0.00561877785800025,0.126723403868984,0.02263961388842,-0.000837509875420471,-0.0955379625802808,-0.00422282907457092,0.272702998704968,-0.0462572818144487,-0.15609202291717,-0.100312525365729
"PDGFD","PDGFD","turquoise","turquoise",-0.0382713743964974,0.0216392908640124,0.152958474789438,-0.0188956228055333,0.246499252654635,-0.171152076786932,-0.139003523244438,-0.0215557388675184,0.19926540077728,0.0858699021737611,-0.0615886709517349,0.0472924293660806
"XIRP1","XIRP1","brown","brown",-0.00197989752334449,-0.0152951276633592,-0.00911496173284235,-0.00279656162269906,-0.0398950095919912,0.0550633767773739,0.0178127128392161,-0.00390709302521142,-0.0173723461526752,0.0232448118816076,0.0311819021943438,-0.0167175635370394
"RORB","RORB","brown","brown",-0.0232760951255619,0.00686135287064987,-0.0272377381536397,-0.00896294783652707,-0.0730204034338417,0.0896278100177267,0.0861267410866987,-0.00322917412887816,0.0102887044192918,-0.0418874180543974,0.00941897984009438,-0.00494137713612965
"CERS6","CERS6","yellow","yellow",0.0199867297768153,-0.01972023695625,-0.0947434923671069,0.266605445511114,-0.0574726741617942,0.0333526712970545,-0.067322782817306,0.120322775565697,-0.0231025480262724,0.025391590576558,-0.0505056260631979,-0.0445550657139218
"SCN7A","SCN7A","turquoise","turquoise",-0.0359983238777755,-0.0778590861870775,0.3206369813171,-0.199130482891307,0.521844623127272,-0.342797185758857,-0.118706589643345,-0.0956371897390675,-0.261060447563516,0.318509981732179,0.319321631270014,0.239780691048475
"HLA-DRB1","HLA-DRB1","pink","pink",0.353319563348429,-0.0444138175442434,-0.0984400061512669,0.019945651798399,-0.0396555235338263,-0.0644126714651351,-0.0798282170670319,0.0943326273050557,-0.0500878095829038,0.0455199949631695,-0.0477270580196837,-0.0037074713996432
"AQP1","AQP1","yellow","yellow",0.0466620976297126,-0.0165576656324202,-0.157021787470324,0.423244302732968,-0.0868400227509906,-0.0133168078043774,-0.0999972868216235,0.086732761207351,0.00158556105660279,0.0194604645087485,-0.125815794036752,-0.0630269829965849
"DDAH1","DDAH1","yellow","yellow",0.000478645936713116,0.0557685389425991,-0.051282442537737,0.19482751389169,-0.00692602539861105,-0.008686444487219,-0.0595769117552202,0.173450710541808,-0.012273048615627,0.0717006305015829,-0.058249173655482,-0.0346807715483454
"GPRC5A","GPRC5A","brown","brown",-0.0965238587812932,-0.135745262742524,-0.226727979493765,0.155660055862403,-0.509160808766138,0.591079716533136,0.243154299986235,-0.0877964957875296,0.0770543390786527,-0.183778996225,0.0748316667459252,-0.158788965168046
"STXBP6","STXBP6","turquoise","turquoise",-0.0579743261097039,0.0726012402176535,0.186220882601218,-0.0947777850385181,0.254112613476275,-0.130328751330927,-0.0450226154882667,-0.048749030620646,0.0681746359287891,0.0090086783383322,0.00957882874671489,0.0314627648124292
"PBX4","PBX4","blue","blue",-0.000193699367399821,0.107835709932561,0.0109627746513389,0.0284194294482662,0.0134038901753259,-0.0207436128928853,-0.0120698718764054,0.0226660701485212,0.0235425885151632,0.00399392219460643,-0.0436579085102383,-0.0249389556803695
"MAML2","MAML2","yellow","yellow",0.0201560369603431,0.0305643555018627,-0.0413383471694992,0.14342481495929,0.0520655083451725,-0.0361392724384809,-0.0354294475057339,0.0823947960905429,-0.101207288335605,-0.00469186082031114,-0.0639614812826516,-0.027273103378382
"AC098617.1","AC098617.1","blue","blue",-0.00449066870521908,0.244684522818715,0.0175389299527871,0.0248978634595727,0.00269391193625587,-0.0089175862734221,-0.0126419435105469,0.0103155576019385,-0.00048068829232425,0.0185742202993687,-0.0262048550750186,-0.0611822263157191
"AC007384.1","AC007384.1","blue","blue",0.0228338109852398,0.205523769552604,0.102657852550539,-0.0224950428411872,0.111354958155811,-0.0954857568802523,0.0413201173916866,0.00852237295973795,-0.019320030239294,-0.0101765035666675,0.0132682678872555,0.0593061035283704
"LIN7A","LIN7A","brown","brown",-0.0287543934259353,-0.0319583765610522,0.0257979791209263,-0.0136428720487762,-0.0150392978881928,0.069665849015189,0.0227037198378959,-0.0170794604947179,-0.0170836334658794,0.0108570674987398,0.0662779885162548,-0.0160267102563978
"TAF4B","TAF4B","brown","brown",-0.110528836412223,-0.103657474451706,-0.12870275739371,0.01109165251864,-0.365448363904249,0.524338252712606,0.255762111231795,-0.0994841087231501,-0.0135742904265887,-0.117264542443988,0.142649387798783,-0.110514703496618
"TNFSF8","TNFSF8","yellow","yellow",0.0141061910755745,0.0165815596668857,-0.0354443421052889,0.0697448772680915,-0.00521309403416183,-0.0179558241265047,-0.0202958722294852,0.0187750987638946,-0.0193377297948622,-0.00333730733239248,-0.0242250714257344,-0.00409722839976269
"ARHGAP31","ARHGAP31","brown","brown",0.0962742366147033,0.00577459875610445,-0.0418328063601034,0.00193861013138089,-0.0988729671966518,0.153977979355827,0.066714498953403,-0.0166495888852481,-0.0247273420037617,-0.00938129054111533,0.0251812996169327,-0.0790933123915201
"C3","C3","red","red",-0.11417032849133,0.0407303847885522,0.272460821512072,-0.250312544560667,0.00714396816657887,0.100287420476665,0.378136932532175,-0.191161533118157,-0.0372856883550903,-0.179805637585637,0.187586304344787,0.0961585408572738
"STOX2","STOX2","turquoise","turquoise",-0.0214880166157671,0.00948595130958266,0.0942273403169554,0.0819501719688442,0.177936769664661,-0.118399268590348,-0.0405590556684427,-0.00461506102052874,-0.059175372423825,0.0862996033187684,0.040729775232467,0.0899250638704038
"ENPP1","ENPP1","brown","brown",-0.0693385165240177,-0.0537987328414122,-0.105158693425948,0.165995914831622,-0.203551189101772,0.314429524013778,0.0343453347297991,-0.00362914182668473,0.167668824864736,-0.0148357342757337,0.0228859802078566,-0.124694270830216
"MX2","MX2","blue","blue",-0.0415107459267904,0.162394322598793,0.0511551752800745,-0.0548085700452036,-0.0398937207967362,0.113306268850199,0.180794428831627,-0.0482741963299071,0.0207878988934715,-0.103523390140313,0.0364886407771224,-0.0545308664611172
"AKNA","AKNA","red","red",-0.0189140217632117,0.0281804206742561,0.0537285877251186,-0.0297013518890765,0.00821232842952474,0.0421291882014522,0.105837415327618,5.29559727935222e-05,-0.0224241148327931,-0.00392045014009862,0.0710652661666424,0.0372237965961565
"BCR","BCR","brown","brown",-0.0139858117216532,0.0368389147479995,0.010288877157338,0.0307723356549138,-0.0394762209381349,0.0727242303743915,0.0674024971731396,-0.00807187983342943,0.0473609038593925,-0.0390178443666079,-0.0202084251040509,-0.0232633818049043
"KCNE1","KCNE1","blue","blue",-0.000625793538828634,0.277997173701301,0.0203841261221799,0.0416883125205623,0.0267592212073785,-0.0433956326310988,0.0012735470063253,0.00873045575959211,0.0187918657978672,-0.00858879262711966,-0.0360843568457074,-0.0392122519527719
"HLA-DPA1","HLA-DPA1","pink","pink",0.114265447071847,-0.0108032356306448,0.0309990480197683,-0.0279650337193033,0.00523839993605313,-0.0252550588810043,-0.028597416669984,0.0269713995712952,-0.0373148277125206,0.0480776528414686,0.0214350650258186,0.00864245288994086
"SERINC5","SERINC5","red","red",-0.0204498550548521,-0.034850894442472,0.0412229926992984,-0.0300687381424013,-0.0113140007642425,0.0415679910539029,0.158308973542843,0.00116710241050435,-0.0348199448757943,0.0775358080984357,0.168243420987102,0.105973089786315
"PLSCR2","PLSCR2","blue","blue",-0.0232767334712051,0.5804131968136,0.0590405706431646,0.0155212885287935,0.037739709407328,-0.0269869453358447,0.0604281158205784,-0.0115440476142092,0.0369199945216913,-0.049969345763992,-0.0527573707409266,-0.0944159379687575
"DUSP2","DUSP2","black","black",0.0708679469253152,-0.0132388248678081,-0.0126471179757166,-0.00367513174628032,0.000977598968487556,-0.022450139983227,-0.0307451075853669,0.157548548682045,-0.0136581935068569,0.0226536505616731,-0.0171874472556259,-2.89942633637598e-05
"TTTY14","TTTY14","purple","purple",-0.0387049249428631,0.00910843690457496,0.07405373929322,-0.0584661574597192,0.0827292025068403,-0.00798955555622064,0.11975490448389,-0.0244738437084182,-0.0225903890662316,-0.00431386163054092,0.141670367234142,0.0915845498030148
"IER3","IER3","brown","brown",-0.0258062380759789,-0.0514171914897622,-0.19908683578797,0.213214140504707,-0.413225811180827,0.423075138029376,0.175967508545398,-0.0136470315571789,0.183501246047894,-0.211603887016645,-0.166981251764465,-0.0564145369839618
"AC019117.2","AC019117.2","blue","blue",0.000284523524472353,0.157314045604428,0.0376212402636259,0.0226646592007475,0.0543470200686142,-0.0542040104918429,-0.0239017317090181,0.0032431600976758,0.063389016263,-0.00657594258985918,-0.054420048961684,-0.0203909708601614
"FAM110B","FAM110B","brown","brown",-0.0665343947169649,-0.0705594619863387,-0.117707654643112,0.23737439999355,-0.132285445094066,0.266387395221587,-0.0561730913996088,-0.0219329410569386,0.0368900867260135,0.045816744294523,-0.0148056499616707,-0.180119750823166
"RBM20","RBM20","black","black",0.0328542249937711,-0.0232273971693116,-0.0553781603180589,0.0122020183285018,0.0159760798163031,-0.065222907557163,-0.0810259265045528,0.545534831475292,-0.0203394671832998,0.0932808606667707,-0.0589859961273682,-0.00702665468765002
"AZIN1-AS1","AZIN1-AS1","blue","blue",-0.0244587053671578,0.15643877642614,0.0897329192907333,-0.0490415443207594,0.0978510259835045,-0.0688604132062192,0.0664239190444207,0.0091175255092625,-0.018443128926477,-0.0144831596806341,0.0117121346626925,0.0355502279188465
"MAPK9","MAPK9","blue","blue",-0.0224315522562888,0.485925776045018,0.0805468669705913,-0.0112940964269368,0.0784822051932144,-0.066739158713504,-0.00291516468868906,0.00879418333982359,0.105258223393041,-0.0506012662056082,-0.0904274268733422,-0.0870263183964636
"TNFSF15","TNFSF15","yellow","yellow",0.0285402040124709,-0.0109404276998991,-0.148699380017157,0.410851648537323,-0.0784290069627896,0.0124263868497184,-0.0664603460156768,0.0363978581391612,-0.0282318780487372,-0.0320452788882467,-0.0898453456755122,-0.0536560338350845
"DIAPH3","DIAPH3","yellow","yellow",-0.000542718934690851,0.00859907006525802,-0.00632431042933286,0.0575036837066029,-0.00525154173178533,-0.00143811401006898,0.00359176905381783,0.00968146361185399,-0.00970919239767542,-0.00203355290781976,-0.00918275144822059,-0.00379577031820145
"SVIL","SVIL","brown","brown",0.00726375051324375,0.0919926977753968,-0.0884696885144917,0.0443604616749353,-0.217204258719284,0.257338481569238,0.171239648349324,-0.0392914694633369,0.0118226017447328,-0.0967976838791448,0.0227871104275182,-0.126351695615053
"ADAMTSL3","ADAMTSL3","turquoise","turquoise",-0.0712626087027168,0.111993426919545,0.114498660799639,-0.00975848048396571,0.183349346189295,-0.0497735333114152,-0.0598933815314762,0.0112894243488144,0.136724177088651,0.108713054521192,-0.0436512675694652,-0.0280524252451348
"HES1","HES1","magenta","magenta",0.0226300724616978,0.00789233280239332,0.122817549259553,-0.0911881382982102,0.0793759543707066,-0.133307290954421,0.152584175125128,-0.0013927564087534,0.00175873227997528,0.0308538941291994,0.0985118861632907,0.379598640535756
"PKP4","PKP4","brown","brown",0.0133828795452356,-0.0395059089836022,-0.0721433265807554,-0.00427726024304611,-0.149033371428487,0.225836245622723,0.0529312678592191,-0.0435239360484696,-0.0241085732276445,-0.0639121239921212,0.00297711567288789,-0.120990824168124
"AHR","AHR","brown","brown",-0.00397724138460535,0.0276980034611689,-0.0559071613981304,0.155839511476089,-0.0835253235207911,0.103817954544683,-0.00770147144624459,-0.00468860481261938,0.103231005091281,-0.0397552673690587,-0.106187508049385,-0.0481001977518955
"SLC1A3","SLC1A3","brown","brown",-0.0256814848246347,0.110064228828878,-0.0287334778029173,0.0192179802199385,-0.124715318451934,0.165969846884506,0.105372704707371,0.0912394412831162,0.0167862469012629,-0.0122813746386494,-0.0157782724795815,-0.0770261972749898
"TENM3","TENM3","black","black",0.0467542785396401,-0.05917620077293,-0.158981198029805,0.252243386810441,-0.0803808515688148,0.0181301093525455,-0.140271687074718,0.479040174063062,-0.0355300927206042,0.108938117416112,-0.0986012326337505,-0.0784535574405814
"CADPS","CADPS","blue","blue",-0.0321245907765249,0.111442866083014,0.0817144574942348,-0.0436560454170217,0.0270408067312912,0.00368887249461144,0.0352278341861561,-0.0188328814308646,0.0619921733395837,-0.034570869792403,-0.0791358096093196,-0.0436032349486291
"KCNMB2","KCNMB2","turquoise","turquoise",-0.033935871375416,0.0541645980363278,0.137459345847082,-0.0755957184337854,0.180934216669682,-0.0742140440352814,0.0325368173353099,-0.0459231667056669,-0.0729911472251757,0.0392463731963256,0.113260764973136,0.0436501971774052
"GLA","GLA","red","red",-0.0622043923866143,-0.147787351111858,0.0547877449943867,-0.0654168790560996,-0.0680058509692025,0.102062424599751,0.320313062932528,-0.0457583374069718,-0.105806237774674,0.0237472643648958,0.276412881986173,0.229110949247584
"IGF2BP2","IGF2BP2","brown","brown",-0.0191279569045205,0.017168740093666,-0.0977916407281837,0.209241895401364,-0.138563975312243,0.164373941113671,0.018816373677327,-0.0018256959567895,0.092234405157767,-0.0560656583120507,-0.0813893294185423,-0.0838324083902744
"RNF217","RNF217","yellow","yellow",-0.0193033101763168,0.00988958251704306,0.030123220401524,0.122312848528895,0.0720999892662893,-0.0314178671418286,-0.0584108802753006,0.0240672088870421,-0.0395806511944977,0.0675332410555378,-0.00932534619831099,-0.00740431992594856
"PTGER3","PTGER3","blue","blue",-0.0109823539085531,0.194902379049559,0.0488736844700399,0.00473802669305417,0.0553462575802579,-0.0492088235952531,-0.0133448861199177,0.00370766342834481,0.00799286869907613,0.0106556671113326,-0.0396429815660658,-0.0364870848041386
"LINC01088","LINC01088","blue","blue",-0.065916133682632,0.156669025763076,0.0866953714610732,-0.110178284245505,0.0849368566355527,0.0770711777642697,0.0830882248900938,-0.0770252353970038,-0.0483578002127165,-0.0797491956702731,0.0352921400718983,-0.0603850503315338
"DGKB","DGKB","green","green",-0.0215353346954764,0.0141921657186509,0.0525328127861443,-0.0331883803054824,0.0749853653429504,-0.00341255623405182,0.0173822595033895,-0.000343696868124792,-0.0708677820751063,0.150765806481142,0.0968326962202423,0.0190724271524715
"MYBL1","MYBL1","blue","blue",-0.00569027610659193,0.109832028663523,0.0459148105991688,0.0200533843364818,0.0359216698639839,-0.0416646802771776,-0.00911703358601153,0.043407813233919,0.0132497011071155,0.0139009224803501,-0.0166210565213713,0.00656135186820743
"HIF1A-AS3","HIF1A-AS3","green","green",-0.00735942915277945,-0.0559856835713113,0.0479836800536278,0.0492985400679383,0.0272053625058575,-0.0204059576985999,-0.044845830882216,0.0160956780888758,-0.0399385267397345,0.10030641944275,0.051541939433428,0.0379988946519475
"PAMR1","PAMR1","greenyellow","greenyellow",-0.0396119908970184,0.0273910853047052,0.0224547299236919,-0.013257034378293,-0.00144173470859324,0.0351397946945431,-0.0929456702296954,0.00997982201608875,0.466091406357478,0.0228436965645766,-0.130746590485494,-0.0409535710948403
"APOC1","APOC1","green","green",-0.00511207940312463,0.0047689781055404,0.0393320038205817,0.00949470056523457,0.00755131379986507,-0.00938972639275779,-0.0327539291194203,-0.0048339264363518,-0.0456764851318915,0.0620657113768214,0.0258884705440011,0.00816434651355586
"ADGRV1","ADGRV1","yellow","yellow",-0.00302435447697058,0.0232824533094592,-0.113080486256815,0.239130720284011,-0.109848424774837,0.120963009310084,0.0115689476687669,0.00587563392832017,-0.0134266418858731,-0.0529863100922072,-0.0460115953834669,-0.0920302683903583
"DDX58","DDX58","turquoise","turquoise",-0.0585451518592099,0.222196863891551,0.121587450106442,-0.0328940571152479,0.119867520496855,-0.0706668390321986,0.22218210852298,-0.0702582166141446,-0.0551575267327188,-0.100533974269801,0.0859235851555974,0.142290938990908
"SPOCK1","SPOCK1","brown","brown",-0.0530303125698406,-0.0446717805360763,-0.0435686166657414,0.0275949950830843,-0.123723612186078,0.215827793250007,-0.0943098408817899,0.0464017045999625,0.0496621878746931,0.207667715110478,0.0168181231098073,-0.107453450241573
"EPB41L3","EPB41L3","brown","brown",-0.0679068422295717,-0.0866057132614043,-0.203299962470905,0.294471488048815,-0.275851255211501,0.392416679268327,-0.0856425672920308,-0.0487009617431863,0.312907378012546,-0.061010905474953,-0.147810282471604,-0.250203975759714
"LPCAT2","LPCAT2","blue","blue",-0.0687878379558847,0.288380701460113,0.157081369992721,-0.110181882751479,0.168044361117869,-0.0492335933969167,0.121913345630734,-0.0581782303924896,0.110269558618976,-0.0796346869293136,-0.0236307101009738,0.0349946932371464
"PLEKHA5","PLEKHA5","turquoise","turquoise",-0.0130537644836961,-0.00401018030397073,0.117855097247606,0.0426891874460151,0.274016523063133,-0.246918296423998,-0.128403841150143,0.176526987487997,0.00318455164427717,0.157096906601967,-0.05333466164308,0.101400884719591
"SGCD","SGCD","turquoise","turquoise",-0.0298162862196767,0.0275199049264816,0.0843014534946241,0.0870980712622781,0.204805373367823,-0.125087845019954,-0.118717923801939,0.0694499084889618,0.0131656688193108,0.214437627431981,-0.0130870917103348,0.0494663796697871
"MYLK4","MYLK4","blue","blue",-0.0150802789746202,0.232622914437305,0.0627002621084794,-0.0155351163017228,0.0779965950858601,-0.0608706232491203,-0.00519976540528594,-0.00548037265910883,0.0149457940795798,-0.00183004729694884,-0.0255514636621049,-0.0363501067842014
