"","gene_name","module","color","kME_pink","kME_blue","kME_grey","kME_yellow","kME_turquoise","kME_brown","kME_red","kME_black","kME_greenyellow","kME_green","kME_purple","kME_magenta"
"AC026341.1","AC026341.1","blue","blue",-0.0205534546549838,0.109451478916291,0.0222136382422463,0.0129516812418179,0.0338166828529516,-0.0179345789499025,0.0254360571254469,0.0129928881675032,0.01539687595835,-0.00741686722951119,0.000991000951716562,-0.00093178001938931
"SLC12A8","SLC12A8","blue","blue",0.00957523178690875,0.204664983472556,-0.0143737087359496,0.110962986998961,0.0208852381851053,-0.0236424202551725,-0.0531365653778382,0.0577994164527927,-0.00719856845697297,0.0413728764836429,-0.0643352489574987,-0.0841256391445712
"LINC02798","LINC02798","blue","blue",-0.0252687516515873,0.277532194723018,0.0352226146314909,0.0201293377512292,0.0196893809491975,0.0211910747955968,0.0368661619482918,-0.00839209635727592,0.0960342307489728,-0.02082870360248,-0.0404257102142722,-0.0673701558587728
"ROR2","ROR2","yellow","yellow",0.00761238503370843,-0.00931672550289041,-0.0832321059369248,0.321823428607808,0.0145767564937205,-0.0347455624455979,-0.0511786159734134,0.140000613620175,-0.11740823383722,0.0383535486820269,-0.0131599093135064,0.00419429232061863
"MALRD1","MALRD1","turquoise","turquoise",-0.0169558567552256,0.0476098860417518,0.0843065179240444,-0.0240242077499794,0.137988988569054,-0.0840067177900318,0.0150697287560437,0.00745484342823852,-0.0296795547872367,0.0310135323915469,0.0420485042030358,0.0431631037504178
"XKR6","XKR6","turquoise","turquoise",-0.0116114149589705,-0.00566239880625307,0.0760344286396035,-0.0071214566164276,0.1414860057947,-0.100465770453821,-0.0648523062043717,0.103711577830998,-0.0637768638596387,0.139414790759342,0.064997246460807,0.0711502979659792
"PALMD","PALMD","yellow","yellow",0.022597229690462,-0.00262611868037636,-0.112910924386166,0.372754558480571,-0.0560134125378502,0.00888110286760046,-0.0769856682491237,0.0345374961241457,-0.0369217381554767,-0.023136364480542,-0.0915789062450745,-0.0580104302315464
"ANKRD6","ANKRD6","turquoise","turquoise",-0.0145457925606459,0.0744640109396372,0.11645973057401,-0.0365931543156006,0.15829755501205,-0.1182690946524,-0.0179050362320393,0.0331254325469756,-0.0143722583058433,0.0870636363235301,-0.00649184942508065,0.0333642037020043
"IL15","IL15","yellow","yellow",0.00185052091086486,-0.0243832038228483,-0.00836525642063312,0.185890730261846,0.03714833960115,-0.0285425790687243,-0.0587088799882236,0.0209387800888676,-0.0587413636492223,0.0497089033020839,0.00476646890773596,-0.00672856826028333
"DPH6","DPH6","blue","blue",-0.0288638054250952,0.117008888292047,0.0592379287448215,0.0414286109554612,0.120008903675776,-0.0636387036404458,-0.0147199838181952,-0.00666005148474176,0.0575093932853859,-0.0220907320765925,-0.0762212460012257,-0.0238957711580034
"PIR","PIR","turquoise","turquoise",-0.00770020499277703,0.00859535978429289,0.102066393033959,-0.0297790476917926,0.148467876894414,-0.110021659368984,-0.0716161961850908,-0.0105417181642724,0.0256418994077894,0.0283013475515281,-0.0433336222273305,0.00683819625226862
"COL24A1","COL24A1","yellow","yellow",0.00215469661259744,0.0249499040404992,-0.0175490104441282,0.0735855299345751,0.0149447104252684,-0.0373519629398423,-0.0545318000719428,0.162687626205228,0.0544566829586494,0.022338314643708,-0.0886150585917267,-0.0222129576192441
"RRAS2","RRAS2","brown","brown",-0.0711076895758226,-0.0786530590970871,-0.0617993987513285,0.0588770576858092,-0.161916969591423,0.264853190035517,0.0220487129751621,-0.0285269688843491,0.132487812235879,-0.0300009600199319,0.0124993552343623,-0.0708506583883356
"PLA2G4A","PLA2G4A","yellow","yellow",-0.0171772667350919,-0.0636794459115671,-0.102408579524306,0.258488604422254,-0.0923284973331978,0.147972811199573,-0.114035791997472,0.0407089188515054,0.0509132224938661,0.0706460124828625,-0.0767514817828723,-0.127960455490418
"ANKS1B","ANKS1B","blue","blue",-0.0741126347032081,0.130880539344598,0.0909680577243508,-0.0391693773761112,0.121331537508851,-0.001458472114103,0.00133608652102646,0.00205861676836359,0.0242016358481923,0.0604848328560165,0.0103500074067194,-0.0263089542198649
"LINC02224","LINC02224","yellow","yellow",0.00464631478215951,0.0239900761738487,-0.0315614863051318,0.170384770568085,0.00477436967514478,-0.0181845275030457,-0.0252387574960277,0.0102535675511701,-0.0466874418278048,0.020759160539898,-0.0131447548051436,-0.00426690702183464
"PRORP","PRORP","blue","blue",-0.0207189651520566,0.218298276166297,0.0525181748823611,0.0138417655043815,0.0364182302492303,0.000731160424551595,0.0286210548652418,-0.00389644170595053,0.0329378103960842,-0.032500988495056,-0.0509105580312959,-0.0512930627521063
"MAGI3","MAGI3","red","red",-0.0572531047508952,-0.0142478521434507,0.0966382700673539,-0.0609629520355071,0.0586459139317049,-0.0235846997793309,0.152161798775884,-0.0532527035896845,0.0158214845696294,-0.00759011940208942,0.101040856138403,0.174023048147695
"LDHAL6A","LDHAL6A","blue","blue",-0.00627423232427942,0.512336562855743,0.0774170646145876,-0.0154799018193098,0.0650696478186446,-0.0776838550364501,0.0220473830883916,0.00470530593984491,0.0961777657125491,-0.0380152483549621,-0.0834246518300788,-0.0717828453310575
"COBLL1","COBLL1","brown","brown",-0.0433904999809286,-0.0382726960361216,-0.0501145628349588,0.137851879598646,-0.0584852552967188,0.134679774080539,-0.0959380302222907,0.0123934987133011,0.0543104718670702,0.0800536450932072,-0.0613057272350635,-0.083166576347446
"RAP1GAP2","RAP1GAP2","black","black",0.0587420011535154,0.0291251930420853,-0.0397884590156558,0.0183256014038518,0.0189254661791848,-0.0573304759686493,-0.0491222649137912,0.329070817271402,-0.0269019603614039,0.0302085446259555,-0.0397417274768977,-0.0162077027766293
"KCNH1","KCNH1","blue","blue",-0.045300218864075,0.121706574950087,0.106471942723855,-0.0804025373874854,0.0976980642024618,0.0217373918141409,0.145488672643924,-0.0747520008268517,-0.0630549939277357,-0.147876566531105,0.0519705473029792,0.00216723276667889
"PPP2R3A","PPP2R3A","green","green",-0.0447438081007425,0.00580436829165862,0.0538713709145122,-0.0353709230695284,0.0564188369519722,0.00914239475774867,-0.0394017018755671,0.0387984985428326,-0.015067368914796,0.112316753836983,0.0438023986054064,-0.000687289386730949
"SP100","SP100","brown","brown",0.0225167340703783,0.0850716939948802,-0.0486450554995996,0.0403044358457603,-0.0851569748034308,0.175974528240392,0.0675865246219345,-0.0690972822233041,0.0616951264649064,-0.132666161763803,-0.044075189651648,-0.171290189144386
"DOCK5","DOCK5","turquoise","turquoise",-0.0520745661484114,0.0751466124787429,0.257772361656215,-0.117737610138705,0.440946861771098,-0.287282718854332,-0.0608359355680524,-0.0560630637797361,-0.144669346537942,0.105196069981937,0.130303133124961,0.141705571980248
"MB21D2","MB21D2","brown","brown",-0.0539419570324645,-0.0060716841538111,-0.075049133930132,-0.0218270826813917,-0.207783616512258,0.324853134498262,0.141794715447011,-0.00582616964928296,0.0978529565312379,-0.066369343215914,0.0159045868521207,-0.114356463530535
"AC015712.2","AC015712.2","purple","purple",-0.0375422219129134,-0.0100785694836978,0.0547620832053987,-0.0386955012419207,-0.0232442507052042,0.0996816320759729,0.101854575957474,-0.0126969247893732,-0.0181270982448173,0.0559079965339647,0.281255856335886,0.00662458379603107
"MYO5A","MYO5A","turquoise","turquoise",-0.000942017511166118,0.069332511671446,0.0641097341291138,0.070704419409772,0.151605938644674,-0.121849903745513,-0.101527433388477,0.0771745340852048,0.0271014142629477,0.0262919394459488,-0.0853910278291365,-0.0099047923973271
"CLIC4","CLIC4","red","red",-0.00163707175976065,-0.0818082271602856,-0.0686008642226894,0.06320153000231,-0.148610315237233,0.135593343780607,0.289452518357121,-0.030060972428593,-0.032607615570208,-0.0726823455039412,0.129355025166851,0.122131464313994
"MT-CO3","MT-CO3","pink","pink",0.399081630017749,0.0720152256405075,-0.196154195513655,0.0877059045212361,-0.137082182610529,-0.145364119151576,-0.128391908396488,0.0315482133078037,-0.0438689572302545,-0.174756606276504,-0.307311137421613,-0.1520759487765
"TMEM117","TMEM117","brown","brown",-0.0459101274400852,-0.0493790355544303,-0.0482539869135759,0.102352117249531,-0.0857993606003895,0.176902339061622,-0.0060959259029567,0.00457840516815302,-0.00879249722750964,0.0493538655096497,0.0289925012181765,-0.0822808987202072
"AC018816.1","AC018816.1","blue","blue",-0.0373960356082944,0.130827638717969,0.074375255507109,-0.0338256471841269,0.0248720238414192,0.051544240032041,0.112669036808386,-0.0323049593039881,0.0167640147511179,-0.014632778084931,0.0814324423958664,0.00274159127913142
"SPATA6L","SPATA6L","blue","blue",-0.0023899425489517,0.171301133230021,0.0114136340985697,0.0472824817356694,0.0121704368707994,-0.00728190954602699,0.027824634230995,-0.00198609113319324,0.00999246959900878,-0.0428945899484358,-0.0353836288773508,-0.0419870920018661
"ATP8B1","ATP8B1","turquoise","turquoise",-0.0254345065368715,0.00408436349950867,0.12311962107033,0.0135177258540589,0.181138846560162,-0.121390052659306,-0.0533577462282892,-0.0144457934830974,0.00527887629710423,0.0533370325862573,0.0081878542895321,0.0704346796777351
"AC007262.2","AC007262.2","blue","blue",-0.00982689668196208,0.204981671611547,0.0590427270028931,0.0363903121814797,0.0862893792608053,-0.0677524929939274,-0.0209769929368314,-0.000293321596336422,0.0398600724652999,-0.0137061952003047,-0.0526932243153968,-0.0270535930123946
"MMP2","MMP2","green","green",-0.0352010355086584,-0.123762011018825,0.178160446314324,-0.0854380389668832,0.0637673442608829,-0.0183964263198686,-0.0609236175081312,0.0987911847561782,0.0818743979871515,0.45755898532016,0.136880975647158,0.106460259533422
"LONRF3","LONRF3","brown","brown",-0.111209314763789,-0.125759191894563,0.0219321754305629,-0.117457986362157,-0.156508481105944,0.266267244479656,0.216915872024877,-0.0513644009959594,-0.0709650597655049,-0.00945630137656253,0.291974618698613,0.0977112080798594
"GK5","GK5","turquoise","turquoise",-0.00857207854786158,0.0556406222538408,0.0998808778984942,-0.00211696725107593,0.118370206010555,-0.0674758341271526,-0.0493664350841127,0.0304560007180473,0.0682268167737742,0.0334255708369795,-0.0454089178860664,-0.0151788994079108
"PTPN13","PTPN13","turquoise","turquoise",-0.0204759956727404,0.0535176122248192,0.111268970180714,0.0231825924615089,0.197671194961164,-0.168925153125293,-0.10053721968823,0.0046211406659623,0.0760107106601081,0.0596268622231902,-0.104691932017642,0.0227410599962315
"PBX3","PBX3","brown","brown",-0.0537516332290184,-0.0389726262552703,-0.0138593576682152,0.037311674727014,-0.0343100860833242,0.110030518092531,-0.0164368309055227,0.0410947650880585,0.0591953091945947,0.0377106621649843,-0.0208763423850039,-0.0470864014139679
"TPK1","TPK1","blue","blue",-0.0102333710451881,0.0877795924482796,0.0888175361407748,-0.00291809666919411,0.118350154152072,-0.0734183568975939,-0.0246847046990662,0.00474738970097354,0.0837087754275955,0.0063527643645832,-0.0564461498808379,-0.00851041653110718
"LIMCH1","LIMCH1","green","green",-0.0945190433612502,0.0226554948302078,0.137208484954127,-0.0635445430991682,0.1901414030735,-0.0273968575878082,-0.0434096745183629,-0.0435514739667594,0.0785481361669991,0.197920668374308,0.124443168856514,0.0249591809842325
"GAS2","GAS2","black","black",0.0312800131043715,0.0120735987104576,-0.023891050678051,-0.0037927647343607,0.0464432429820214,-0.0898701085899528,-0.0804474190473895,0.477503733398242,-0.0298055575871643,0.0873795900318198,-0.0642329265806394,-0.000843604991540731
"L3MBTL4","L3MBTL4","yellow","yellow",0.025538546488147,0.0313952597807281,-0.0977981408008967,0.254493712564121,-0.0493895967263281,-0.00723595468295477,-0.0537410542456994,0.0506521514629761,0.0765800079268666,-0.0794263290673119,-0.137734926583646,-0.0730477048571579
"POLR2A","POLR2A","magenta","magenta",-0.0522120958868387,0.0283935452720102,0.108853994456601,-0.0282821837497446,0.130289647177161,-0.148322025782239,0.0438240628459801,-0.0479755472242099,-0.017324653515903,-0.0503637943450044,0.0233347481950142,0.264469592991766
"AC116366.2","AC116366.2","blue","blue",-0.0149598169833685,0.600809707629604,0.0852861196511867,-0.0178807098374406,0.0759162052551943,-0.104560642276485,0.0804599602372116,0.00351390611454938,0.0318054154573288,-0.0686526253794797,-0.0734996895331378,-0.0428783285774344
"TTC39C","TTC39C","turquoise","turquoise",-0.00125398288660754,0.0662911678890329,0.058547049953523,0.01467513396507,0.106874786052284,-0.0699010769705213,-0.0488364741078087,0.0745293865781034,-0.00473095842410083,0.035392465461106,-0.0435023412406716,-0.012033079759575
"LRRK2","LRRK2","turquoise","turquoise",-0.0403645083100829,0.0718377703546981,0.154496996908926,-0.084242076221013,0.22554028876263,-0.101787815863925,-0.0372252715644814,0.00240051470090762,0.0194971623705554,0.0254887407357346,0.00118931451683244,-0.0138918982174229
"UPP1","UPP1","brown","brown",-0.0317879969594482,-0.0103249142989029,0.00877682526556554,-0.0304364083861144,-0.0939845952181793,0.157982237204927,0.125919795962446,-0.0368543743323661,-0.0486278333474839,-0.0490232551699959,0.0844292376175844,-0.0233748626172799
"C1QB","C1QB","pink","pink",0.0584793290011534,0.00680313975037428,-0.0033807180535935,-0.00106461117495829,-0.00775921576399615,0.0129730693064466,-0.00191796258671668,-0.00632905769844813,0.00335573222347064,0.00201365168928133,-0.00644040606979956,-0.0120144126081587
"GALNT3","GALNT3","blue","blue",-0.0126377216918413,0.201275527653071,0.0182620772828573,0.00240948422992054,-0.0209714144317952,0.043199828335289,0.0608238418515724,-0.0122200203378437,-0.00313888564605999,-0.0458066395821345,-0.0152277971479621,-0.0693021589825857
"RSPO3","RSPO3","yellow","yellow",0.03202493999289,0.0107798226466584,-0.113510182551617,0.366636883621114,-0.0811713692193011,0.0255426912286997,-0.0505454603846836,0.0198122310962683,-0.0516066674407435,-0.0749742423840148,-0.125466059728672,-0.0882785178540529
"BNIP3L","BNIP3L","turquoise","turquoise",-0.0157263579232091,0.178911655583406,0.153490574146336,-0.0277091394743331,0.177238579383775,-0.172941843280238,-0.0933593150316894,0.0323737465269286,0.0951173577888339,0.0844953792865997,-0.0746081969065026,0.0228446474857527
"MIR3936HG","MIR3936HG","blue","blue",-0.0119268708088165,0.512636568441937,0.0738315200677193,-0.01706159389828,0.0688304328352189,-0.0992792800695743,0.0155638342954973,0.00874318529559989,0.0272318907355071,-0.0479363852530765,-0.0730865043913465,-0.0787034324184002
"CASC1","CASC1","blue","blue",-0.00474459169316453,0.235604741566098,0.063685164389202,-0.0112577557815467,0.0852545233940449,-0.0809806800171549,-0.000264625862079654,-0.00350201692597984,0.0485066107727504,-0.00733229894689773,-0.0444743135878424,-0.0237909219783295
"CHL1","CHL1","greenyellow","greenyellow",-0.00190111205274474,-0.027182364828299,-0.0142300604166428,0.00470437368383121,-0.0240865585223374,-0.00613239879835723,-0.105021388674403,0.015545131560143,0.198256521464901,-0.00106421768100699,-0.114088585932266,-0.0578413185311043
"EPAS1","EPAS1","brown","brown",-0.0334794214677284,-0.0793915873649508,-0.0990854261623431,-0.0608973271133806,-0.299835304527788,0.417527077234132,0.296314618674188,-0.115144474368484,-0.119809658006534,-0.192798588107493,0.218773656797495,-0.0721288850377376
"TMEM132C","TMEM132C","turquoise","turquoise",-0.0549595820889918,0.0162306230916539,0.167503977023566,-0.103852569524814,0.157752464882393,-0.0487231890221997,0.120864504509666,-0.0706229114232189,-0.155799796806511,0.017867647135404,0.194254269201206,0.120009986962756
"WWOX","WWOX","turquoise","turquoise",-0.0257511283202369,0.00249713156423569,0.0445118627133362,0.00649730226672977,0.102194066947927,-0.0349597836399753,0.0314204287774429,-0.0158467800998576,0.0102433687567837,0.0208729199881397,0.0350849970144368,0.042659198071172
"DCHS2","DCHS2","turquoise","turquoise",-0.051150150658541,0.0503795120669326,0.146845671976203,-0.0772267635138675,0.161745381008585,-0.0455030594902813,0.0770570231011409,-0.0336980305744476,-0.0437569443129537,0.0653223369081075,0.150691381166011,0.0673700852050387
"TSHZ1","TSHZ1","turquoise","turquoise",-0.032104972157487,0.0188988938249189,0.118889283782898,-0.0133452103469533,0.119612665951838,-0.0525057329360408,0.0464439286137788,-0.0169403227958488,-0.00702587738865902,0.00625991307583194,0.0561440833583368,0.107517471063396
"GRM5","GRM5","yellow","yellow",-0.0106181451935047,0.0597414026523949,-0.0408407699373944,0.076665408611815,-0.0437609195754029,0.0612194508341201,0.00860462070836594,0.0534837640983057,0.0353255832952376,-0.0398234418486982,-0.0664335196170459,-0.0625061751807549
"MGST1","MGST1","brown","brown",-0.0538422219619468,-0.0093072551433202,0.0556096683235385,-0.0788498412070189,-0.107026067569851,0.178007465728366,0.00274511715844295,-0.0792205097837723,0.168217888818537,-0.0949194491208334,-0.0738754567922979,-0.125251885009533
"PKNOX2","PKNOX2","red","red",-0.0411502847069798,0.0345358799348279,0.0599921960376309,-0.010678881189108,0.02431271309728,0.048116872933071,0.127237057727396,-0.0285414444901094,-0.0556151413903238,-0.0312967831746499,0.0762999885419805,0.0235857163150988
"AIM2","AIM2","blue","blue",-0.00127780723189669,0.451842809632115,0.0918697853837017,-0.00850794332349499,0.108317813790554,-0.127918503647867,-0.0196018928556025,0.00475799886426178,0.0234748155039882,-0.0139397875365902,-0.0627383645418099,-0.07038711258318
"VPS37B","VPS37B","brown","brown",-0.0343648808933755,-0.0646336547248397,-0.0392353242201745,0.00782618051223725,-0.120830157271354,0.203861106369514,0.0927090864273535,-0.000822932078817498,-0.0037053237039019,-0.0267815470633253,0.0280568062646959,-0.0554885734172473
"REV3L","REV3L","red","red",-0.00539576166310655,0.100722780961088,0.0557090007007292,-0.0447416043581695,0.020563515279174,-0.013084581098819,0.199447951523511,-0.0364574043561844,0.033815547619342,-0.0930976828550339,0.0482729700669551,0.085046207560155
"APCDD1","APCDD1","turquoise","turquoise",-0.0440000155647342,-0.0146929811908791,0.281428032766689,-0.114109436041464,0.370913200377571,-0.239110610056186,-0.0772988225395589,-0.0448271983063236,-0.0541816190721477,0.177369768967429,0.167126206477348,0.17148759692549
"TXNIP","TXNIP","turquoise","turquoise",-0.0154505368566396,0.287612886947079,0.358681814970282,-0.172538953380591,0.457522980224921,-0.496736654006309,-0.145996002840693,-0.046483413432825,0.101460030199375,0.00795532006168858,-0.124347929275974,0.182022016670105
"PRRG1","PRRG1","blue","blue",-0.0249855018789374,0.0674956900093859,0.0704053620701976,-0.0129885123583817,0.0361960877441334,0.019894842782648,0.00130454457771499,-0.0198779857221607,0.0507813751393642,-0.000818597901648933,-0.0149025922264639,-0.0286562598516098
"ANO1","ANO1","green","green",0.0041798717793729,-0.0167777939511617,-0.041917393045121,0.0696332002807965,-0.0185111511396094,0.00196742233118908,-0.0561823603455525,0.177896282255876,-0.00828493508799356,0.145779379104716,-0.0192292015242971,-0.0155221259538422
"FUT8","FUT8","turquoise","turquoise",-0.0475694910855238,0.0745814660730344,0.144572358290395,-0.0354230569450001,0.206401552465435,-0.101051999198891,-0.0355072100030728,0.00222893335136908,0.0985791233093174,0.00924674230268973,-0.0384885405376567,0.0194200831806896
"WNT9A","WNT9A","brown","brown",-0.102941227191304,-0.0572919504466258,0.00474295158623399,-0.109817561414921,-0.195500598257052,0.300643863691167,0.211415445077009,-0.0497261706194096,-0.0505792936214773,-0.016065503263438,0.248861846959292,0.0317422466649128
"STARD13","STARD13","yellow","yellow",0.0403744662371304,0.0189221087909436,-0.19585759587523,0.367883805378733,-0.103607374949113,0.171767997912972,-0.0780768516752644,-0.0143069577677867,0.0517855464945184,-0.121723776513481,-0.127139732494166,-0.217345648992172
"FAM171B","FAM171B","brown","brown",-0.042172888198041,-0.0447540695620442,0.0247784236584453,0.0226045451964467,-0.0648641824540328,0.169561355404,0.0200154476818251,-0.0316244519329044,-0.0278825613346038,0.0166689590452745,0.100803006587613,-0.076435538789677
"HDAC2-AS2","HDAC2-AS2","blue","blue",-0.0139624256313737,0.141920564671484,0.0575695512056953,-0.00675275063009341,0.0611670190547262,-0.0325144247245453,0.0183566978973244,0.00246931871030235,0.020200649871536,0.00320270131258237,0.0132292982567584,-0.00700989398506248
"GFOD1","GFOD1","brown","brown",-0.0396080455929092,-0.0136445101601452,0.0259622109305452,-0.0431156638192603,-0.044740030789827,0.148229133232256,0.117682256416912,-0.0309453233302856,-0.0726963804635252,-0.0102241069872191,0.153839073276379,-0.0154639984786389
"SLC49A4","SLC49A4","turquoise","turquoise",-0.0099416736370211,0.00267207106287526,0.088242191554091,-0.00931561601663936,0.117898542604545,-0.0672346481126927,-0.0500248730949085,0.0193975592260588,-0.00188730047751797,0.0543560896621746,-0.00380717623159061,0.0183629957706388
"TSPAN7","TSPAN7","yellow","yellow",0.0257018348175073,0.00156345180633466,-0.0881159452668087,0.289043188877171,-0.0502670941802898,0.00742290603657053,-0.0498257151708671,0.0389160925993448,-0.0204950600130772,-0.0313052051976386,-0.0772254325455821,-0.0455762692290599
"PRR5L","PRR5L","brown","brown",-0.0280630049216789,0.0112260476477537,0.00747706073414046,0.0230639576817366,-0.0194453552313107,0.0729633687164577,-0.0130474486287596,0.0438998012492835,0.0476878211409607,0.0338806871449155,-0.00803529978875984,-0.0441797787824197
"MEST","MEST","black","black",0.0159017213080908,-0.0132543731246024,0.012786314820106,-0.0143112566781904,0.0378390077672616,-0.0500776964145591,-0.060223000313435,0.278834187556311,0.0139943795190415,0.117313161782032,-0.0120224625853118,0.00693829003471116
"DAAM2","DAAM2","purple","purple",-0.0493359651032936,0.0133580529338524,0.115383915260319,-0.0887815208193884,0.0985881638388053,0.0147646533087704,0.0775812384328053,-0.0199672765238889,-0.0707929409325112,0.0383470284155174,0.184388481529242,0.0383496708152662
"IL19","IL19","blue","blue",-0.00886109832267357,0.330493376093719,0.010494646713375,0.0182870510066842,-0.0134269846460653,0.00958532231089395,0.0415704196779433,0.00925465530818992,-0.00129802450753172,0.00235781424256857,-0.0118738939147806,-0.0632818601547075
"OXCT1","OXCT1","yellow","yellow",-0.0203553811887947,0.00470079725689934,-0.014316749840503,0.177538538142173,-0.00178921425593704,0.0160420452219356,-0.00202714357039373,0.0419601283693181,0.00696228127551371,-0.00336889415420957,-0.0440936317692494,0.0150432512345175
"KCNK2","KCNK2","black","black",0.0141656248650003,0.00472555558730871,-0.0290030464505814,0.0208492275453902,-0.00801952069022507,-0.00110856223315806,-0.0367569071802746,0.323847392844012,0.00367314687851085,0.0291199467760734,-0.0706240774690742,-0.0429352053079814
"ELN","ELN","green","green",0.00443854648875296,-0.00379706076185353,0.103607856418252,-0.0302450825720509,0.095939143333335,-0.0990822430866464,-0.073666717029446,0.0689553904553621,0.0781737533791286,0.248882196097637,-0.0330771325019453,0.0777812001604396
"SCARA5","SCARA5","greenyellow","greenyellow",-0.0740701228802722,0.0537308419096225,0.176566558655038,0.0481398296436253,0.0736177936075797,-0.0475039957117426,-0.0350279680512824,-0.10160505472972,0.38393025502637,0.0285086285115615,-0.0859498853041068,0.0142219861748118
"VCAN-AS1","VCAN-AS1","brown","brown",-0.0735534172789267,-0.0494164735846539,0.00536026348165156,-0.0512115869389427,-0.148738699937583,0.267411353101103,0.0833986004968316,-0.0397112992197006,0.113308327145877,0.00294250788657714,0.0767656478395043,-0.0697184239904374
"PTGR1","PTGR1","turquoise","turquoise",-0.0212486485195332,0.0138778235986138,0.108755258316512,-0.00744129357719073,0.11309266848304,-0.0755642633543578,-0.0215393526030454,0.0122796096802615,0.0188919088473936,0.0599212726115416,0.00638313151639112,0.0468095162245447
"AP002026.1","AP002026.1","turquoise","turquoise",-0.00577801881872102,0.126489879632647,0.1454493133303,-0.0799650247717511,0.243616992933892,-0.169883623216077,-0.030796362516056,-0.0305738240236104,-0.0597435109357216,-0.0034849004967581,-0.0328350786121976,0.000812275859297126
"GRIP1","GRIP1","yellow","yellow",-0.00981126451951006,0.102620395784371,0.0077446887013059,0.106952415121789,-0.000205322696479591,0.0148108839085936,-0.0011202292415675,0.0330455192272402,-0.0150956575419617,0.051747916363649,-0.0165274315254643,-0.0281751114459564
"JPH2","JPH2","blue","blue",-0.0106502505758066,0.139007135061604,0.0568506053029694,-0.0122874952627518,0.0702119036707548,-0.0532370283242646,-0.0201448063732036,-0.00645871618105114,0.0118434792900867,-0.0159097881373803,-0.0328752993054349,-0.0123717032729948
"TPST1","TPST1","red","red",-0.0635116178742595,0.0221736329449367,0.0153430042809366,-0.0307449206992441,-0.0945167836168249,0.132459585043797,0.255285897397605,-0.0426393060082332,0.0266579757880856,-0.0550884814435134,0.111137419921764,0.0444598968817911
"HMGCLL1","HMGCLL1","turquoise","turquoise",-0.0160578600725433,0.0683433464889164,0.219806453499162,-0.102356884048243,0.38227397223648,-0.275246288840494,-0.117034707873047,-0.0124427733199413,-0.0500541381043466,0.0863974428714196,-0.00367168547787358,0.076011577217161
"ARID3A","ARID3A","blue","blue",0.0014975926380874,0.402424270477002,0.0661333875461988,-0.0294503858460638,0.0709568725459177,-0.0900264406493027,0.0441673501711261,0.0321212520222921,0.00501030030611781,-0.0456327681277229,-0.0542710862663879,-0.0483642214448904
"CCDC148","CCDC148","blue","blue",-0.00714548744672772,0.077522526071475,0.0254608493426318,-0.0146309084778357,0.0175352728553314,0.000551183785600329,0.0203568482068105,-0.00480325141839173,0.0101464912901641,-0.0431533856993237,-0.0366330710897075,-0.0261792332121603
"PRKX","PRKX","brown","brown",-0.0190043300166044,-0.0340203592551758,0.0171798832365205,-0.0199740889914316,-0.0455645650380992,0.125486652812176,0.0328815649908773,-0.00116441730907355,-0.0241394087920489,0.00128960160578356,0.0445757760767124,-0.0531847562171043
"SLC10A7","SLC10A7","turquoise","turquoise",-0.0227821148631405,0.0569042975387211,0.115997469858679,-0.00501811869268998,0.212870199961658,-0.158569368779769,-0.0630264921217188,0.017700458005336,0.0248809606339691,0.0550922686972172,-0.0317927252070047,0.0493026071693762
"VAMP8","VAMP8","blue","blue",0.00188033400568752,0.171314445736191,0.0827795693080375,-0.0226065265782704,0.139384692780574,-0.139085099381111,-0.066871258423588,-0.00346506626223845,0.0149482000079972,-0.00467527326199607,-0.0678125887605849,-0.00718848128537887
"ANKRD39","ANKRD39","blue","blue",-0.0147214458293782,0.0700204302264845,0.0629340476121523,0.00637961106582538,0.0601790430982298,-0.0362533157689287,-0.011076532375929,-0.00162377953719609,0.0150370180064756,0.019045219747541,-0.00863431386966744,0.0106906398785057
"ADAMTS19","ADAMTS19","greenyellow","greenyellow",-0.00951739030034791,0.0120877364242991,0.0135328263565583,0.0162820790465883,0.0203821494603265,-0.0157878326159303,-0.0617230960270847,0.028540462836793,0.122993415176179,0.0738341196114684,-0.0486552327590272,-0.0114000780140695
"LINC01208","LINC01208","yellow","yellow",-0.00139158295465291,0.065575972457212,-0.0135639792525148,0.082664689352911,-0.0138702751402722,0.0135634274840424,-0.0189576413232047,0.0184658741528885,-0.00550123014081955,0.0314642227540214,-0.0250761140728678,-0.0360746581190728
"PPP4R4","PPP4R4","yellow","yellow",0.0511208567638479,-0.0214668299077452,-0.237875340201551,0.608914563599132,-0.123739100346677,0.0198467196643216,-0.104578801421424,0.0590348541692961,-0.0542253173494703,-0.0529141339256342,-0.141288669850277,-0.0986481318346126
"RNF19A","RNF19A","red","red",-0.0723395487707061,0.0384809825099057,0.137828027782707,-0.153653255458681,0.0814640795415365,-0.0388556289233422,0.304064968562533,-0.0183679832428785,-0.0437582041980549,-0.0115352422701674,0.202155068987135,0.183787017544925
"DNAJB14","DNAJB14","blue","blue",-0.0277099204220843,0.194205728698361,0.139790961236773,-0.0233459422642135,0.20090603052697,-0.184346952218207,-0.101840141806216,0.0180981772983105,0.0825697639638739,0.0442623168595303,-0.100077703759438,0.00229076532839869
"HIVEP2","HIVEP2","brown","brown",-0.109466032422962,0.0342156085231951,-0.138032917529912,0.0389064427812105,-0.381180111448004,0.531816338727512,0.435384508796552,-0.0855789800830433,-0.0295506737664265,-0.176429021979271,0.233663652955979,-0.00292455508940328
